"Compounds ID", "Tags", "Checked", "Name", "Formula", "Annot. Source: Predicted Compositions", "Annot. Source: mzCloud Search", "Annot. Source: mzVault Search", "Annot. Source: ChemSpider Search", "Annot. Source: MassList Search", "Annot. DeltaMass [ppm]", "Calc. MW", "m/z", "RT [min]", "Area (Max.)", "# ChemSpider Results", "# mzCloud Results", "# mzVault Results", "mzCloud Best Match", "mzCloud Best Match Confidence", "mzVault Best Match", "mzVault Library Match: LipidBlast-VS68-Neg", "mzVault Library Match: LipidBlast-VS68-Pos", "Class Coverage: Phosphatidylcholine Compound Class", "Mass List Match: LipidMaps Structure Database 2023-01-11", "Mass List Match: HMDB Serum metabolites (v5. 40600 cpds)", "MS2", "Neutral Losses", "Reference Ion", "Group Area: cla", "Group Area: cla_lps", "Group Area: ctrl", "Group Area: lps", "Group Area: no2-cla_lps", "Group CV [%]: cla", "Group CV [%]: cla_lps", "Group CV [%]: ctrl", "Group CV [%]: lps", "Group CV [%]: no2-cla_lps", "Ratio: (cla) / (ctrl)", "Ratio: (lps) / (ctrl)", "Ratio: (no2-cla_lps) / (ctrl)", "Ratio: (cla_lps) / (lps)", "Ratio: (no2-cla_lps) / (lps)", "Log2 Fold Change: (cla) / (ctrl)", "Log2 Fold Change: (lps) / (ctrl)", "Log2 Fold Change: (no2-cla_lps) / (ctrl)", "Log2 Fold Change: (cla_lps) / (lps)", "Log2 Fold Change: (no2-cla_lps) / (lps)", "P-value: (cla) / (ctrl)", "P-value: (lps) / (ctrl)", "P-value: (no2-cla_lps) / (ctrl)", "P-value: (cla_lps) / (lps)", "P-value: (no2-cla_lps) / (lps)", "Adj. P-value: (cla) / (ctrl)", "Adj. P-value: (lps) / (ctrl)", "Adj. P-value: (no2-cla_lps) / (ctrl)", "Adj. P-value: (cla_lps) / (lps)", "Adj. P-value: (no2-cla_lps) / (lps)", "Peak Rating (Max.)", "Peak Rating: Liver-H-9.raw (F9)", "Peak Rating: Liver-H-10.raw (F10)", "Peak Rating: Liver-H-11.raw (F11)", "Peak Rating: Liver-H-12.raw (F12)", "Peak Rating: Liver-H-13.raw (F13)", "Peak Rating: Liver-H-14.raw (F14)", "Peak Rating: Liver-H-15.raw (F15)", "Peak Rating: Liver-H-16.raw (F16)", "Peak Rating: Liver-H-25.raw (F25)", "Peak Rating: Liver-H-26.raw (F26)", "Peak Rating: Liver-H-27.raw (F27)", "Peak Rating: Liver-H-28.raw (F28)", "Peak Rating: Liver-H-29.raw (F29)", "Peak Rating: Liver-H-30.raw (F30)", "Peak Rating: Liver-H-31.raw (F31)", "Peak Rating: Liver-H-32.raw (F32)", "Peak Rating: Liver-H-1.raw (F1)", "Peak Rating: Liver-H-2.raw (F2)", "Peak Rating: Liver-H-3.raw (F3)", "Peak Rating: Liver-H-4.raw (F4)", "Peak Rating: Liver-H-5.raw (F5)", "Peak Rating: Liver-H-6.raw (F6)", "Peak Rating: Liver-H-7.raw (F7)", "Peak Rating: Liver-H-8.raw (F8)", "Peak Rating: Liver-H-17.raw (F17)", "Peak Rating: Liver-H-18.raw (F18)", "Peak Rating: Liver-H-19.raw (F19)", "Peak Rating: Liver-H-20.raw (F20)", "Peak Rating: Liver-H-21.raw (F21)", "Peak Rating: Liver-H-22.raw (F22)", "Peak Rating: Liver-H-23.raw (F23)", "Peak Rating: Liver-H-24.raw (F24)", "Peak Rating: Liver-H-33.raw (F33)", "Peak Rating: Liver-H-34.raw (F34)", "Peak Rating: Liver-H-35.raw (F35)", "Peak Rating: Liver-H-36.raw (F36)", "Peak Rating: Liver-H-37.raw (F37)", "Peak Rating: Liver-H-38.raw (F38)", "Peak Rating: Liver-H-39.raw (F39)", "Peak Rating: Liver-H-40.raw (F40)"
"1260", "", "False", "", "C15 H32 Cl4 N4 O3", "Full match", " No results", " No results", " No results", " No results", "0.84", "456.12323", "455.11596", "7.951", "12931495.2029961", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "2168294.02622965", " 653362.771244458", " 4125463.83420471", " 2242491.18558099", " 441849.875655216", "86.5535019542417", " 80.6918000930253", " 94.6804178425796", " 50.4111055065504", " 76.9798883761988", "0.526", " 0.544", " 0.107", " 0.291", " 0.197", "-0.93", " -0.88", " -3.22", " -1.78", " -2.34", "0.813913324211874", " 0.638855857398209", " 0.0469534505375647", " 0.535877024289664", " 0.560840223893273", "1", " 1", " 0.206485712424358", " 1", " 1", "5.6", "4.1", " ", " ", " ", " 2.0", " 4.7", " 2.4", " 5.5", " ", " 3.7", " ", " 2.0", " ", " ", " ", " 2.6", " 4.7", " 3.6", " 1.7", " 5.1", " ", " 5.1", " 2.2", " ", " 4.3", " ", " ", " 4.7", " ", " 2.8", " 1.3", " 3.6", " ", " ", " ", " 5.6", " 5.6", " ", " ", " "
"1363", "", "False", "", "C27 H49 Cl N5 O3 P", "Full match", " No results", " No results", " No results", " No results", "-1.28", "557.32544", "556.31816", "5.913", "12924186.4436614", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "2957370.61173275", " 1009669.62386706", " 1996001.68229202", " 4717529.13497315", " 258135.256215422", "78.9795700915912", " 120.95214732758", " 106.48457580844", " 71.8848399693037", " 84.4656195936233", "1.482", " 2.363", " 0.129", " 0.214", " 0.055", "0.57", " 1.24", " -2.95", " -2.22", " -4.19", "0.997465387702574", " 0.731066063572465", " 0.333212591069808", " 0.371046250218483", " 0.0264472929498238", "1", " 1", " 0.822350506766573", " 1", " 0.174711882218199", "6.6", "4.7", " ", " 4.7", " ", " 5.5", " 4.7", " 6.6", " 3.6", " 5.5", " 5.1", " ", " ", " 4.3", " ", " ", " 3.6", " 4.7", " 3.9", " 5.5", " 5.8", " ", " ", " 3.6", " ", " 5.5", " ", " 6.2", " 5.5", " 4.7", " 4.7", " 5.1", " 4.7", " ", " 1.4", " ", " ", " ", " ", " ", " "
"3147", "", "False", "", "C18 H34 Cl N O3", "Full match", " No results", " No results", " No results", " No results", "1.90", "347.22338", "346.21611", "4.930", "12922396.8560003", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "3044268.22785503", " 3748453.17909241", " 315140.080043016", " 427136.68101703", " 355003.722361018", "85.2619783991829", " 92.7583347545605", " 37.1816793392171", " 37.6932476079536", " 24.4067737012185", "9.660", " 1.355", " 1.126", " 8.776", " 0.831", "3.27", " 0.44", " 0.17", " 3.13", " -0.27", "4.57933204101035E-06", " 0.990711831956955", " 0.999981555195564", " 0.000351716293921056", " 0.996156738646761", "0.000959029048503509", " 1", " 1", " 0.144247645044373", " 1", "5.8", "5.1", " 3.2", " 2.4", " 3.9", " 2.0", " 3.9", " 2.8", " 2.8", " 2.8", " ", " ", " 3.2", " 4.3", " 5.8", " 5.8", " 4.3", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 1.8", " ", " "
"2528", "", "False", "1-Dodecanesulfonic acid", "C12 H26 O3 S", "Full match", " Full match", " No results", " No results", " Full match", "0.26", "250.16033", "249.15305", "9.082", "12917865.5674045", "0", "6", "0", "89.8", "9.5", "", "No matches found", " No matches found", "", "No matches found", " Single match found", "PreferredDDA", "", "[M-H]-1", "1520504.37326442", " 966221.966692226", " 332122.579104723", " 4701398.31181277", " 175940.9243476", "101.63319859468", " 70.7824831384418", " 172.624265873348", " 76.0898961306759", " 56.4087408670967", "4.578", " 14.156", " 0.530", " 0.206", " 0.037", "2.19", " 3.82", " -0.92", " -2.28", " -4.74", "0.0243713572510905", " 0.000526340014792126", " 0.991122531298033", " 0.0856074631213345", " 0.000139085725057386", "0.438536284109065", " 0.00528110577533017", " 1", " 1", " 0.00558783996628511", "5.8", "5.8", " ", " ", " ", " ", " ", " ", " 4.7", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 2.7", " 5.1", " 4.8", " ", " ", " ", " ", " 4.7", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"4674", "", "False", "", "C2 H3 Cl N O4 P3 S5", "Full match", " No results", " No results", " No results", " No results", "-2.45", "392.75574", "391.74846", "2.249", "12914288.0147909", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "3360562.62196178", " 1736365.69885944", " 2331945.93522698", " 3242310.60339539", " 1199341.53400095", "57.3360202251726", " 43.2248808808238", " 103.066556240265", " 46.4717343384354", " 18.009855692734", "1.441", " 1.390", " 0.514", " 0.536", " 0.370", "0.53", " 0.48", " -0.96", " -0.90", " -1.43", "0.999867692810832", " 0.952243173580855", " 0.366373593969761", " 0.899160210819898", " 0.789591853682713", "1", " 1", " 0.87341704262006", " 1", " 1", "6.2", "3.2", " ", " 3.6", " 3.7", " 5.8", " 5.5", " 6.2", " 5.5", " 3.6", " 4.3", " ", " 5.1", " 3.9", " 4.7", " 4.8", " 4.3", " 5.8", " 6.2", " 3.9", " 3.2", " 3.9", " 3.3", " 3.3", " 2.6", " 3.9", " ", " 5.8", " 4.3", " 4.3", " 4.3", " 4.3", " 4.7", " 5.6", " 5.6", " 6.2", " 5.2", " 4.7", " 4.8", " 3.7", " 4.1"
"1878","","False","2E,4E,6E,8E,10E,12E,14E,16E,18E,20E,22E-tetracosaundecaenal","C24 H26 O","Not the top hit"," No results"," No results"," No results"," Full match","-3.83","330.19710","329.18980","5.730","12893530.647643","0","0","0","","","","No matches found"," No matches found","","Single match found"," No matches found","PreferredDDA","","[M-H]-1","4134210.61701705"," 391716.272730197"," 3940692.11716588"," 2948017.31704079"," 4030254.47851456","73.6406711690559"," 64.4467780140668"," 49.1335259274856"," 105.199215819157"," 76.7434391821627","1.049"," 0.748"," 1.023"," 0.133"," 1.367","0.07"," -0.42"," 0.03"," -2.91"," 0.45","0.999237628185151"," 0.563508266363535"," 0.996949375207321"," 0.0259833476831365"," 0.362238275664364","1"," 1"," 1"," 0.75646722506535"," 0.95283574221388","5.2","3.6"," 4.1"," 2.4"," 1.7"," 3.6"," 3.6"," 2.0"," 3.9"," 3.1"," "," "," "," "," "," "," "," 3.6"," 3.2"," 3.7"," 1.7"," 3.6"," 2.0"," 4.7"," 4.3"," 1.8"," "," 3.6"," 3.2"," 3.2"," 2.8"," 5.2"," 1.7"," 4.3"," 4.3"," 2.8"," 3.2"," 2.2"," 4.7"," 4.7"," 4.3"
"1221", "", "False", "", "C35 H74 N5 O2 P", "Full match", " No results", " No results", " No results", " No results", "-3.24", "627.55598", "626.54871", "10.032", "12876993.6781039", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "181691.857675611", " 466434.151461276", " 143533.38722806", " 159839.972836916", " 463216.368558227", "181.811550512108", " 54.8237790928824", " 83.0428924631803", " 240.412710569568", " 27.4661027234611", "1.266", " 1.114", " 3.227", " 2.918", " 2.898", "0.34", " 0.16", " 1.69", " 1.55", " 1.54", "0.620393546869757", " 0.700054997229638", " 0.27819023489864", " 0.998243514222631", " 0.947728956091292", "1", " 1", " 0.733652689545979", " 1", " 1", "6.6", "1.4", " ", " 2.7", " 2.3", " 3.3", " ", " 5.8", " 6.6", " ", " 0.6", " ", " 3.7", " 3.0", " 2.6", " 2.6", " 2.2", " 0.8", " ", " 4.5", " 3.5", " 1.0", " 1.4", " 3.1", " 1.4", " 4.7", " 2.3", " 4.5", " ", " ", " ", " 0.5", " ", " 3.6", " 5.9", " 4.3", " 3.6", " 4.3", " 3.6", " 4.7", " "
"1176", "", "False", "", "C25 H42 Cl N3 S2", "Full match", " No results", " No results", " No results", " No results", "0.32", "483.25102", "482.24374", "5.362", "12866408.2643514", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "302680.334243798", " 247850.234047669", " 307631.17685152", " 436724.873168831", " 217974.757115051", "165.795560493995", " 44.9215145786024", " 158.57705544973", " 223.243314779759", " 27.6984167140804", "0.984", " 1.420", " 0.709", " 0.568", " 0.499", "-0.02", " 0.51", " -0.50", " -0.82", " -1.00", "0.999358289387864", " 0.99925235110416", " 0.68601325544509", " 0.606519409763702", " 0.538437271202715", "1", " 1", " 1", " 1", " 1", "5.1", "", " ", " ", " ", " 5.1", " 3.6", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 4.3", " 5.1", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.2", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"2202", "", "False", "", "C27 H58 Cl N3 O10 S", "Full match", " No results", " No results", " No results", " No results", "2.47", "651.35475", "650.34747", "6.995", "12859495.216862", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "1170528.59068939", " 520745.111460171", " 379579.027868887", " 3424301.29205294", " 759118.116428271", "114.489131685461", " 78.0501168882866", " 213.142627211322", " 101.75503366087", " 34.3000447829507", "3.084", " 9.021", " 2.000", " 0.152", " 0.222", "1.62", " 3.17", " 1.00", " -2.72", " -2.17", "0.71389572015916", " 0.238321616974786", " 0.990511122103627", " 0.237224499000742", " 0.475362792868758", "1", " 0.714311716164075", " 1", " 1", " 1", "3.6", "", " ", " 0.9", " ", " 3.2", " 2.8", " 2.4", " ", " 1.4", " ", " ", " ", " 2.0", " ", " ", " ", " 3.6", " ", " ", " ", " ", " ", " 1.1", " ", " 3.0", " ", " ", " 2.8", " 3.2", " 2.4", " 3.2", " ", " ", " ", " ", " ", " ", " ", " ", " "
"1751", "", "False", "Alpha-dihydroartemisinin", "C15 H24 O5", "Not the top hit", " No results", " No results", " Full match", " Full match", "0.62", "284.16255", "283.15527", "3.455", "12856284.8178808", "1", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " Multiple matches found", "PreferredDDA", "", "[M-H]-1", "770644.670438529", " 1088774.77230389", " 1040192.51848068", " 1511010.22364955", " 1374909.95135618", "29.295841177864", " 41.8615618789643", " 28.3534923782842", " 29.9861982763936", " 137.829786833295", "0.741", " 1.453", " 1.322", " 0.721", " 0.910", "-0.43", " 0.54", " 0.40", " -0.47", " -0.14", "0.756291041605212", " 0.841431535697688", " 0.115527073636533", " 0.928428035986336", " 0.590567120667955", "1", " 1", " 0.402650603790578", " 1", " 1", "3.2", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 0.7", " ", " ", " ", " ", " 2.3", " ", " ", " ", " ", " ", " ", " ", " 2.4", " ", " ", " ", " ", " ", " ", " ", " ", " 3.2", " ", " ", " ", " ", " ", " "
"1095","","False","2-(5-((2Z,5Z,8Z,11Z)-tetradeca-2,5,8,11-tetraen-1-yl)furan-2-yl)-ethanoic acid","C20 H26 O3","Full match"," No results"," No results"," Partial match"," Full match","1.82","314.18877","313.18149","4.596","12842208.8433957","10","0","0","","","","No matches found"," No matches found","","Multiple matches found"," Multiple matches found","PreferredDDA","","[M-H]-1","3772068.75370196"," 4658274.12533824"," 6330040.75420136"," 4818955.69179226"," 7453202.29376545","65.6849339700271"," 64.411294791751"," 53.1046353649752"," 59.9442553424167"," 33.2744049218213","0.596"," 0.761"," 1.177"," 0.967"," 1.547","-0.75"," -0.39"," 0.24"," -0.05"," 0.63","0.574052020995724"," 0.492103512877045"," 0.952470955209269"," 0.922624969225048"," 0.157644985308398","1"," 1"," 1"," 1"," 0.571011640298956","6.0","5.8"," 5.5"," 4.7"," "," "," "," "," "," 5.1"," 3.6"," 3.7"," "," 5.5"," "," 4.7"," 5.5"," "," 4.7"," 5.8"," "," 4.3"," "," 5.1"," "," "," "," 5.1"," "," 2.8"," 5.5"," 5.8"," 3.9"," 5.6"," "," 6.0"," "," 6.0"," 6.0"," 4.8"," 4.4"
"1494", "", "False", "Asperitaconic acid A", "C12 H20 O5", "Full match", " No results", " No results", " No results", " Full match", "0.30", "244.13115", "243.12387", "1.385", "12826443.9361101", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "Single match found", " No matches found", "PreferredDDA", "", "[M-H]-1", "494409.092644054", " 941679.506739913", " 591008.448261185", " 954071.537439544", " 1576782.67137782", "26.0127486917184", " 67.7057159946497", " 13.6805687632462", " 62.2679260461449", " 129.697694921924", "0.837", " 1.614", " 2.668", " 0.987", " 1.653", "-0.26", " 0.69", " 1.42", " -0.02", " 0.72", "0.985564314172833", " 0.0710807053534873", " 0.000188979662608335", " 0.999990542185973", " 0.20366577078927", "1", " 0.291975553949202", " 0.00276804586168727", " 1", " 0.668634451244125", "5.1", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 2.4", " ", " 3.6", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.6", " ", " ", " ", " 4.7", " ", " 5.1", " ", " 1.7", " 2.8", " ", " ", " "
"655", "", "False", "", "C20 H14 Cl2 N8 O5", "Full match", " No results", " No results", " No results", " No results", "1.05", "516.04696", "515.03965", "6.557", "12824028.5317837", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "3268564.80527857", " 275008.977340159", " 548399.926199779", " 1867235.49015626", " 885226.569910313", "108.600799371441", " 134.639753373872", " 131.59471562868", " 111.089186213288", " 98.8010046569479", "5.960", " 3.405", " 1.614", " 0.147", " 0.474", "2.58", " 1.77", " 0.69", " -2.76", " -1.08", "0.980934044259004", " 0.994484566976259", " 0.999986375174574", " 0.359010739516279", " 0.997878486610881", "1", " 1", " 1", " 1", " 1", "6.6", "4.7", " ", " ", " ", " 5.8", " 6.6", " 6.2", " 6.2", " 0.5", " ", " ", " ", " ", " ", " 5.8", " 5.2", " 5.5", " 5.1", " 4.8", " 3.9", " ", " 3.3", " 3.9", " ", " 3.6", " ", " 5.8", " 5.5", " 4.3", " 5.8", " 6.2", " 3.9", " 4.8", " 3.0", " ", " 2.6", " 2.4", " 5.1", " 5.5", " 2.0"
"1773", "", "False", "", "C19 H45 Cl2 N5 O6 P2", "Full match", " No results", " No results", " No results", " No results", "2.64", "571.22372", "570.21644", "5.604", "12820755.9177957", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "1481489.69464292", " 898755.842620985", " 1566814.25452576", " 6752882.47928947", " 778641.892135267", "121.979641572494", " 39.744409886441", " 97.0136940901464", " 75.1816736713248", " 17.4051851906193", "0.946", " 4.310", " 0.497", " 0.133", " 0.115", "-0.08", " 2.11", " -1.01", " -2.91", " -3.12", "0.999462181509853", " 0.577618309714785", " 0.317136732322061", " 0.0202727214181131", " 0.0128998685002193", "1", " 1", " 0.79620809297523", " 0.68491329514711", " 0.108062472891624", "5.1", "4.3", " ", " 2.0", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 1.7", " 2.4", " ", " ", " 5.1", " ", " 2.8", " ", " 2.8", " 3.6", " ", " 3.2", " 2.0", " ", " ", " ", " ", " ", " ", " ", " ", " "
"6520", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "601.46882", "600.46154", "5.752", "12800903.4139947", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "240620.746808792", " 222259.80510534", " 192756.268659982", " 192700.606144269", " 2018524.4318702", "142.415007138966", " 240.137641668319", " 229.060228181306", " 33.7162483299763", " 103.651186882707", "1.248", " 1.000", " 10.472", " 1.153", " 10.475", "0.32", " 0.00", " 3.39", " 0.21", " 3.39", "0.999987015949162", " 0.908141260613617", " 0.120270376714088", " 0.820406645204475", " 0.0161876050828549", "1", " 1", " 0.414648447634594", " 1", " 0.126155658614838", "5.2", "", " 2.4", " ", " 5.2", " ", " ", " ", " ", " ", " ", " ", " 2.2", " ", " 3.2", " 2.7", " ", " ", " ", " ", " ", " 1.7", " ", " ", " 4.8", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.3", " 2.4", " 1.7", " ", " ", " 2.3", " 1.7"
"3336", "", "False", "", "C20 H24 O4", "Not the top hit", " No results", " No results", " Partial match", " Full match", "1.95", "328.16810", "327.16082", "4.954", "12789685.8394553", "4", "0", "0", "", "", "", "No matches found", " No matches found", "", "Multiple matches found", " Multiple matches found", "PreferredDDA", "", "[M-H]-1", "3380978.73598641", " 3698384.43016941", " 4113884.89017183", " 3105420.05468065", " 5665732.79947418", "47.6428970288401", " 53.3337498637822", " 37.7740757705561", " 63.1225086857215", " 43.0630176594625", "0.822", " 0.755", " 1.377", " 1.191", " 1.824", "-0.28", " -0.41", " 0.46", " 0.25", " 0.87", "0.935704637613007", " 0.877847648060611", " 0.745024394013867", " 0.999869586375847", " 0.22075647478538", "1", " 1", " 1", " 1", " 0.706406365836313", "5.6", "1.7", " 5.5", " ", " 4.7", " ", " 4.3", " 1.7", " ", " 1.3", " ", " 1.7", " ", " 1.7", " 2.8", " 3.2", " 3.9", " 2.2", " 1.8", " 3.7", " 5.6", " 2.6", " 5.6", " ", " ", " ", " ", " ", " 1.3", " ", " 1.7", " 2.4", " ", " 3.2", " ", " ", " ", " ", " 3.2", " 3.2", " "
"1094", "", "False", "", "C12 H27 N4 O3 P", "Full match", " No results", " No results", " No results", " No results", "-2.90", "306.18119", "305.17391", "6.225", "12778985.3627269", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "526280.350072864", " 2419988.55064208", " 492085.483343641", " 6407920.90832096", " 9041135.30130033", "94.3471550540525", " 55.0301694257204", " 54.6667315380997", " 62.3439893409208", " 21.7313408366152", "1.069", " 13.022", " 18.373", " 0.378", " 1.411", "0.10", " 3.70", " 4.20", " -1.40", " 0.50", "0.877483877897834", " 0.000635690488107188", " 3.67091648079132E-07", " 0.999946995455949", " 0.1147516478838", "1", " 0.00612240848770944", " 1.97447163499612E-05", " 1", " 0.465389563296349", "7.6", "5.5", " 3.0", " ", " 5.2", " ", " ", " ", " ", " 4.3", " 6.6", " 5.8", " 4.3", " 5.8", " 5.5", " 3.6", " 6.2", " ", " ", " 0.7", " ", " ", " ", " 3.7", " ", " 3.6", " ", " 7.0", " 6.6", " 6.2", " 7.0", " 6.2", " 5.8", " 7.2", " 6.8", " 7.2", " 7.6", " 6.8", " 7.2", " 6.8", " 7.2"
"3133", "", "False", "", "C30 H26 N6 O5 S", "Full match", " No results", " No results", " No results", " No results", "1.99", "582.16969", "581.16242", "8.812", "12767534.5393773", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "248555.542941263", " 718894.043029532", " 127682.869422752", " 914315.306970982", " 505432.896892974", "32.200302871874", " 52.1686270855149", " 52.8617362477415", " 133.109517095068", " 49.2091299487426", "1.947", " 7.161", " 3.959", " 0.786", " 0.553", "0.96", " 2.84", " 1.98", " -0.35", " -0.86", "0.589322483191999", " 3.9831593945383E-07", " 0.00306532717427321", " 0.0246055987807965", " 0.0356134873912343", "1", " 1.35932679263882E-05", " 0.0255695045562468", " 0.733917905452666", " 0.210818230614232", "4.3", "", " ", " ", " ", " ", " ", " ", " ", " ", " 2.0", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 4.3", " 1.4", " ", " ", " ", " ", " ", " ", " "
"2855", "", "False", "Lodoxamide", "C11 H6 Cl N3 O6", "No match", " No results", " No results", " Full match", " Full match", "4.93", "310.99605", "309.98877", "0.548", "12741931.4064372", "1", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " Single match found", "PreferredDDA", "", "[M-H]-1", "1528424.67593672", " 1219400.52902327", " 1384785.84919502", " 1042927.49847117", " 850276.931972906", "48.6439280672795", " 161.894103127278", " 45.4369112112187", " 39.8868728010989", " 30.5025711115139", "1.104", " 0.753", " 0.614", " 1.169", " 0.815", "0.14", " -0.41", " -0.70", " 0.23", " -0.29", "0.999092426944789", " 0.501876192032005", " 0.400681344798384", " 0.566850174735569", " 0.999795867932362", "1", " 1", " 0.920183499031846", " 1", " 1", "2.4", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 2.4", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"867", "", "False", "2-Cl-IB-Meca", "C18 H18 Cl I N6 O4", "No match", " No results", " No results", " No results", " Full match", "4.46", "544.01470", "543.00743", "7.293", "12738792.7121634", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " Single match found", "PreferredDDA", "", "[M-H]-1", "472751.871404509", " 421824.60156622", " 517494.096962892", " 887884.631855664", " 755881.904213285", "141.148275213829", " 39.8492046883011", " 164.784900960623", " 189.752558652235", " 15.8122650775274", "0.914", " 1.716", " 1.461", " 0.475", " 0.851", "-0.13", " 0.78", " 0.55", " -1.07", " -0.23", "0.942329246624524", " 0.999658445785222", " 0.999994036038963", " 0.56000229602475", " 0.999942725462158", "1", " 1", " 1", " 1", " 1", "6.6", "", " ", " ", " ", " 4.3", " 4.7", " 6.6", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 5.1", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.9", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"2284", "", "False", "Aspacoside C", "C32 H50 O11", "No match", " No results", " No results", " No results", " Full match", "3.40", "610.33739", "591.31959", "0.623", "12710062.8986388", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "Single match found", " No matches found", "PreferredDDA", "", "[M-H-H2O]-1", "182826.605485373", " 2767114.57529953", " 248504.645349093", " 2627357.50836944", " 1847980.72123285", "39.3404676033719", " 89.2550290847537", " 103.051753349094", " 95.9533039504593", " 68.8735395262147", "0.736", " 10.573", " 7.436", " 1.053", " 0.703", "-0.44", " 3.40", " 2.89", " 0.07", " -0.51", "0.828622949207593", " 0.0870655702108404", " 0.0545966601670362", " 0.405700430150193", " 0.999545468656774", "1", " 0.340479303768495", " 0.231038231308744", " 1", " 1", "6.6", "", " ", " ", " ", " ", " ", " ", " 1.0", " 6.6", " 5.1", " 6.2", " 6.2", " 5.5", " 5.5", " 6.2", " 6.6", " ", " ", " 3.0", " 5.8", " ", " ", " 4.1", " ", " 2.2", " ", " 5.8", " 4.1", " 2.3", " 6.2", " 6.6", " 5.5", " 6.2", " 5.8", " 6.4", " ", " 5.8", " 5.8", " 5.5", " 5.2"
