"Compounds ID", "Tags", "Checked", "Name", "Formula", "Annot. Source: Predicted Compositions", "Annot. Source: mzCloud Search", "Annot. Source: mzVault Search", "Annot. Source: ChemSpider Search", "Annot. Source: MassList Search", "Annot. DeltaMass [ppm]", "Calc. MW", "m/z", "RT [min]", "Area (Max.)", "# ChemSpider Results", "# mzCloud Results", "# mzVault Results", "mzCloud Best Match", "mzCloud Best Match Confidence", "mzVault Best Match", "mzVault Library Match: Bamba lab 34 lipid mediators library stepped NCE 10 30 45", "mzVault Library Match: Bamba lab 598 polar metabolites stepped NCE 10 30 45", "mzVault Library Match: Custom mzVault Library", "mzVault Library Match: LipidBlast-VS68-Neg", "mzVault Library Match: LipidBlast-VS68-Pos", "Class Coverage: Phosphatidylcholine Compound Class", "Mass List Match: LipidMaps Structure Database 2021-09-13", "MS2", "Neutral Losses", "Reference Ion", "Group Area: cla", "Group Area: cla/lps", "Group Area: ctrl", "Group Area: lps", "Group Area: no2-cla/lps", "Group CV [%]: cla", "Group CV [%]: cla/lps", "Group CV [%]: ctrl", "Group CV [%]: lps", "Group CV [%]: no2-cla/lps", "Ratio: (cla) / (ctrl)", "Ratio: (lps) / (ctrl)", "Ratio: (no2-cla/lps) / (ctrl)", "Ratio: (cla/lps) / (lps)", "Ratio: (no2-cla/lps) / (lps)", "Log2 Fold Change: (cla) / (ctrl)", "Log2 Fold Change: (lps) / (ctrl)", "Log2 Fold Change: (no2-cla/lps) / (ctrl)", "Log2 Fold Change: (cla/lps) / (lps)", "Log2 Fold Change: (no2-cla/lps) / (lps)", "P-value: (cla) / (ctrl)", "P-value: (lps) / (ctrl)", "P-value: (no2-cla/lps) / (ctrl)", "P-value: (cla/lps) / (lps)", "P-value: (no2-cla/lps) / (lps)", "Adj. P-value: (cla) / (ctrl)", "Adj. P-value: (lps) / (ctrl)", "Adj. P-value: (no2-cla/lps) / (ctrl)", "Adj. P-value: (cla/lps) / (lps)", "Adj. P-value: (no2-cla/lps) / (lps)", "Peak Rating (Max.)", "Peak Rating: Liver-F-9.raw (F9)", "Peak Rating: Liver-F-10.raw (F10)", "Peak Rating: Liver-F-11.raw (F11)", "Peak Rating: Liver-F-12.raw (F12)", "Peak Rating: Liver-F-13.raw (F13)", "Peak Rating: Liver-F-14.raw (F14)", "Peak Rating: Liver-F-15.raw (F15)", "Peak Rating: Liver-F-16.raw (F16)", "Peak Rating: Liver-F-25.raw (F25)", "Peak Rating: Liver-F-26.raw (F26)", "Peak Rating: Liver-F-27.raw (F27)", "Peak Rating: Liver-F-28.raw (F28)", "Peak Rating: Liver-F-29.raw (F29)", "Peak Rating: Liver-F-30.raw (F30)", "Peak Rating: Liver-F-31.raw (F31)", "Peak Rating: Liver-F-32.raw (F32)", "Peak Rating: Liver-F-1.raw (F1)", "Peak Rating: Liver-F-2.raw (F2)", "Peak Rating: Liver-F-3.raw (F3)", "Peak Rating: Liver-F-4.raw (F4)", "Peak Rating: Liver-F-5.raw (F5)", "Peak Rating: Liver-F-6.raw (F6)", "Peak Rating: Liver-F-7.raw (F7)", "Peak Rating: Liver-F-8.raw (F8)", "Peak Rating: Liver-F-17.raw (F17)", "Peak Rating: Liver-F-18.raw (F18)", "Peak Rating: Liver-F-19.raw (F19)", "Peak Rating: Liver-F-20.raw (F20)", "Peak Rating: Liver-F-21.raw (F21)", "Peak Rating: Liver-F-22.raw (F22)", "Peak Rating: Liver-F-23.raw (F23)", "Peak Rating: Liver-F-24.raw (F24)", "Peak Rating: Liver-F-33.raw (F33)", "Peak Rating: Liver-F-34.raw (F34)", "Peak Rating: Liver-F-35.raw (F35)", "Peak Rating: Liver-F-36.raw (F36)", "Peak Rating: Liver-F-37.raw (F37)", "Peak Rating: Liver-F-38.raw (F38)", "Peak Rating: Liver-F-39.raw (F39)", "Peak Rating: Liver-F-40.raw (F40)"
"839", "", "False", "", "C H2 N3 O4 P S2", "Full match", " No results", " No results", " No results", " No results", "-1.51", "214.92211", "213.91483", "7.195", "4224691.21618215", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "1573058.84153791", " ", " 3280806.85100211", " 3575056.7977263", " ", "3.25901073353365", " ", " 2.81570147623838", " 25.6981037545732", " ", "0.479", " 1.090", " 0.000", " 0.000", " 0.000", "-1.06", " 0.12", " -Infinity", " -Infinity", " -Infinity", "0.0340515325484718", " 0.895607663467706", " ", " ", " ", "0.999999999946231", " 1", " ", " ", " ", "8.0", "", " ", " ", " ", " ", " 4.8", " 4.8", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 7.3", " ", " ", " ", " 8.0", " ", " ", " ", " 3.2", " ", " 6.0", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"1096", "", "False", "4-keto pentadecanoic acid", "C15 H28 O3", "Full match", " No results", " No results", " Partial match", " Full match", "1.18", "256.20415", "255.19687", "4.823", "4223247.19659748", "6", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "3797777.4316591", " 3925214.62857595", " 3873312.14276221", " 3898018.06485243", " 3549604.09016735", "4.31247695040021", " 6.50965079835174", " 7.03386043261491", " 3.86222435793984", " 3.44074690090552", "0.980", " 1.006", " 0.916", " 1.007", " 0.911", "-0.03", " 0.01", " -0.13", " 0.01", " -0.14", "0.999713570538414", " 0.965008342033384", " 0.0377787245349845", " 0.999966039625481", " 0.00724620053295233", "0.999999999946231", " 1", " 0.306302996429058", " 0.999999999996915", " 0.568826741836758", "7.5", "4.6", " 6.1", " 6.0", " 5.4", " 5.4", " 6.4", " 6.5", " 5.8", " 6.8", " 4.7", " ", " 6.0", " 5.3", " 5.9", " 5.6", " 5.3", " 5.3", " 5.1", " 4.9", " 5.3", " 5.5", " 5.9", " 6.4", " 5.3", " 7.5", " 6.9", " 7.3", " 5.8", " 6.1", " 6.0", " 6.0", " 5.8", " 6.9", " 6.1", " 6.1", " 6.1", " 6.9", " 6.9", " 6.5", " 6.9"
"787", "", "False", "", "C21 H42 N6 O4 P2", "Full match", " No results", " No results", " No results", " No results", "4.66", "504.27663", "503.26935", "3.976", "4194988.73995786", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "1172306.398735", " 687670.398542483", " 1618343.64570988", " 1048871.75972072", " 1450987.54906361", "73.5821344086654", " 65.5050149316476", " 75.3558419554895", " 63.5524970962617", " 73.8490913780667", "0.724", " 0.648", " 0.897", " 0.656", " 1.383", "-0.47", " -0.63", " -0.16", " -0.61", " 0.47", "0.940216780705343", " 0.903460147459475", " 0.998512390580209", " 0.889012626457043", " 0.991334541532698", "0.999999999946231", " 1", " 1", " 0.999999999996915", " 1", "4.5", "", " 3.3", " 4.5", " 0.0", " ", " 1.2", " 1.2", " 0.4", " ", " ", " ", " ", " 4.5", " ", " 1.5", " 4.5", " ", " 3.1", " 2.6", " 1.7", " ", " 0.2", " 0.0", " ", " ", " ", " ", " ", " 0.0", " 1.7", " 2.9", " ", " 2.0", " ", " 1.5", " ", " ", " ", " ", " "
"498", "", "False", "FAHFA 16:0/22:3", "C38 H68 O4", "Not the top hit", " No results", " Full match", " Partial match", " Partial match", "0.81", "588.51224", "587.50496", "8.088", "4194140.1628409", "1", "0", "1", "", "", "20.0", "No matches found", " No matches found", " No matches found", " Single match found", " No matches found", "", "Single match found", "PreferredDDA", "", "[M-H]-1", "", " 3014569.0770345", " 1508928.62942517", " 2547534.37655521", " 1191181.6926527", "", " 37.434815911931", " ", " 5.41380714529784", " ", "0.000", " 1.688", " 0.789", " 1.183", " 0.468", "-Infinity", " 0.76", " -0.34", " 0.24", " -1.10", "", " ", " ", " 0.972828728735593", " ", "", " ", " ", " 0.999999999996915", " ", "5.6", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 5.1", " ", " 3.8", " 2.5", " ", " 4.9", " ", " 2.1", " ", " ", " ", " ", " ", " ", " ", " ", " 5.6", " 5.3", " 4.9", " ", " ", " ", " ", " ", " ", " ", " ", " 4.4", " ", " "
"726", "", "False", "", "C24 H42 N4 O2", "Full match", " No results", " No results", " No results", " No results", "-1.50", "418.33015", "417.32287", "8.385", "4166510.26557929", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "551130.856516882", " 571430.238663626", " 1200224.15435098", " 680702.017225194", " 1446872.76639885", "25.7937921908544", " 13.5673903099628", " 41.7896359230571", " 34.0364709201349", " 69.3121594462843", "0.459", " 0.567", " 1.206", " 0.839", " 2.126", "-1.12", " -0.82", " 0.27", " -0.25", " 1.09", "0.0512392782481621", " 0.0732031080976145", " 0.994113508458595", " 0.996306470759", " 0.0326416961604947", "0.999999999946231", " 0.56555178132841", " 1", " 0.999999999996915", " 1", "6.7", "6.7", " 4.4", " 4.8", " 2.9", " ", " ", " ", " ", " 3.9", " ", " ", " 4.3", " ", " 3.5", " 6.6", " ", " 3.8", " 5.5", " 5.2", " 5.5", " 6.1", " 4.8", " 2.5", " 5.2", " 4.3", " 2.8", " ", " 6.2", " 5.7", " ", " 3.5", " 2.8", " 4.2", " 3.4", " 4.5", " 3.4", " 5.2", " 3.3", " 4.4", " 4.8"
"691", "", "False", "", "C41 H68 N4 O3", "Full match", " No results", " No results", " No results", " No results", "0.00", "664.52914", "663.52187", "10.893", "4119300.08550881", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "1600986.26372654", " 2401761.57007047", " 1502914.65516176", " 1676203.93946506", " 1058071.36543547", "49.4766369675186", " 43.5265648913812", " 45.2491261936065", " 60.6186419714756", " 38.2152809327428", "1.065", " 1.115", " 0.704", " 1.433", " 0.631", "0.09", " 0.16", " -0.51", " 0.52", " -0.66", "0.6832434479696", " 0.978729272711657", " 0.220349658813636", " 0.966529500103043", " 0.458793107840035", "0.999999999946231", " 1", " 1", " 0.999999999996915", " 1", "6.5", "0.4", " 4.6", " 5.9", " 2.9", " 3.0", " 6.1", " ", " 5.2", " 3.6", " ", " 4.2", " 4.6", " 1.7", " 3.5", " 6.5", " 4.8", " ", " 2.9", " 2.1", " 5.0", " ", " 3.3", " ", " 4.6", " ", " 3.3", " ", " 4.8", " 3.3", " 3.3", " 5.6", " 2.3", " 4.1", " 4.7", " 2.0", " 4.9", " ", " ", " 4.5", " 3.8"
"829", "", "False", "(±)17-HDoHE", "C22 H32 O3", "Not the top hit", " No results", " Full match", " Partial match", " Partial match", "1.66", "344.23572", "343.22844", "5.765", "4062416.91041512", "34", "0", "1", "", "", "31.5", "Single match found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "CO2", "[M-H]-1", "1069224.42392262", " 2954308.51561274", " 2053995.56277741", " 2398229.14351404", " 1465350.29529211", "", " 53.044626592899", " 12.5532712486156", " 24.3259592897996", " 49.9774168856042", "0.521", " 1.168", " 0.713", " 1.232", " 0.611", "-0.94", " 0.22", " -0.49", " 0.30", " -0.71", "", " 0.9991897802918", " 0.952168617990102", " 0.972373458263015", " 0.871444986671665", "", " 1", " 1", " 0.999999999996915", " 1", "6.8", "", " ", " ", " ", " ", " ", " 4.0", " ", " ", " ", " ", " ", " ", " 5.2", " ", " 3.6", " 4.4", " 3.8", " ", " ", " 3.2", " ", " 6.8", " ", " ", " 5.6", " ", " 6.0", " ", " 3.0", " ", " 3.1", " ", " ", " ", " 4.5", " 4.0", " 2.0", " 2.1", " 5.0"
"688", "", "False", "", "C10 H10 N2 O8", "Full match", " No results", " No results", " No results", " No results", "-2.27", "286.04307", "285.03579", "0.576", "4041808.2642631", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "", " 2701206.30857243", " ", " 1708062.43892413", " 1514559.73003252", "", " 50.6416851265382", " ", " 19.3176794325212", " 26.1324534258054", "", " Infinity", " Infinity", " 1.581", " 0.887", "", " Infinity", " Infinity", " 0.66", " -0.17", "", " ", " ", " 0.365114237456469", " 0.758912030798272", "", " ", " ", " 0.999999999996915", " 1", "6.9", "", " ", " ", " ", " ", " ", " ", " ", " 5.2", " 4.5", " 5.4", " ", " 5.4", " 5.4", " ", " 4.9", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 6.7", " 6.7", " 6.7", " 6.3", " 6.9", " 6.7", " 6.7", " 5.6", " 6.2", " 6.2", " ", " 6.2", " 6.2", " 5.8", " 5.8"
"2038", "", "False", "", "C14 H32 O3 P2", "Full match", " No results", " No results", " No results", " No results", "-2.67", "310.18184", "309.17456", "10.158", "3977954.5567019", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "1682651.10058611", " 3441418.26643485", " 1670775.02696079", " 2642139.51944921", " 3251224.14561812", "9.30862133642845", " 15.5893531528726", " 8.84505228089533", " 7.16554963639186", " 9.60736920104583", "1.007", " 1.581", " 1.946", " 1.303", " 1.231", "0.01", " 0.66", " 0.96", " 0.38", " 0.30", "0.978412939600772", " 8.07508970801507E-08", " 3.24429372255963E-12", " 0.00371653323664911", " 0.00195859348761063", "0.999999999946231", " 6.31010581469178E-06", " 8.58115689617023E-10", " 0.44209853876293", " 0.245999342043895", "4.6", "3.5", " 2.8", " 3.5", " 3.5", " 2.8", " 4.3", " 3.1", " 4.6", " 2.7", " 2.3", " ", " 3.5", " 2.7", " 2.3", " 2.7", " 2.7", " ", " ", " 3.9", " 3.5", " 3.9", " 2.8", " 3.9", " 2.8", " ", " 3.0", " 3.4", " 3.7", " 3.7", " 4.1", " 3.0", " 3.0", " 3.7", " 3.4", " 3.4", " 4.1", " 3.4", " 3.4", " 4.1", " 3.4"
"586", "", "False", "5-[(2Z,8Z)-2,8-Pentadecadien-1-yl]-1,3-benzenediol", "C21 H32 O2", "No results", " Full match", " No results", " Partial match", " Partial match", "1.46", "316.24069", "315.23341", "7.374", "3970998.33908678", "28", "2", "0", "71.0", "8.5", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "CO2", "[M-H]-1", "", " 3970998.33908678", " 2355737.10995172", " 2057439.8719249", " 1201073.47962302", "", " ", " 10.8345454707803", " 18.5046081764356", " 13.016992110578", "0.000", " 0.873", " 0.510", " 1.930", " 0.584", "-Infinity", " -0.20", " -0.97", " 0.95", " -0.78", "", " 0.517250403022487", " 0.017281633064688", " ", " 0.0402759449690033", "", " 1", " 0.183646864827034", " ", " 1", "7.4", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 2.7", " ", " ", " ", " ", " ", " 6.3", " ", " 7.4", " ", " ", " ", " ", " ", " ", " 4.8", " 6.5", " 6.3", " ", " 3.9", " ", " ", " ", " ", " 6.8", " ", " ", " 3.8", " 4.5", " "
"821", "", "False", "(+/-)12(13)-DiHOME", "C18 H34 O4", "No match", " Invalid mass", " No results", " No match", " No match", "-57312.25", "296.23558", "295.22830", "6.282", "3963392.40736587", "55", "9", "0", "79.0", "8.9", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "1325097.08154416", " 3190789.73184889", " 2437274.6714795", " 2244245.57314326", " 1549651.29554201", "20.6442825873077", " 29.971130795931", " 28.0394779912461", " 33.8526973799439", " 58.3065153341051", "0.544", " 0.921", " 0.636", " 1.422", " 0.690", "-0.88", " -0.12", " -0.65", " 0.51", " -0.53", "0.625048733602858", " 0.999403476448878", " 0.977827468366087", " 0.887817437160109", " 0.926167557912355", "0.999999999946231", " 1", " 1", " 0.999999999996915", " 1", "6.0", "1.6", " ", " ", " ", " 4.3", " ", " 3.5", " ", " ", " 6.0", " ", " 2.0", " 4.9", " 2.6", " ", " 4.1", " 4.5", " ", " ", " ", " 6.0", " 4.6", " 5.6", " ", " 3.4", " ", " 5.1", " 5.5", " ", " ", " ", " 1.9", " 3.3", " ", " 3.3", " ", " 1.7", " 4.6", " ", " 5.4"
"253", "", "False", "D-a-Tocopherol", "C29 H50 O2", "Not the top hit", " Full match", " Full match", " Full match", " Not the top hit", "0.99", "430.38151", "429.37423", "10.851", "3960957.91186589", "15", "1", "1", "94.2", "9.7", "53.8", "No matches found", " No matches found", " No matches found", " Single match found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "992297.975671122", " 938630.074673853", " 798436.414406483", " ", " 539021.188908222", "34.6043850793439", " 104.904005305696", " 13.2359339543372", " ", " ", "1.243", " 0.000", " 0.675", " Infinity", " Infinity", "0.31", " -Infinity", " -0.57", " Infinity", " Infinity", "0.873156892507365", " ", " ", " ", " ", "0.999999999946231", " ", " ", " ", " ", "7.3", "5.8", " 3.8", " 6.2", " ", " 3.4", " ", " 4.5", " ", " ", " 6.1", " ", " ", " 6.1", " 3.8", " ", " 2.1", " 7.3", " ", " 3.5", " ", " 6.2", " ", " 4.7", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 2.3", " ", " "
"952", "", "False", "24beta-Methoxydihydrocucurbitacin D", "C31 H48 O8", "Not the top hit", " No results", " No results", " Full match", " Full match", "1.66", "548.33583", "547.32855", "3.777", "3950583.04221234", "2", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "1055097.38476466", " 1874730.58307353", " 1688218.76007818", " 1553277.27648088", " 1581355.26189011", "22.7744019755501", " 44.2477041476845", " 54.1433751276516", " 52.7190066057557", " 49.134629965733", "0.625", " 0.920", " 0.937", " 1.207", " 1.018", "-0.68", " -0.12", " -0.09", " 0.27", " 0.03", "0.94538365984476", " 0.89423874402453", " 0.986777578726365", " 0.976281532989823", " 0.993984288839075", "0.999999999946231", " 1", " 1", " 0.999999999996915", " 1", "5.8", "2.8", " 3.5", " 5.8", " ", " 3.3", " ", " 1.8", " ", " 1.4", " 2.0", " 2.3", " 0.2", " ", " ", " 3.6", " ", " 3.3", " ", " ", " ", " 3.3", " 3.8", " 3.1", " ", " ", " ", " 0.6", " 0.2", " 0.6", " 2.3", " ", " ", " 4.2", " 0.6", " ", " ", " 1.7", " 0.8", " ", " "
"1065", "", "False", "Cer 18:1;2O/16:0", "C34 H67 N O3", "No match", " No results", " Invalid mass", " No match", " No match", "111667.13", "597.53453", "596.52725", "9.138", "3948723.31287563", "2", "0", "30", "", "", "74.6", "No matches found", " No matches found", " No matches found", " Multiple matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "1329506.69226108", " 1003822.31402217", " 857223.950847393", " 3362923.3504119", " 1102540.6531499", "35.729091697991", " 35.6312577670108", " 40.4959668445488", " 24.634705148792", " 37.2513978445976", "1.551", " 3.923", " 1.286", " 0.298", " 0.328", "0.63", " 1.97", " 0.36", " -1.74", " -1.61", "0.637479913877404", " 0.0163907822340071", " 0.981279665333539", " 0.0142792100191258", " 0.025560083366594", "0.999999999946231", " 0.19490778004352", " 1", " 0.624205466550356", " 1", "6.0", "", " 3.4", " 3.0", " 3.0", " 2.4", " 3.4", " 2.2", " 1.9", " 3.0", " 3.5", " 1.5", " ", " 2.8", " ", " ", " ", " ", " 1.5", " 3.0", " 1.7", " ", " 2.5", " ", " ", " ", " ", " ", " ", " 4.1", " ", " 3.4", " ", " 6.0", " 4.5", " 2.4", " 2.6", " 2.4", " 3.0", " ", " "
"1055", "", "False", "Prostaglandin B1", "C20 H32 O4", "Full match", " Full match", " Full match", " Partial match", " Not the top hit", "1.81", "336.23067", "335.22339", "4.540", "3917380.94565735", "78", "22", "6", "78.4", "8.9", "19.0", "Multiple matches found", " No matches found", " No matches found", " Multiple matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "1969379.50468054", " 2103719.56824407", " 2856269.2087436", " 2386832.70996632", " 2263706.59870481", "16.6653907458011", " 19.8739493764205", " 25.7452447190796", " 31.1595335257177", " 28.2206196679088", "0.689", " 0.836", " 0.793", " 0.881", " 0.948", "-0.54", " -0.26", " -0.34", " -0.18", " -0.08", "0.096857096523182", " 0.84319098782051", " 0.54276730658243", " 0.982496798159672", " 0.977981370529772", "0.999999999946231", " 1", " 1", " 0.999999999996915", " 1", "6.5", "2.5", " 2.9", " 2.9", " 2.9", " 3.9", " 2.5", " 3.5", " ", " 6.3", " 2.7", " ", " 6.5", " 5.9", " 4.2", " ", " 3.9", " 2.4", " 2.4", " ", " 3.7", " 3.7", " 2.6", " 3.4", " 3.7", " 2.9", " 2.1", " 4.9", " 4.7", " 2.5", " 1.9", " 1.1", " 2.5", " 5.4", " 2.0", " 5.8", " ", " 3.0", " 2.2", " 3.4", " 3.4"
"1252", "", "False", "Certonardosterol A", "C28 H48 O6", "Not the top hit", " No results", " No results", " Not the top hit", " Full match", "1.18", "480.34565", "479.33838", "5.196", "3878829.5395239", "6", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "", " 2255598.31565491", " 1077019.2315097", " 1927788.81968034", " 1189544.66260382", "", " 48.4558054521032", " ", " 66.599405281887", " 36.1043607147851", "0.000", " 1.790", " 1.104", " 1.170", " 0.617", "-Infinity", " 0.84", " 0.14", " 0.23", " -0.70", "", " ", " ", " 0.671509426529434", " 0.999223027424983", "", " ", " ", " 0.999999999996915", " 1", "4.6", "", " ", " ", " ", " ", " ", " ", " ", " ", " 2.3", " ", " 3.5", " 1.6", " 0.8", " 2.7", " ", " ", " ", " 1.0", " ", " ", " ", " ", " ", " ", " ", " 1.0", " 2.7", " ", " ", " ", " 4.6", " ", " 4.1", " ", " ", " 3.4", " ", " ", " 1.3"
"940", "", "False", "LMST04010365", "C24 H30 O5", "Full match", " No results", " No results", " Full match", " Full match", "-4.04", "398.20772", "397.20044", "4.395", "3878480.58130283", "2", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "1207135.1240826", " 849038.057863608", " 1472570.26096778", " 903386.594195254", " 959083.247191532", "74.3431534371957", " 32.5925311576064", " 57.4690604861777", " 17.2214077190806", " 10.8697957931235", "0.820", " 0.613", " 0.651", " 0.940", " 1.062", "-0.29", " -0.70", " -0.62", " -0.09", " 0.09", "0.901222768658182", " 0.70679108737849", " 0.784712987812547", " 0.999966053673476", " 0.99995862427745", "0.999999999946231", " 1", " 1", " 0.999999999996915", " 1", "7.2", "", " 4.8", " 4.5", " 2.5", " 2.9", " 4.6", " 5.2", " 0.0", " ", " ", " ", " ", " 2.2", " 2.0", " 4.3", " 4.7", " ", " 3.0", " 4.2", " 3.3", " 2.1", " 4.2", " 2.9", " 2.5", " ", " ", " ", " ", " ", " 3.0", " ", " 5.5", " 7.2", " ", " 3.9", " ", " ", " ", " ", " "
"1029", "", "False", "LPA 20:4", "C23 H39 O7 P", "Not the top hit", " No results", " Full match", " Partial match", " Partial match", "1.53", "458.24404", "457.23677", "10.895", "3859496.57205931", "5", "0", "1", "", "", "80.7", "No matches found", " No matches found", " No matches found", " Single match found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "1454448.08565932", " ", " 3149581.3474095", " ", " ", "", " ", " 18.8556162272627", " ", " ", "0.462", " 0.000", " 0.000", " ", " ", "-1.11", " -Infinity", " -Infinity", " ", " ", "", " ", " ", " ", " ", "", " ", " ", " ", " ", "6.5", "3.3", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 4.2", " 5.4", " 5.0", " 6.5", " 3.5", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"851", "", "False", "D-PANTOTHENIC ACID", "C9 H17 N O5", "Full match", " No results", " No results", " Full match", " No results", "-1.04", "219.11044", "218.10317", "0.636", "3850163.80178499", "1", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "1000878.50126588", " 2743410.94884723", " ", " 1381041.00166266", " 1554357.58180887", "", " 36.1539474949439", " ", " 25.3213119833994", " 62.4657488916617", "Infinity", " Infinity", " Infinity", " 1.986", " 1.125", "Infinity", " Infinity", " Infinity", " 0.99", " 0.17", "", " ", " ", " 0.0933416034268182", " 0.991115988612942", "", " ", " ", " 0.999999999996915", " 1", "6.3", "", " ", " ", " ", " 4.4", " ", " ", " ", " ", " ", " ", " 5.7", " 6.3", " 6.3", " 5.3", " 6.3", " ", " ", " ", " ", " ", " ", " ", " ", " 6.2", " 5.2", " 6.2", " 5.8", " 6.2", " ", " 6.2", " 5.0", " 5.9", " 2.7", " ", " ", " 5.5", " 4.6", " 4.0", " "
"647", "", "False", "FAHFA 18:3/16:2", "C34 H56 O4", "Not the top hit", " No results", " Full match", " Partial match", " Partial match", "-3.01", "528.41627", "527.40899", "7.304", "3847966.71969432", "1", "0", "2", "", "", "47.0", "No matches found", " No matches found", " No matches found", " Multiple matches found", " No matches found", "", "Single match found", "PreferredDDA", "", "[M-H]-1", "1668914.58235371", " 1037384.41900926", " 2870710.80243129", " 2322405.80362861", " 1355709.40606368", "31.2496608116814", " 44.7239874852434", " 38.1831432500388", " 34.7989849367528", " 39.2391040940317", "0.581", " 0.809", " 0.472", " 0.447", " 0.584", "-0.78", " -0.31", " -1.08", " -1.16", " -0.78", "0.346195532075551", " 0.939905694538817", " 0.128178140362251", " 0.154046172477324", " 0.313961911352094", "0.999999999946231", " 1", " 0.728846342220831", " 0.999999999996915", " 1", "6.0", "2.6", " ", " 4.7", " 3.5", " 4.0", " 5.3", " 3.0", " ", " ", " 2.9", " ", " 2.7", " ", " ", " 2.3", " 4.8", " 3.4", " 5.1", " 3.6", " ", " 5.3", " ", " 5.9", " ", " 3.4", " ", " 3.2", " 4.5", " 5.9", " 4.7", " 5.3", " 4.0", " ", " ", " 2.4", " ", " 6.0", " 2.2", " 2.2", " "
"1176", "", "False", "N-[3-(2,6-dimethylmorpholino)propyl]-2,3,4,5,6-pentamethylbenzenesulfonamide", "C20 H34 N2 O3 S", "No match", " Invalid mass", " No results", " No match", " No results", "19.24", "382.23637", "441.25016", "0.645", "3843238.38914879", "1", "1", "0", "84.7", "9.2", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H+HAc]-1", "", " ", " ", " 3017480.9372761", " 2718460.74097364", "", " ", " ", " ", " 26.0029960142221", "", " Infinity", " Infinity", " 0.000", " 0.901", "", " Infinity", " Infinity", " -Infinity", " -0.15", "", " ", " ", " ", " ", "", " ", " ", " ", " ", "6.0", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 5.0", " ", " ", " 5.6", " ", " ", " 6.0", " 6.0", " ", " "
