"Compounds ID", "Tags", "Checked", "Name", "Formula", "Annot. Source: Predicted Compositions", "Annot. Source: mzCloud Search", "Annot. Source: mzVault Search", "Annot. Source: ChemSpider Search", "Annot. Source: MassList Search", "Annot. DeltaMass [ppm]", "Calc. MW", "m/z", "RT [min]", "Area (Max.)", "# ChemSpider Results", "# mzCloud Results", "# mzVault Results", "mzCloud Best Match", "mzCloud Best Match Confidence", "mzVault Best Match", "mzVault Library Match: Bamba lab 34 lipid mediators library stepped NCE 10 30 45", "mzVault Library Match: Bamba lab 598 polar metabolites stepped NCE 10 30 45", "mzVault Library Match: Custom mzVault Library", "mzVault Library Match: LipidBlast-VS68-Neg", "mzVault Library Match: LipidBlast-VS68-Pos", "Class Coverage: Phosphatidylcholine Compound Class", "Mass List Match: LipidMaps Structure Database 2021-09-13", "MS2", "Neutral Losses", "Reference Ion", "Group Area: cla", "Group Area: cla/lps", "Group Area: ctrl", "Group Area: lps", "Group Area: no2-cla/lps", "Group CV [%]: cla", "Group CV [%]: cla/lps", "Group CV [%]: ctrl", "Group CV [%]: lps", "Group CV [%]: no2-cla/lps", "Ratio: (cla) / (ctrl)", "Ratio: (lps) / (ctrl)", "Ratio: (no2-cla/lps) / (ctrl)", "Ratio: (cla/lps) / (lps)", "Ratio: (no2-cla/lps) / (lps)", "Log2 Fold Change: (cla) / (ctrl)", "Log2 Fold Change: (lps) / (ctrl)", "Log2 Fold Change: (no2-cla/lps) / (ctrl)", "Log2 Fold Change: (cla/lps) / (lps)", "Log2 Fold Change: (no2-cla/lps) / (lps)", "P-value: (cla) / (ctrl)", "P-value: (lps) / (ctrl)", "P-value: (no2-cla/lps) / (ctrl)", "P-value: (cla/lps) / (lps)", "P-value: (no2-cla/lps) / (lps)", "Adj. P-value: (cla) / (ctrl)", "Adj. P-value: (lps) / (ctrl)", "Adj. P-value: (no2-cla/lps) / (ctrl)", "Adj. P-value: (cla/lps) / (lps)", "Adj. P-value: (no2-cla/lps) / (lps)", "Peak Rating (Max.)", "Peak Rating: Kidney-F-9.raw (F9)", "Peak Rating: Kidney-F-10.raw (F10)", "Peak Rating: Kidney-F-11.raw (F11)", "Peak Rating: Kidney-F-12.raw (F12)", "Peak Rating: Kidney-F-13.raw (F13)", "Peak Rating: Kidney-F-14.raw (F14)", "Peak Rating: Kidney-F-15.raw (F15)", "Peak Rating: Kidney-F-16.raw (F16)", "Peak Rating: Kidney-F-25.raw (F25)", "Peak Rating: Kidney-F-26.raw (F26)", "Peak Rating: Kidney-F-27.raw (F27)", "Peak Rating: Kidney-F-28.raw (F28)", "Peak Rating: Kidney-F-29.raw (F29)", "Peak Rating: Kidney-F-30.raw (F30)", "Peak Rating: Kidney-F-31.raw (F31)", "Peak Rating: Kidney-F-32.raw (F32)", "Peak Rating: Kidney-F-1.raw (F1)", "Peak Rating: Kidney-F-2.raw (F2)", "Peak Rating: Kidney-F-3.raw (F3)", "Peak Rating: Kidney-F-4.raw (F4)", "Peak Rating: Kidney-F-5.raw (F5)", "Peak Rating: Kidney-F-6.raw (F6)", "Peak Rating: Kidney-F-7.raw (F7)", "Peak Rating: Kidney-F-8.raw (F8)", "Peak Rating: Kidney-F-17.raw (F17)", "Peak Rating: Kidney-F-18.raw (F18)", "Peak Rating: Kidney-F-19.raw (F19)", "Peak Rating: Kidney-F-20.raw (F20)", "Peak Rating: Kidney-F-21.raw (F21)", "Peak Rating: Kidney-F-22.raw (F22)", "Peak Rating: Kidney-F-23.raw (F23)", "Peak Rating: Kidney-F-24.raw (F24)", "Peak Rating: Kidney-F-33.raw (F33)", "Peak Rating: Kidney-F-34.raw (F34)", "Peak Rating: Kidney-F-35.raw (F35)", "Peak Rating: Kidney-F-36.raw (F36)", "Peak Rating: Kidney-F-37.raw (F37)", "Peak Rating: Kidney-F-38.raw (F38)", "Peak Rating: Kidney-F-39.raw (F39)", "Peak Rating: Kidney-F-40.raw (F40)"
"35", "", "False", "trans-10-Heptadecenoic acid", "C17 H32 O2", "Full match", " Full match", " No results", " Not the top hit", " Not the top hit", "-2.45", "268.23957", "267.23230", "7.839", "30642424.78921", "51", "2", "0", "95.5", "9.8", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "5456687.1274579", " 7537437.86073684", " 6703822.52023099", " 13417898.6626884", " 11782404.2095771", "24.1027592042673", " 46.3399682936135", " 20.6956593696391", " 45.514296238668", " 34.1547798049071", "0.814", " 2.002", " 1.758", " 0.562", " 0.878", "-0.30", " 1.00", " 0.81", " -0.83", " -0.19", "0.694128251286455", " 0.00157940083123964", " 0.0195659730106933", " 0.00422977832016536", " 0.873895031058611", "0.999999999997193", " 0.00825595889057085", " 0.0865418037011434", " 0.0648566009092021", " 0.999999954496112", "6.5", "", " 6.4", " 6.2", " ", " 6.2", " 4.3", " 5.8", " 6.4", " 5.6", " 5.0", " 2.7", " 2.7", " 5.2", " 5.2", " ", " 5.2", " 4.6", " 6.4", " 6.4", " 6.4", " 6.4", " 6.2", " 6.4", " 4.1", " 6.0", " 2.8", " 5.6", " 5.6", " 5.8", " 5.2", " 5.6", " 5.6", " 3.6", " 6.5", " 3.6", " 5.7", " 6.5", " 6.1", " 5.9", " 5.7"
"30", "", "False", "PA(P-16:0/20:5(5Z,8Z,11Z,14Z,17Z))", "C39 H67 O7 P", "No match", " No results", " No results", " Full match", " Full match", "-2.49", "678.46075", "677.45348", "7.406", "29251389.5089427", "1", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Single match found", "PreferredDDA", "", "[M-H]-1", "6546166.78104049", " 12312469.970738", " 5501512.8939774", " 14359274.9734832", " 16486682.706024", "34.4649607155023", " 44.0122137361439", " 35.7865407250422", " 40.6055653212738", " 23.3038049389449", "1.190", " 2.610", " 2.997", " 0.857", " 1.148", "0.25", " 1.38", " 1.58", " -0.22", " 0.20", "0.99652252161052", " 0.000250243382823534", " 3.58978181687064E-05", " 0.794451804610293", " 0.99888616305887", "0.999999999997193", " 0.00191853260164709", " 0.000294874934957231", " 0.999999987372115", " 0.999999954496112", "6.6", "2.0", " 5.9", " 3.6", " ", " 2.9", " 4.9", " 2.5", " 1.3", " 2.8", " 4.5", " 1.4", " 5.2", " 2.2", " 2.3", " 2.0", " 3.0", " 3.4", " 3.2", " 3.4", " 2.2", " 2.2", " 2.6", " 3.2", " 2.5", " ", " 2.4", " 3.3", " 2.2", " 2.2", " 2.2", " 5.6", " ", " 3.6", " 6.2", " 6.6", " 3.2", " 3.2", " 6.2", " 1.5", " 1.7"
"44", "", "False", "(±)17-HDoHE", "C22 H32 O3", "Full match", " No results", " Full match", " Partial match", " Partial match", "-2.21", "344.23438", "343.22711", "6.010", "28560313.7780602", "34", "0", "1", "", "", "27.7", "Single match found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "11177689.150419", " 5696144.00908832", " ", " 10740750.1635115", " 4632151.52541288", "38.2779209671163", " 17.3252991597863", " ", " 67.0678016431103", " 30.2313738742703", "Infinity", " Infinity", " Infinity", " 0.530", " 0.431", "Infinity", " Infinity", " Infinity", " -0.92", " -1.21", "", " ", " ", " 0.172070030088264", " 0.0647968715436578", "", " ", " ", " 0.791522138406014", " 0.999999954496112", "6.2", "6.1", " ", " 4.3", " ", " 5.7", " ", " 5.0", " 5.7", " 2.0", " 5.5", " 4.2", " ", " 5.2", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.9", " 2.2", " ", " ", " 6.2", " 5.1", " 3.3", " 0.8", " ", " ", " 4.3", " ", " 4.9", " ", " 4.5", " "
"32", "", "False", "7-oxo-11E-Tetradecenoic acid", "C14 H24 O3", "Full match", " No results", " No results", " Not the top hit", " Full match", "-3.50", "240.17170", "239.16443", "4.945", "28218968.4729077", "5", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "", " 6752668.96681338", " 3939215.9743662", " 7195832.28616806", " 7958849.20042822", "", " 34.8162250965971", " 9.24311105206213", " 77.8739474163061", " 61.4476802569543", "0.000", " 1.827", " 2.020", " 0.938", " 1.106", "-Infinity", " 0.87", " 1.01", " -0.09", " 0.15", "", " 0.365032056299269", " 0.424926024419287", " 0.980112139172638", " 0.997800831284886", "", " 0.721702447163241", " 0.830800047270116", " 0.999999987372115", " 0.999999954496112", "6.3", "", " ", " ", " ", " ", " ", " ", " ", " 5.0", " 6.3", " 4.5", " 4.4", " ", " ", " ", " ", " ", " 3.5", " ", " 6.3", " ", " ", " ", " ", " 4.5", " 5.5", " 4.8", " 4.2", " 3.3", " 3.6", " 5.0", " 4.6", " 3.6", " 5.6", " 3.8", " 4.2", " 6.0", " 5.6", " 4.9", " 5.0"
"37", "", "False", "Stearic acid", "C18 H36 O2", "Full match", " Full match", " No results", " Full match", " Full match", "-2.29", "284.27088", "283.26360", "8.710", "27760459.9348102", "27", "2", "0", "96.8", "9.8", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "14360049.6596365", " 17734248.8975905", " 13326414.7094665", " 20277154.9046666", " 23451271.6908426", "15.1331563479593", " 14.2798677110557", " 21.769454804797", " 20.3335174155161", " 12.0223975128781", "1.078", " 1.522", " 1.760", " 0.875", " 1.157", "0.11", " 0.61", " 0.82", " -0.19", " 0.21", "0.999966686772942", " 0.00168492158198252", " 1.95707698187331E-05", " 0.747264915745592", " 0.564994979459639", "0.999999999997193", " 0.00842460790991262", " 0.000220669859830148", " 0.999999987372115", " 0.999999954496112", "7.9", "5.0", " 7.1", " 7.1", " 6.7", " 7.1", " 7.1", " 7.1", " 7.1", " 6.3", " 7.6", " 7.6", " 7.6", " 7.6", " 6.1", " 7.6", " 7.6", " 6.2", " 5.1", " 6.6", " 6.6", " 6.6", " 6.2", " 5.1", " 6.2", " 6.2", " 6.8", " 6.8", " 5.1", " 6.2", " 6.6", " 5.1", " 5.1", " 7.9", " 6.1", " 6.1", " 6.7", " 7.9", " 7.9", " 6.1", " 6.3"
"38", "", "False", "2,5-di-tert-Butylhydroquinone", "C14 H22 O2", "Full match", " Full match", " No results", " Partial match", " Partial match", "-4.56", "222.16097", "221.15369", "5.641", "27729886.7492139", "10", "1", "0", "92.3", "9.6", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "CO2", "[M-H]-1", "", " 9281792.37326695", " ", " 15969978.6472228", " 10713029.3811958", "", " 44.3120951561474", " ", " 31.9887863777756", " 53.54395075693", "", " Infinity", " Infinity", " 0.581", " 0.671", "", " Infinity", " Infinity", " -0.78", " -0.58", "", " ", " ", " 0.106125978212846", " 0.754241342904829", "", " ", " ", " 0.599140020792135", " 0.999999954496112", "6.9", "", " ", " ", " ", " ", " ", " ", " ", " 5.2", " 4.2", " 5.0", " 4.2", " 4.8", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 5.7", " 6.3", " 6.1", " 6.9", " 5.5", " 6.1", " 6.9", " 6.1", " 5.2", " 4.2", " 3.9", " 5.6", " 6.6", " 6.2", " 3.9", " 6.0"
"39", "", "False", "LPC 16:0", "C24 H50 N O7 P", "No match", " No results", " Invalid mass", " No match", " No match", "121170.96", "555.35240", "554.34512", "5.630", "26702397.0808957", "1", "0", "17", "", "", "85.6", "No matches found", " No matches found", " No matches found", " Multiple matches found", " No matches found", "", "Single match found", "PreferredDDA", "", "[M-H]-1", "6184066.42200781", " 5303098.09800446", " 13330108.6463249", " 6756579.64128487", " 7902249.247959", "59.8547228978435", " 29.7921391555731", " 40.391826016926", " 38.9225672708555", " 28.2191353441584", "0.464", " 0.507", " 0.593", " 0.785", " 1.170", "-1.11", " -0.98", " -0.75", " -0.35", " 0.23", "0.0107766572249872", " 0.0179346936488574", " 0.0775436501637737", " 0.601444719323355", " 0.970996025116075", "0.288778209140228", " 0.0579402539214346", " 0.222937994220849", " 0.999999987372115", " 0.999999954496112", "6.2", "4.5", " 5.2", " 6.0", " 4.6", " ", " 4.8", " 4.2", " 5.4", " 6.0", " 6.2", " 5.8", " 5.3", " 4.6", " 5.8", " 6.2", " 5.6", " 5.6", " 5.8", " 4.8", " 4.5", " 5.4", " 6.0", " 4.5", " 4.5", " 5.5", " 5.0", " 5.9", " 2.4", " 5.3", " 5.5", " 4.4", " 2.9", " 5.4", " 5.3", " 6.2", " 5.6", " 4.1", " 5.5", " 5.8", " 6.0"
"236", "", "False", "", "C2 H5 N8 O P3", "Full match", " No results", " No results", " No results", " No results", "-0.49", "249.97979", "248.97252", "9.416", "25675205.8693513", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "18936345.3046291", " 12688160.5874682", " 15060339.3219832", " 18701638.3578437", " 22508639.4122403", "2.32548056435593", " 31.4472810190403", " 39.2313010557393", " 13.8118742778134", " 26.1644846738074", "1.257", " 1.242", " 1.495", " 0.678", " 1.204", "0.33", " 0.31", " 0.58", " -0.56", " 0.27", "0.858539389986119", " 0.70305674248335", " 0.556767311855822", " 0.667458244895923", " 0.998191008583579", "0.999999999997193", " 0.999999954286235", " 0.999999999407085", " 0.999999987372115", " 0.999999954496112", "5.6", "", " ", " 5.6", " 5.6", " ", " ", " ", " ", " 3.1", " 3.1", " 3.1", " ", " 3.3", " 2.7", " 2.7", " 2.7", " ", " ", " 1.9", " 3.1", " ", " ", " ", " ", " ", " 4.2", " 4.4", " 4.6", " 4.2", " ", " 4.6", " 4.6", " 3.2", " 3.2", " 3.2", " 3.4", " 3.4", " 3.2", " 3.8", " 3.8"
"59", "", "False", "Cer 10:1;2O/3:0", "C13 H25 N O3", "Full match", " No results", " Full match", " No results", " No results", "-3.35", "243.18263", "242.17535", "2.993", "25454814.3390875", "0", "0", "2", "", "", "2.6", "No matches found", " No matches found", " No matches found", " Multiple matches found", " No matches found", "", "No matches found", "PreferredDDA", "CO2", "[M-H]-1", "19492935.7986513", " 19297678.8307412", " 20230730.2052957", " 19760085.6428146", " 20081325.9978585", "3.2109618132868", " 3.08012377122177", " 3.76656132681166", " 5.14542075860768", " 9.54173075672993", "0.964", " 0.977", " 0.993", " 0.977", " 1.016", "-0.05", " -0.03", " -0.01", " -0.03", " 0.02", "0.502276913180665", " 0.893075555314389", " 0.963103584365593", " 0.986877247458905", " 0.527480621511333", "0.999999999997193", " 0.999999954286235", " 0.999999999407085", " 0.999999987372115", " 0.999999954496112", "8.6", "7.1", " 8.3", " 7.9", " 7.1", " 7.5", " 7.9", " 7.9", " 7.1", " 8.3", " 7.1", " 7.5", " 7.1", " 8.6", " 5.6", " 7.5", " 7.9", " 7.5", " 8.3", " 7.5", " 7.5", " 7.5", " 8.3", " 7.1", " 6.7", " 7.8", " 6.6", " 7.0", " 7.0", " 7.4", " 7.0", " 7.4", " 8.0", " 7.0", " 7.4", " 7.0", " 7.0", " 7.8", " 7.4", " 7.4", " 7.2"
"50", "", "False", "diginatigenin", "C23 H34 O6", "Full match", " No results", " No results", " Full match", " Full match", "-2.27", "406.23461", "405.22734", "3.177", "24928335.0233413", "4", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "5561260.50483802", " 12008490.4011359", " 6151477.86572211", " 10370624.2416156", " 13448002.2692449", "35.596923380621", " 56.0267159458295", " 27.7668249073478", " 31.1250975686113", " 27.8690607997711", "0.904", " 1.686", " 2.186", " 1.158", " 1.297", "-0.15", " 0.75", " 1.13", " 0.21", " 0.37", "0.999670008826489", " 0.313092552137302", " 0.100825597948624", " 0.999933110415838", " 0.908771625174295", "0.999999999997193", " 0.631677956066487", " 0.269649854978879", " 0.999999987372115", " 0.999999954496112", "7.0", "", " 5.7", " ", " ", " 5.3", " 5.9", " ", " 5.5", " 5.5", " 6.0", " 4.5", " 4.8", " 5.0", " 5.4", " 3.3", " 5.4", " ", " 5.8", " ", " ", " ", " ", " 6.0", " 5.6", " 5.7", " 4.6", " 5.5", " 6.1", " 5.9", " 3.6", " 4.0", " 6.1", " 7.0", " 5.5", " 6.4", " 4.7", " 6.6", " 7.0", " 4.9", " 6.6"
"41", "", "False", "LPC 20:4", "C28 H50 N O7 P", "No match", " No results", " Invalid mass", " No results", " No results", "110466.04", "603.35228", "602.34500", "5.225", "23429573.5005073", "0", "0", "5", "", "", "53.0", "No matches found", " No matches found", " No matches found", " Multiple matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "6879600.30967852", " 4971635.00299174", " 9480830.4995462", " 6902372.82041706", " 6960369.96224723", "48.4504977903589", " 16.9904541588805", " 44.8215259335966", " 54.3406291210267", " 39.9825702795968", "0.726", " 0.728", " 0.734", " 0.720", " 1.008", "-0.46", " -0.46", " -0.45", " -0.47", " 0.01", "0.0407103446505134", " 0.270833277757287", " 0.12318574736189", " 0.414819372265515", " 0.992647849803633", "0.451884825620698", " 0.57677457300163", " 0.301411935034413", " 0.999999987372115", " 0.999999954496112", "6.7", "", " 5.0", " 4.2", " 3.9", " 4.2", " 3.6", " 4.2", " 5.2", " 5.2", " 6.3", " 6.3", " 5.4", " 5.2", " 6.7", " ", " 6.3", " 6.2", " 6.0", " 5.0", " 3.5", " 3.9", " 4.8", " 4.2", " 3.5", " 3.0", " 5.4", " 4.0", " 3.3", " 3.9", " 4.6", " 5.8", " 1.7", " 4.1", " 4.4", " 5.1", " 5.1", " 4.4", " 5.4", " 4.3", " 4.5"
"125", "", "False", "tramazoline", "C13 H17 N3", "Full match", " No results", " No results", " Full match", " No results", "-4.75", "215.14122", "214.13395", "4.040", "23414471.3484074", "1", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "20960953.6004906", " 21013459.6873727", " 21414827.9873984", " 19770936.4910467", " 20898801.4378442", "5.90672334519524", " 5.91349680410564", " 6.55153729934734", " 5.29092489715975", " 5.72490238242322", "0.979", " 0.923", " 0.976", " 1.063", " 1.057", "-0.03", " -0.12", " -0.04", " 0.09", " 0.08", "0.973301170329995", " 0.370264733762011", " 0.818491036316109", " 0.442606008767083", " 0.939855239337606", "0.999999999997193", " 0.721702447163241", " 0.999999999407085", " 0.999999987372115", " 0.999999954496112", "7.4", "5.5", " 5.5", " 6.6", " 7.0", " 6.6", " 6.8", " 6.2", " 5.5", " 6.5", " 6.2", " 5.7", " 6.2", " 6.6", " 6.2", " 6.5", " 5.5", " 6.8", " 5.9", " 5.1", " 4.7", " 5.9", " 6.2", " 6.5", " 5.1", " 6.5", " 5.1", " 5.9", " 7.4", " 5.9", " 5.5", " 6.2", " 5.9", " 6.2", " 6.2", " 5.1", " 5.9", " 5.1", " 6.2", " 7.0", " 6.2"
"40", "", "False", "Zooxanthellactone", "C22 H30 O2", "Full match", " No results", " No results", " Not the top hit", " Full match", "-2.23", "326.22385", "325.21658", "7.039", "20124170.4658677", "4", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "CO2", "[M-H]-1", "4618261.25329158", " 6686727.25966894", " 3505384.20418247", " 6977760.93695177", " 6581401.55998308", "34.1182253772066", " 65.066762808341", " 21.490990377799", " 48.7475046877138", " 30.0120702923795", "1.317", " 1.991", " 1.878", " 0.958", " 0.943", "0.40", " 0.99", " 0.91", " -0.06", " -0.08", "0.761890175748365", " 0.00432043016653705", " 0.0636833373115319", " 0.974897979596884", " 0.797363619918157", "0.999999999997193", " 0.0191095949673754", " 0.191748741008265", " 0.999999987372115", " 0.999999954496112", "6.0", "4.7", " 5.9", " 4.1", " ", " 6.0", " 5.1", " 3.4", " 4.0", " 5.6", " 5.4", " 5.2", " 5.2", " 4.6", " 4.5", " 3.8", " 5.0", " ", " 3.5", " 5.2", " 3.3", " 5.9", " 5.9", " 3.9", " 3.7", " 4.8", " 4.8", " 2.7", " 5.2", " 4.4", " 4.6", " 3.1", " 5.2", " 5.5", " 3.0", " 5.3", " 3.2", " 5.9", " 5.1", " 5.7", " 5.9"
"61", "", "False", "", "C19 H39 O2 P S", "Full match", " No results", " No results", " No results", " No results", "4.54", "362.24248", "361.23521", "7.685", "19857315.4757298", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "14106412.2264384", " 13574265.9315088", " 15648475.2907572", " 14060208.6869602", " 14563199.4691861", "23.3956706446894", " 13.9809713672978", " 19.532659289486", " 37.6319320772923", " 15.0419168544354", "0.901", " 0.899", " 0.931", " 0.965", " 1.036", "-0.15", " -0.15", " -0.10", " -0.05", " 0.05", "0.629468533482993", " 0.192002410987883", " 0.991677604723998", " 0.842347792431635", " 0.395813944464498", "0.999999999997193", " 0.469793133268223", " 0.999999999407085", " 0.999999987372115", " 0.999999954496112", "6.0", "2.8", " 2.4", " 5.3", " 5.1", " 3.2", " 3.2", " 2.4", " 1.7", " 2.5", " 2.7", " 3.1", " 2.7", " 3.8", " 3.5", " 3.5", " 3.8", " 2.6", " 3.3", " 3.3", " 2.6", " 2.2", " 2.2", " 6.0", " 3.0", " 2.7", " 1.2", " 1.7", " 5.1", " 3.2", " 1.6", " 1.2", " 1.2", " 2.6", " 4.1", " 3.3", " 2.2", " 4.5", " 3.7", " 4.5", " 2.2"
"45", "", "False", "", "C32 H72 N6 O4 S", "Full match", " No results", " No results", " No results", " No results", "-2.85", "636.53176", "635.52449", "7.651", "19393352.6631766", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "2258005.0129261", " 6785749.72909422", " 4202945.58263143", " 11800843.8930022", " 9190096.51047755", "46.0210874305891", " 58.0240037197424", " 43.2937196157833", " 39.8412670229485", " 42.1451698271199", "0.537", " 2.808", " 2.187", " 0.575", " 0.779", "-0.90", " 1.49", " 1.13", " -0.80", " -0.36", "0.867573430561747", " 0.00776204477388576", " 0.0170218385791727", " 0.552087294347824", " 0.99883998261748", "0.999999999997193", " 0.0307805223792021", " 0.0783004574641945", " 0.999999987372115", " 0.999999954496112", "5.7", "", " 2.7", " ", " ", " 2.3", " 0.8", " 2.7", " 2.5", " 1.8", " 2.7", " ", " 4.6", " 1.1", " ", " ", " ", " 1.5", " ", " 3.3", " 4.2", " 1.0", " ", " ", " 1.2", " 5.7", " 1.6", " 1.3", " 3.5", " 2.2", " 3.2", " 2.7", " 3.5", " 0.8", " 2.6", " 2.0", " 2.6", " 2.0", " 4.8", " 3.3", " "
"52", "", "False", "14-hydroxy-12-tetradecenoic acid", "C14 H26 O3", "Full match", " No results", " No results", " Not the top hit", " Full match", "-3.56", "242.18733", "241.18005", "5.483", "19319118.5838419", "12", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "", " 5464315.92309493", " ", " 5816402.34584228", " 7830414.05398903", "", " 27.8758833134167", " ", " 84.0594118022635", " 35.4452947833733", "", " Infinity", " Infinity", " 0.939", " 1.346", "", " Infinity", " Infinity", " -0.09", " 0.43", "", " ", " ", " 0.816838060134661", " 0.991586095242966", "", " ", " ", " 0.999999987372115", " 0.999999954496112", "6.4", "", " ", " ", " ", " ", " ", " ", " ", " 5.3", " 5.8", " 4.3", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 4.2", " 6.4", " ", " 3.3", " ", " ", " ", " 4.4", " ", " 4.4", " ", " 4.5", " 5.4", " 5.5", " ", " "
"64", "", "False", "", "C16 H26 N6 O2", "Full match", " No results", " No results", " No results", " No results", "-1.49", "334.21123", "333.20395", "6.937", "18585113.3434652", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "4068553.74201935", " 9031081.95675287", " 2460194.6371692", " 11641030.7896481", " 10412957.7666583", "", " 48.2997025179666", " ", " 25.6839692435496", " 21.9697114781159", "1.654", " 4.732", " 4.233", " 0.776", " 0.895", "0.73", " 2.24", " 2.08", " -0.37", " -0.16", "", " ", " ", " 0.391879537804769", " 0.942737797718104", "", " ", " ", " 0.999999987372115", " 0.999999954496112", "7.1", "", " ", " ", " ", " ", " ", " ", " 1.0", " 2.2", " 1.8", " 3.3", " 2.0", " 4.6", " 2.5", " ", " 4.0", " ", " 4.5", " ", " ", " ", " ", " ", " ", " 5.9", " 2.4", " 5.5", " 2.6", " 7.1", " 5.5", " 4.0", " 2.4", " 5.5", " 6.4", " 5.6", " 4.9", " 6.2", " 4.3", " 6.0", " 6.6"
"54", "", "False", "", "C18 H28 N6 O2", "Full match", " No results", " No results", " No results", " No results", "-1.29", "360.22691", "359.21963", "7.175", "18556538.1127584", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "6388922.9045756", " 7385394.22387818", " 9550323.27594615", " 14132766.095583", " 14289727.8754852", "24.8836958404902", " 37.590093629521", " 14.0606694614826", " 19.1566435065299", " 15.9012669539751", "0.669", " 1.480", " 1.496", " 0.523", " 1.011", "-0.58", " 0.57", " 0.58", " -0.94", " 0.02", "0.00432112399240991", " 0.0274687221702518", " 0.0574620327120586", " 1.11617663325347E-05", " 0.997812291188891", "0.159881587719167", " 0.084627741607515", " 0.183559271163521", " 0.000770161876944897", " 0.999999954496112", "7.2", "5.4", " 3.4", " 3.0", " 3.9", " 6.0", " 3.5", " 5.6", " 5.6", " 2.7", " 2.9", " 2.5", " 2.5", " 4.9", " 5.1", " ", " 4.1", " 4.4", " 6.9", " 7.0", " 6.6", " 4.7", " 4.7", " 7.2", " 5.0", " 6.7", " 3.7", " 7.1", " 6.4", " 3.9", " 6.0", " 4.8", " 2.2", " 5.2", " 7.1", " 3.5", " 3.7", " 3.0", " 2.2", " 6.0", " 4.1"
"62", "", "False", "2-(Methylsulfonyl)-3-(pyrazin-2-ylamino)acrylonitrile", "C8 H8 N4 O2 S", "No match", " Invalid mass", " No results", " No results", " No results", "-9.43", "224.03468", "223.02741", "3.851", "18338541.5434753", "0", "2", "0", "94.6", "9.7", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "10194857.9253367", " 10214499.2930521", " 9292310.40768549", " 9264133.16556911", " 9855501.28568434", "13.1231827199362", " 22.646518131974", " 19.415700936468", " 32.0105310414928", " 20.3513828820609", "1.097", " 0.997", " 1.061", " 1.103", " 1.064", "0.13", " 0.00", " 0.08", " 0.14", " 0.09", "0.864838892965728", " 0.809284784548141", " 0.924376512690909", " 0.949078312705253", " 0.998424806259264", "0.999999999997193", " 0.999999954286235", " 0.999999999407085", " 0.999999987372115", " 0.999999954496112", "8.0", "8.0", " 7.2", " 7.0", " 6.9", " 6.3", " 7.0", " 7.8", " ", " 5.9", " 5.6", " 6.2", " 5.3", " 5.6", " 6.0", " 5.9", " 6.2", " 7.3", " 6.5", " 6.1", " 6.5", " 5.8", " ", " 5.6", " 6.7", " 5.1", " 5.7", " 5.7", " 5.1", " 5.5", " 5.9", " 4.7", " 4.4", " 5.6", " 5.3", " 6.4", " 5.9", " 6.2", " 6.0", " 5.9", " 6.2"
