"Compounds ID", "Tags", "Checked", "Name", "Formula", "Annot. Source: Predicted Compositions", "Annot. Source: mzCloud Search", "Annot. Source: mzVault Search", "Annot. Source: ChemSpider Search", "Annot. Source: MassList Search", "Annot. DeltaMass [ppm]", "Calc. MW", "m/z", "RT [min]", "Area (Max.)", "# ChemSpider Results", "# mzCloud Results", "# mzVault Results", "mzCloud Best Match", "mzCloud Best Match Confidence", "mzVault Best Match", "mzVault Library Match: LipidBlast-VS68-Neg", "mzVault Library Match: LipidBlast-VS68-Pos", "Class Coverage: Phosphatidylcholine Compound Class", "Mass List Match: LipidMaps Structure Database 2023-01-11", "Mass List Match: HMDB Serum metabolites (v5. 40600 cpds)", "MS2", "Neutral Losses", "Reference Ion", "Group Area: cla", "Group Area: cla_lps", "Group Area: ctrl", "Group Area: lps", "Group Area: no2-cla_lps", "Group CV [%]: cla", "Group CV [%]: cla_lps", "Group CV [%]: ctrl", "Group CV [%]: lps", "Group CV [%]: no2-cla_lps", "Ratio: (cla) / (ctrl)", "Ratio: (lps) / (ctrl)", "Ratio: (no2-cla_lps) / (ctrl)", "Ratio: (cla_lps) / (lps)", "Ratio: (no2-cla_lps) / (lps)", "Log2 Fold Change: (cla) / (ctrl)", "Log2 Fold Change: (lps) / (ctrl)", "Log2 Fold Change: (no2-cla_lps) / (ctrl)", "Log2 Fold Change: (cla_lps) / (lps)", "Log2 Fold Change: (no2-cla_lps) / (lps)", "P-value: (cla) / (ctrl)", "P-value: (lps) / (ctrl)", "P-value: (no2-cla_lps) / (ctrl)", "P-value: (cla_lps) / (lps)", "P-value: (no2-cla_lps) / (lps)", "Adj. P-value: (cla) / (ctrl)", "Adj. P-value: (lps) / (ctrl)", "Adj. P-value: (no2-cla_lps) / (ctrl)", "Adj. P-value: (cla_lps) / (lps)", "Adj. P-value: (no2-cla_lps) / (lps)", "Peak Rating (Max.)", "Peak Rating: Kidney-H-9.raw (F9)", "Peak Rating: Kidney-H-10.raw (F10)", "Peak Rating: Kidney-H-11.raw (F11)", "Peak Rating: Kidney-H-12.raw (F12)", "Peak Rating: Kidney-H-13.raw (F13)", "Peak Rating: Kidney-H-14.raw (F14)", "Peak Rating: Kidney-H-15.raw (F15)", "Peak Rating: Kidney-H-16.raw (F16)", "Peak Rating: Kidney-H-25.raw (F25)", "Peak Rating: Kidney-H-26.raw (F26)", "Peak Rating: Kidney-H-27.raw (F27)", "Peak Rating: Kidney-H-28.raw (F28)", "Peak Rating: Kidney-H-29.raw (F29)", "Peak Rating: Kidney-H-30.raw (F30)", "Peak Rating: Kidney-H-31.raw (F31)", "Peak Rating: Kidney-H-32.raw (F32)", "Peak Rating: Kidney-H-1.raw (F1)", "Peak Rating: Kidney-H-2.raw (F2)", "Peak Rating: Kidney-H-3.raw (F3)", "Peak Rating: Kidney-H-4.raw (F4)", "Peak Rating: Kidney-H-5.raw (F5)", "Peak Rating: Kidney-H-6.raw (F6)", "Peak Rating: Kidney-H-7.raw (F7)", "Peak Rating: Kidney-H-8.raw (F8)", "Peak Rating: Kidney-H-17.raw (F17)", "Peak Rating: Kidney-H-18.raw (F18)", "Peak Rating: Kidney-H-19.raw (F19)", "Peak Rating: Kidney-H-20.raw (F20)", "Peak Rating: Kidney-H-21.raw (F21)", "Peak Rating: Kidney-H-22.raw (F22)", "Peak Rating: Kidney-H-23.raw (F23)", "Peak Rating: Kidney-H-24.raw (F24)", "Peak Rating: Kidney-H-33.raw (F33)", "Peak Rating: Kidney-H-34.raw (F34)", "Peak Rating: Kidney-H-35.raw (F35)", "Peak Rating: Kidney-H-36.raw (F36)", "Peak Rating: Kidney-H-37.raw (F37)", "Peak Rating: Kidney-H-38.raw (F38)", "Peak Rating: Kidney-H-39.raw (F39)", "Peak Rating: Kidney-H-40.raw (F40)"
"7751", "", "False", "", "C2 H3 N3 O3 S4", "Full match", " No results", " No results", " No results", " No results", "1.46", "244.90608", "243.89880", "4.957", "435258.942524935", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "100931.437698727", " 86159.7625913312", " 205686.810586173", " 91066.2836699755", " 88736.2878005406", "52.786749331121", " 22.3704886929796", " 62.3008574385947", " 27.5355655859878", " 8.7031711231313", "0.491", " 0.443", " 0.431", " 0.946", " 0.974", "-1.03", " -1.18", " -1.21", " -0.08", " -0.04", "0.25251564992577", " 0.0210003983086061", " 0.0131832878164603", " 0.999995192551334", " 0.999740437576229", "1", " 0.255908517245036", " 0.0848131145269554", " 1", " 1", "3.0", "", " 0.8", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.0", " ", " ", " ", " ", " 1.7", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"5402", "", "False", "", "C7 H10 Br O4 P3 S", "Full match", " No results", " No results", " No results", " No results", "3.99", "361.87105", "360.86377", "0.512", "435240.212419166", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "178811.221415411", " 92470.1550118064", " 137325.50198775", " 133656.897109461", " 89082.1484168417", "52.8483997252245", " 88.4088966848861", " 82.5095523879002", " 78.5351025963727", " 90.169252341806", "1.302", " 0.973", " 0.649", " 0.692", " 0.666", "0.38", " -0.04", " -0.62", " -0.53", " -0.59", "0.8147876658107", " 0.90104337707624", " 0.999999201702998", " 0.987494168667005", " 0.915931847913432", "1", " 1", " 1", " 1", " 1", "6.0", "", " ", " ", " ", " ", " 4.2", " 3.5", " ", " 6.0", " ", " ", " ", " 5.8", " 5.2", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.6", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 6.0"
"4291", "", "False", "", "C9 H12 O3 P2", "Full match", " No results", " No results", " No results", " No results", "-3.99", "230.02525", "229.01801", "10.939", "434991.892214871", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "220705.22103333", " 125711.495101859", " 330973.930300309", " 201469.077852438", " 216653.143154468", "56.2133656712133", " 43.3666370209569", " 26.5342362073144", " 26.7251290578792", " 24.3164497142492", "0.667", " 0.609", " 0.655", " 0.624", " 1.075", "-0.58", " -0.72", " -0.61", " -0.68", " 0.10", "0.126979254556282", " 0.330400401833124", " 0.445793460608345", " 0.153685274695846", " 0.999551594876311", "0.771753627862505", " 1", " 1", " 1", " 1", "6.6", "2.2", " ", " ", " ", " 6.4", " 2.3", " 5.4", " 1.8", " 2.7", " 4.0", " ", " 1.6", " 0.8", " 2.5", " ", " ", " 5.3", " 2.2", " 3.2", " 3.2", " 2.2", " 5.5", " 2.6", " 4.3", " ", " ", " 2.2", " 5.3", " 3.7", " 1.5", " 4.5", " 4.9", " 3.7", " ", " 1.8", " 6.6", " ", " 1.5", " 4.5", " "
"5344", "", "False", "2-chloro-palmitic acid", "C16 H31 Cl O2", "No results", " No results", " No results", " No match", " Full match", "-2.64", "290.20049", "289.19321", "8.423", "434361.445488446", "2", "0", "0", "", "", "", "No matches found", " No matches found", "", "Single match found", " Multiple matches found", "PreferredDDA", "", "[M-H]-1", "110095.786088968", " 159951.049533402", " 83113.838548631", " 162779.161617672", " 168521.381333295", "82.7616101181906", " 55.5659715548199", " 68.8566543131083", " 42.1939215693223", " 43.1858214996002", "1.325", " 1.959", " 2.028", " 0.983", " 1.035", "0.41", " 0.97", " 1.02", " -0.03", " 0.05", "0.815318390137742", " 0.685142438398904", " 0.454535533672071", " 0.99294443953624", " 0.995620985615634", "1", " 1", " 1", " 1", " 1", "6.1", "6.0", " ", " 3.6", " 4.8", " 4.8", " 3.9", " 5.2", " 5.4", " ", " 5.2", " 5.2", " 5.8", " 5.4", " 3.3", " 4.6", " 5.4", " 5.0", " 5.2", " 4.4", " ", " ", " 5.8", " 5.5", " ", " 5.4", " ", " 4.8", " 3.5", " 4.6", " 5.8", " 6.1", " 6.1", " 5.4", " 5.4", " 5.8", " 4.6", " 2.9", " 4.8", " 5.0", " 4.4"
"5585", "", "False", "", "C23 H49 O2 P3", "Invalid mass", " No results", " No results", " No match", " No results", "5.36", "450.29695", "449.28931", "4.636", "433935.893981983", "1", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "106931.941011354", " 93671.0544342836", " 73021.6837625582", " 94448.3233601699", " 92651.0121224606", "13.5151146408378", " 15.6268095752339", " 112.126655237672", " 11.2970144507136", " 16.8872741605158", "1.464", " 1.293", " 1.269", " 0.992", " 0.981", "0.55", " 0.37", " 0.34", " -0.01", " -0.03", "0.790132657894532", " 0.995742792929285", " 0.937487199360316", " 0.999099883045483", " 0.994439026020396", "1", " 1", " 1", " 1", " 1", "3.7", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.7", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"7676", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "312.15621", "293.13831", "3.995", "433919.334394982", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H-H2O]-1", "58487.0282068719", " 52227.983832596", " 49334.7728042794", " 58149.2651847561", " 50275.481397786", "59.3966284800287", " 38.7760560456295", " 67.3175939638073", " 119.338426187705", " 10.8034006157579", "1.186", " 1.179", " 1.019", " 0.898", " 0.865", "0.25", " 0.24", " 0.03", " -0.15", " -0.21", "0.751584661300923", " 0.578564044965112", " 0.9988505931139", " 0.77573880479914", " 0.41747090938916", "1", " 1", " 1", " 1", " 1", "4.8", "", " ", " ", " ", " ", " ", " 3.3", " ", " 2.2", " ", " ", " ", " ", " 2.2", " ", " ", " ", " ", " ", " ", " ", " ", " 3.3", " 3.1", " ", " ", " 3.0", " ", " ", " ", " 1.7", " 4.8", " ", " ", " ", " ", " ", " ", " ", " "
"4601", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "646.16251", "645.15524", "10.947", "433812.78818262", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "178119.615017585", " 60610.6643355744", " 55868.2410131614", " 62283.293896468", " 63837.1936869733", "62.7104158896736", " 8.19729159915086", " 19.0707215547717", " 13.5702791410849", " 9.3560910157449", "3.188", " 1.115", " 1.143", " 0.973", " 1.025", "1.67", " 0.16", " 0.19", " -0.04", " 0.04", "4.19883379065844E-07", " 0.976404252255649", " 0.880434064655948", " 0.998921779419381", " 0.99655646352952", "3.62593521864456E-05", " 1", " 1", " 1", " 1", "3.5", "", " ", " ", " ", " 3.5", " 3.0", " 2.0", " 1.2", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 1.7", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"8764", "", "False", "", "C7 H18 N3 O7 P", "Full match", " No results", " No results", " No results", " No results", "-2.82", "287.08743", "286.08015", "9.593", "433719.560759067", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "209538.992029442", " 279750.409804323", " 259420.030679824", " 187975.772408209", " 243200.570435255", "29.8681021458818", " 22.8229125435832", " 31.1325416831259", " 15.738946488328", " 21.4335954235103", "0.808", " 0.725", " 0.937", " 1.488", " 1.294", "-0.31", " -0.46", " -0.09", " 0.57", " 0.37", "0.668607520253282", " 0.137743622348569", " 0.990733595505716", " 0.141257025467923", " 0.311128609220313", "1", " 0.857294159606718", " 1", " 1", " 1", "5.4", "4.9", " 3.1", " 3.4", " 4.1", " 4.5", " 3.7", " 4.5", " 4.1", " 3.0", " 4.5", " 4.1", " 4.1", " 4.5", " 5.3", " 4.5", " 4.5", " 5.0", " 4.4", " 4.0", " 3.6", " 2.5", " 3.2", " 3.2", " 4.4", " 4.6", " 5.4", " 5.0", " 4.2", " 5.0", " 5.0", " 5.0", " 4.2", " 3.7", " 4.3", " 4.9", " 3.7", " 4.5", " 4.5", " 4.5", " 4.5"
"7317", "", "False", "", "C2 H8 Cl N6 O2 P3 S3", "Full match", " No results", " No results", " No results", " No results", "3.99", "371.87871", "370.87143", "4.884", "433568.401920205", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "139430.551181992", " 120619.943058682", " 78304.8747001069", " 107024.404359464", " 112674.181539708", "59.7809585202235", " 28.7275738698458", " 40.0025383832232", " 78.3412994068518", " 17.8246805388728", "1.781", " 1.367", " 1.439", " 1.127", " 1.053", "0.83", " 0.45", " 0.52", " 0.17", " 0.07", "0.00764351905155658", " 0.139006907320174", " 0.202980626857201", " 0.996034872163998", " 0.999629342717091", "0.105285957978573", " 0.861854159580748", " 0.651758673508946", " 1", " 1", "2.0", "", " ", " ", " ", " ", " ", " ", " ", " ", " 1.5", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 1.4", " ", " ", " ", " ", " ", " ", " ", " ", " 2.0", " ", " ", " ", " "
"4999", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "504.62642", "503.61914", "3.809", "433433.127800637", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "122763.873083134", " 43467.9214095619", " 167467.105501338", " 54310.1496860014", " 43544.9299341323", "68.7696819975495", " 16.5132316296868", " 74.0651735773584", " 133.476249924828", " 7.73611959717782", "0.733", " 0.324", " 0.260", " 0.800", " 0.802", "-0.45", " -1.62", " -1.94", " -0.32", " -0.32", "0.831923697242433", " 0.125819396223048", " 0.00439608810942549", " 0.666128469537735", " 0.646680506703218", "1", " 0.810195092253787", " 0.0364218333125003", " 1", " 1", "5.2", "4.2", " 2.7", " 1.6", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 2.0", " ", " ", " ", " 1.4", " 0.8", " 5.2", " ", " ", " ", " 3.3", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"5033", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "581.86152", "580.85425", "0.504", "432522.123929746", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "116263.825323269", " 57054.4842603921", " 126413.360791158", " 132822.205683442", " 88525.8276649544", "56.8862452790089", " 94.8414789509763", " 83.7146785845932", " 78.3555851856848", " 64.814979248297", "0.920", " 1.051", " 0.700", " 0.430", " 0.666", "-0.12", " 0.07", " -0.51", " -1.22", " -0.59", "0.979890057215543", " 0.863561694426753", " 0.999994904882569", " 0.769567040751975", " 0.832499188066856", "1", " 1", " 1", " 1", " 1", "5.2", "", " ", " ", " ", " 5.2", " ", " 5.0", " ", " 4.8", " ", " ", " ", " ", " 5.2", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"5466", "", "False", "", "C29 H39 N O7 P2", "Full match", " No results", " No results", " No results", " No results", "0.10", "575.22023", "574.21303", "3.834", "431941.263986216", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "106882.023963161", " 75196.3159292917", " 112779.874410037", " 89441.1783971888", " 74956.9659044946", "80.0794445815076", " 25.737660621654", " 56.3425678575622", " 77.2619168656887", " 53.2126463668275", "0.948", " 0.793", " 0.665", " 0.841", " 0.838", "-0.08", " -0.33", " -0.59", " -0.25", " -0.25", "0.952162134086904", " 0.999990673605765", " 0.992654975811445", " 0.879094545133002", " 0.98607331228656", "1", " 1", " 1", " 1", " 1", "3.5", "2.1", " ", " ", " ", " ", " 2.3", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 2.0", " ", " ", " 2.2", " ", " ", " ", " ", " ", " ", " 1.7", " 3.5", " ", " ", " ", " ", " ", " ", " 2.7"
"7963", "", "False", "", "C5 H13 N4 O3 P", "Full match", " No results", " No results", " No results", " No results", "-0.51", "208.07242", "207.06514", "1.783", "431811.927637074", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "224781.576058532", " 258709.500664636", " 45485.4385128147", " 52410.8503390537", " 182236.844328819", "71.9051994078066", " 47.8661072961038", " 73.3447456815714", " 55.8697056174355", " 89.764519645011", "4.942", " 1.152", " 4.006", " 4.936", " 3.477", "2.31", " 0.20", " 2.00", " 2.30", " 1.80", "0.215045086397622", " 0.998637457703628", " 0.675866805570686", " 0.189311011461356", " 0.829832176143203", "1", " 1", " 1", " 1", " 1", "4.5", "", " 3.8", " ", " 0.5", " 1.6", " 3.5", " 0.5", " 1.8", " ", " 2.0", " ", " 0.8", " 0.8", " 1.6", " 1.6", " 2.0", " 0.5", " ", " ", " 2.5", " ", " ", " ", " 3.5", " 2.1", " 4.5", " ", " ", " ", " 0.6", " 0.2", " ", " ", " ", " 1.8", " 1.4", " ", " ", " 1.2", " 1.6"
"6138", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "421.23820", "420.23093", "4.112", "431736.836282128", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "110296.251325281", " 96215.0519048998", " 76991.029085378", " 99203.5678213842", " 98195.2056202325", "30.8911388246756", " 58.8282446279967", " 33.9707449412709", " 21.8103288879658", " 79.940926746163", "1.433", " 1.289", " 1.275", " 0.970", " 0.990", "0.52", " 0.37", " 0.35", " -0.04", " -0.01", "0.52838603012527", " 0.904607626713363", " 0.138223749892438", " 0.932638641180654", " 0.550662908723299", "1", " 1", " 0.495156678905198", " 1", " 1", "3.9", "", " ", " ", " ", " ", " ", " ", " ", " ", " 3.9", " ", " 2.3", " ", " ", " ", " ", " ", " ", " 2.9", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.7", " ", " ", " 3.9", " ", " ", " ", " "
"5561", "", "False", "", "C4 H14 Cl N4 O18 P3", "Full match", " No results", " No results", " No results", " No results", "-1.07", "533.91987", "532.91260", "3.677", "431259.589521163", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "169489.417338177", " 147602.247801391", " 131915.711609782", " 149493.360286399", " 130811.146143641", "54.5228067156861", " 38.8164908875579", " 36.9506646478117", " 38.9706297005442", " 35.9766332810917", "1.285", " 1.133", " 0.992", " 0.987", " 0.875", "0.36", " 0.18", " -0.01", " -0.02", " -0.19", "0.372458533761416", " 0.809216111653543", " 0.961881754722111", " 0.999880709961577", " 0.992946025061536", "1", " 1", " 1", " 1", " 1", "5.6", "", " 5.6", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"4551", "", "False", "Neoannonin", "C34 H60 O6", "No match", " No results", " No results", " No results", " Full match", "2.79", "564.44057", "563.43329", "8.688", "430307.846741548", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "Single match found", " No matches found", "PreferredDDA", "", "[M-H]-1", "13539.9608634191", " 12704.7694450357", " 17661.1543003875", " 52492.7412640646", " 13974.4214188767", "172.861100803525", " 30.8185216623256", " 100.111350387825", " 106.958962229523", " 98.6285426831474", "0.767", " 2.972", " 0.791", " 0.242", " 0.266", "-0.38", " 1.57", " -0.34", " -2.05", " -1.91", "0.961345264456813", " 0.526359425209527", " 0.999990038178184", " 0.15256393436448", " 0.477209567687401", "1", " 1", " 1", " 1", " 1", "5.3", "2.3", " ", " 3.9", " ", " ", " ", " ", " 5.2", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 5.3", " ", " ", " ", " 1.0", " ", " ", " ", " ", " ", " ", " ", " ", " "
"5650", "", "False", "Flomoxef", "C15 H18 F2 N6 O7 S2", "No results", " No results", " No results", " Partial match", " Full match", "2.66", "496.06596", "495.05869", "5.960", "430106.081227941", "1", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " Single match found", "NoMSn", "", "[M-H]-1", "168198.220374336", " 168377.531856391", " 127569.926952665", " 121612.820100944", " 139785.517150971", "51.970750396837", " 49.0169836610063", " 51.0146007560616", " 18.8067924669056", " 22.398622560859", "1.318", " 0.953", " 1.096", " 1.385", " 1.149", "0.40", " -0.07", " 0.13", " 0.47", " 0.20", "0.559326612130812", " 0.99981918166491", " 0.947784314490621", " 0.24069635170443", " 0.895949282236756", "1", " 1", " 1", " 1", " 1", "3.5", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.5", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"6986", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "509.75038", "508.74310", "4.886", "429771.714131776", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "139286.954618979", " 120495.719141418", " 78224.23017293", " 99703.8191370009", " 112558.140793457", "60.6193108817595", " 19.3566349429163", " 34.7971849627721", " 12.0634204537176", " 43.1311760945362", "1.781", " 1.275", " 1.439", " 1.209", " 1.129", "0.83", " 0.35", " 0.52", " 0.27", " 0.17", "0.000700316029793147", " 0.386233965246118", " 0.025246578315035", " 0.658293977571256", " 0.660273598549741", "0.0154260828567899", " 1", " 0.139082617547324", " 1", " 1", "0.8", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 0.8", " ", " ", " ", " ", " ", " ", " "
"5003", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "561.39048", "560.38320", "8.563", "429203.587961681", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "23434.4866558356", " 19643.4884984865", " 25686.487109936", " 24428.0412842085", " 22854.6137217363", "13.8318987721296", " 16.4624672901615", " 146.428125126106", " 149.003323567968", " 14.7775715164288", "0.912", " 0.951", " 0.890", " 0.804", " 0.936", "-0.13", " -0.07", " -0.17", " -0.31", " -0.10", "0.808412132412554", " 0.901488551439104", " 0.818481805073123", " 0.163505325679646", " 0.307981365027897", "1", " 1", " 1", " 1", " 1", "5.4", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 5.4", " ", " ", " 4.5", " ", " ", " 2.7", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"7159", "", "False", "", "C15 H31 N3 O3 P2 S", "Full match", " No results", " No results", " No results", " No results", "3.34", "395.15745", "394.15018", "9.950", "429171.43700624", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "13914.5458734718", " 12967.6759751297", " 16651.6085463076", " 10586.6573967543", " 30961.9523990276", "14.0463585214172", " 43.0201633751942", " 10.761398822551", " 32.2815316874827", " 187.96004145733", "0.836", " 0.636", " 1.859", " 1.225", " 2.925", "-0.26", " -0.65", " 0.89", " 0.29", " 1.55", "0.970073236678887", " 0.567319663758823", " 0.110606780527581", " 0.766155793383885", " 0.00259029618758722", "1", " 1", " 0.42055863502041", " 1", " 0.114598276161186", "4.8", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 1.9", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 0.5", " ", " ", " ", " 1.5", " 4.8", " ", " 1.1", " ", " ", " ", " "
"4443", "", "False", "", "C4 H7 Br2 Cl4 N5 O5", "Full match", " No results", " No results", " No results", " No results", "1.76", "502.75769", "501.75041", "8.764", "429118.828057651", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "35960.7414071792", " 43134.023483049", " 37299.1534022919", " 40760.7619081719", " 51443.1272586483", "64.2358648042578", " 13.8058296584221", " 19.3115567854795", " 133.11769668896", " 17.0870361719533", "0.964", " 1.093", " 1.379", " 1.058", " 1.262", "-0.05", " 0.13", " 0.46", " 0.08", " 0.34", "0.983359880534174", " 0.365524128289628", " 0.843084775079042", " 0.603205087002173", " 0.922253335046638", "1", " 1", " 1", " 1", " 1", "6.4", "", " ", " ", " 4.0", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 6.4", " ", " ", " 6.0", " ", " ", " ", " ", " ", " ", " ", " "
"5294", "", "False", "", "C41 H67 N5 O2", "Full match", " No results", " No results", " No results", " No results", "-4.96", "661.52620", "660.51892", "10.917", "428890.344639535", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "106111.91357631", " 81211.2250954607", " 82913.933230854", " 97544.7367883663", " 84656.4112960363", "27.4043075786418", " 19.4024622692537", " 73.0049296098013", " 81.1241219374445", " 59.2684512940025", "1.280", " 1.176", " 1.021", " 0.833", " 0.868", "0.36", " 0.23", " 0.03", " -0.26", " -0.20", "0.985770310256178", " 0.99948379997173", " 0.852916177721657", " 0.327199116805567", " 0.740971479133806", "1", " 1", " 1", " 1", " 1", "5.4", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 5.4", " ", " 1.2", " ", " ", " 3.5", " ", " 2.0", " 3.0", " ", " 2.7", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.5", " "
"7055", "", "False", "Lupinisoflavone L", "C25 H24 O7", "No results", " No results", " No results", " Partial match", " Full match", "-3.20", "436.15081", "435.14353", "8.416", "428844.341295464", "1", "0", "0", "", "", "", "No matches found", " No matches found", "", "Multiple matches found", " No matches found", "NoMSn", "", "[M-H]-1", "44447.8558409957", " 41286.8076289316", " 45310.787461672", " 47728.7973005763", " 40888.6454374501", "121.34801911295", " 119.618051147637", " 97.1722623253315", " 96.3669074812659", " 9.10716075562729", "0.981", " 1.053", " 0.902", " 0.865", " 0.857", "-0.03", " 0.08", " -0.15", " -0.21", " -0.22", "0.996706949359403", " 0.999879946241947", " 0.496243487440525", " 0.997721277175445", " 0.407594418112342", "1", " 1", " 1", " 1", " 1", "5.4", "", " 1.4", " ", " ", " 2.3", " ", " ", " ", " 2.1", " ", " 1.4", " ", " ", " 2.3", " ", " ", " ", " 4.6", " ", " ", " 3.3", " ", " ", " 5.4", " ", " ", " ", " 1.6", " 2.7", " ", " ", " 2.3", " ", " ", " ", " ", " ", " ", " ", " "
