"Compounds ID", "Tags", "Checked", "Name", "Formula", "Annot. Source: Predicted Compositions", "Annot. Source: mzCloud Search", "Annot. Source: mzVault Search", "Annot. Source: ChemSpider Search", "Annot. Source: MassList Search", "Annot. DeltaMass [ppm]", "Calc. MW", "m/z", "RT [min]", "Area (Max.)", "# ChemSpider Results", "# mzCloud Results", "# mzVault Results", "mzCloud Best Match", "mzCloud Best Match Confidence", "mzVault Best Match", "mzVault Library Match: LipidBlast-VS68-Neg", "mzVault Library Match: LipidBlast-VS68-Pos", "Class Coverage: Phosphatidylcholine Compound Class", "Mass List Match: LipidMaps Structure Database 2023-01-11", "Mass List Match: HMDB Serum metabolites (v5. 40600 cpds)", "MS2", "Neutral Losses", "Reference Ion", "Group Area: cla", "Group Area: cla_lps", "Group Area: ctrl", "Group Area: lps", "Group Area: no2-cla_lps", "Group CV [%]: cla", "Group CV [%]: cla_lps", "Group CV [%]: ctrl", "Group CV [%]: lps", "Group CV [%]: no2-cla_lps", "Ratio: (cla) / (ctrl)", "Ratio: (lps) / (ctrl)", "Ratio: (no2-cla_lps) / (ctrl)", "Ratio: (cla_lps) / (lps)", "Ratio: (no2-cla_lps) / (lps)", "Log2 Fold Change: (cla) / (ctrl)", "Log2 Fold Change: (lps) / (ctrl)", "Log2 Fold Change: (no2-cla_lps) / (ctrl)", "Log2 Fold Change: (cla_lps) / (lps)", "Log2 Fold Change: (no2-cla_lps) / (lps)", "P-value: (cla) / (ctrl)", "P-value: (lps) / (ctrl)", "P-value: (no2-cla_lps) / (ctrl)", "P-value: (cla_lps) / (lps)", "P-value: (no2-cla_lps) / (lps)", "Adj. P-value: (cla) / (ctrl)", "Adj. P-value: (lps) / (ctrl)", "Adj. P-value: (no2-cla_lps) / (ctrl)", "Adj. P-value: (cla_lps) / (lps)", "Adj. P-value: (no2-cla_lps) / (lps)", "Peak Rating (Max.)", "Peak Rating: Kidney-H-9.raw (F9)", "Peak Rating: Kidney-H-10.raw (F10)", "Peak Rating: Kidney-H-11.raw (F11)", "Peak Rating: Kidney-H-12.raw (F12)", "Peak Rating: Kidney-H-13.raw (F13)", "Peak Rating: Kidney-H-14.raw (F14)", "Peak Rating: Kidney-H-15.raw (F15)", "Peak Rating: Kidney-H-16.raw (F16)", "Peak Rating: Kidney-H-25.raw (F25)", "Peak Rating: Kidney-H-26.raw (F26)", "Peak Rating: Kidney-H-27.raw (F27)", "Peak Rating: Kidney-H-28.raw (F28)", "Peak Rating: Kidney-H-29.raw (F29)", "Peak Rating: Kidney-H-30.raw (F30)", "Peak Rating: Kidney-H-31.raw (F31)", "Peak Rating: Kidney-H-32.raw (F32)", "Peak Rating: Kidney-H-1.raw (F1)", "Peak Rating: Kidney-H-2.raw (F2)", "Peak Rating: Kidney-H-3.raw (F3)", "Peak Rating: Kidney-H-4.raw (F4)", "Peak Rating: Kidney-H-5.raw (F5)", "Peak Rating: Kidney-H-6.raw (F6)", "Peak Rating: Kidney-H-7.raw (F7)", "Peak Rating: Kidney-H-8.raw (F8)", "Peak Rating: Kidney-H-17.raw (F17)", "Peak Rating: Kidney-H-18.raw (F18)", "Peak Rating: Kidney-H-19.raw (F19)", "Peak Rating: Kidney-H-20.raw (F20)", "Peak Rating: Kidney-H-21.raw (F21)", "Peak Rating: Kidney-H-22.raw (F22)", "Peak Rating: Kidney-H-23.raw (F23)", "Peak Rating: Kidney-H-24.raw (F24)", "Peak Rating: Kidney-H-33.raw (F33)", "Peak Rating: Kidney-H-34.raw (F34)", "Peak Rating: Kidney-H-35.raw (F35)", "Peak Rating: Kidney-H-36.raw (F36)", "Peak Rating: Kidney-H-37.raw (F37)", "Peak Rating: Kidney-H-38.raw (F38)", "Peak Rating: Kidney-H-39.raw (F39)", "Peak Rating: Kidney-H-40.raw (F40)"
"1990", "", "False", "3-methyl-tetradecanedioic acid", "C15 H28 O4", "Full match", " No results", " No results", " No results", " Full match", "-1.81", "272.19827", "271.19099", "3.495", "3377555.8977893", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "Multiple matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "530487.765889826", " 402927.972092586", " 342848.27056692", " 523445.035378644", " 706002.285639166", "119.207709979596", " 39.1041887301582", " 53.0172853911627", " 49.3262505408731", " 35.5382679819255", "1.547", " 1.527", " 2.059", " 0.770", " 1.349", "0.63", " 0.61", " 1.04", " -0.38", " 0.43", "0.415833716028052", " 0.333225129663766", " 0.0876830818814461", " 0.811282187867724", " 0.950971262981453", "1", " 1", " 0.3561197175604", " 1", " 1", "5.8", "", " ", " ", " 0.7", " 5.2", " 2.6", " 5.8", " 2.2", " 1.6", " 3.1", " 2.3", " 2.3", " ", " 1.9", " ", " 1.6", " ", " 0.7", " ", " 1.1", " ", " 3.3", " ", " 2.6", " 0.7", " 2.6", " 3.0", " ", " 0.7", " 3.3", " 2.0", " 1.8", " 1.2", " 3.5", " 1.6", " ", " 2.7", " 4.2", " ", " 2.9"
"1994", "", "False", "", "C2 H Cl O6 P2 S2", "Full match", " No results", " No results", " No results", " No results", "0.05", "281.83784", "280.83057", "6.963", "3371823.64605332", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "1740572.10325288", " 2182565.15810963", " 1556401.32683715", " 1940553.74288851", " 2182457.17224826", "35.7263760037747", " 38.4310538798764", " 49.6649995316499", " 34.3666549701962", " 19.0096874389504", "1.118", " 1.247", " 1.402", " 1.125", " 1.125", "0.16", " 0.32", " 0.49", " 0.17", " 0.17", "0.610462870737904", " 0.732726342930827", " 0.234056286253063", " 0.991782528040462", " 0.899146095903984", "1", " 1", " 0.712161819948915", " 1", " 1", "3.7", "", " 3.7", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"3584", "", "False", "Ethyl butylacetylaminopropionate", "C11 H21 N O3", "Full match", " No results", " No results", " Full match", " Full match", "-4.73", "215.15113", "214.14385", "2.235", "3369621.32160662", "1", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " Multiple matches found", "PreferredDDA", "", "[M-H]-1", "1427373.61644659", " 2112869.10082647", " 1550206.26144233", " 1078486.96974961", " 2199215.52453971", "47.4138555114005", " 40.5338078075561", " 38.6422362282352", " 44.8926951842926", " 40.3057631715379", "0.921", " 0.696", " 1.419", " 1.959", " 2.039", "-0.12", " -0.52", " 0.50", " 0.97", " 1.03", "0.995706385420172", " 0.996632235687512", " 0.725767911225107", " 0.737138857600882", " 0.510770723484226", "1", " 1", " 1", " 1", " 1", "6.5", "3.9", " 3.2", " 4.7", " 4.3", " 4.5", " 4.1", " 4.5", " ", " 5.2", " 4.8", " 3.9", " 3.9", " 4.7", " 4.5", " 5.5", " 5.5", " 6.0", " 5.6", " 5.6", " 6.5", " 5.2", " 4.6", " 5.6", " 5.7", " 5.2", " 4.8", " 5.1", " 3.3", " 5.1", " 4.5", " 3.7", " 5.1", " 5.5", " 4.8", " 5.5", " 5.5", " 4.7", " 5.8", " 5.1", " 5.1"
"6048", "", "False", "", "C2 H N O13 P2 S", "Full match", " No results", " No results", " No results", " No results", "0.10", "340.86442", "339.85714", "9.084", "3369498.10353298", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "2049407.93122101", " 1531773.19194424", " 2511788.30045007", " 1267503.90663351", " 1233324.29054108", "24.2484831064545", " 19.8581432377142", " 28.5739953185001", " 24.7949164852793", " 24.6448740806264", "0.816", " 0.505", " 0.491", " 1.208", " 0.973", "-0.29", " -0.99", " -1.03", " 0.27", " -0.04", "0.985259279296682", " 0.0135023832652614", " 0.000149711292210641", " 0.999999984284336", " 0.512956903241006", "1", " 0.1882995405362", " 0.00244464930062504", " 1", " 1", "6.2", "5.7", " 4.9", " ", " ", " 5.7", " ", " 4.6", " 5.7", " 6.2", " ", " ", " ", " 5.6", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 4.7", " ", " 3.2", " ", " "
"2580","","False","2-(3,7,11,15,19,23,27-Heptamethyloctacosa-2,6,10,14,18,22,26-heptaenyl)-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione","C44 H66 O4","No match"," No results"," No results"," Full match"," Full match","0.09","658.49617","657.48889","7.877","3368330.24950778","1","0","0","","","","No matches found"," No matches found","","Multiple matches found"," Single match found","NoMSn","","[M-H]-1","539091.426486676"," 652748.156115002"," 287867.094976994"," 886145.643791179"," 686245.771309704","117.096097220481"," 69.0431609325075"," 73.8094637141963"," 58.6248149128646"," 70.2956632104283","1.873"," 3.078"," 2.384"," 0.737"," 0.774","0.91"," 1.62"," 1.25"," -0.44"," -0.37","0.903182430423483"," 0.262440315413494"," 0.701876882381662"," 0.689827875912016"," 0.93771298269677","1"," 1"," 1"," 1"," 1","5.2","3.0"," "," 3.3"," "," 4.5"," 3.7"," "," 2.4"," "," 4.7"," 4.8"," "," 4.5"," "," "," 4.5"," "," "," "," "," "," "," 2.8"," "," 3.9"," 3.6"," "," 3.0"," "," "," "," 2.8"," "," 5.2"," "," "," 3.2"," 4.8"," "," "
"1731", "", "False", "3-cis-Hydroxyglipizide", "C21 H27 N5 O5 S", "No results", " No results", " No results", " No results", " Full match", "-1.67", "461.17252", "460.16524", "7.281", "3365421.68462729", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " Multiple matches found", "PreferredDDA", "", "[M-H]-1", "1221312.7685107", " 2396420.07303758", " 954835.786811647", " 1054692.20304837", " 1729152.57439455", "45.4024292590516", " 34.1642699820395", " 67.1477975192357", " 49.1816609910919", " 43.3771827735103", "1.279", " 1.105", " 1.811", " 2.272", " 1.639", "0.36", " 0.14", " 0.86", " 1.18", " 0.71", "0.971364521215501", " 0.970393521966278", " 0.875901210416065", " 0.0454331762452276", " 0.52508074363456", "1", " 1", " 1", " 0.763305234530582", " 1", "5.8", "5.8", " ", " 5.2", " 4.1", " 4.7", " 2.8", " ", " ", " 4.4", " 3.3", " 4.1", " 2.3", " 4.8", " 3.7", " 2.6", " 2.9", " 4.5", " ", " 3.2", " 1.3", " 0.7", " ", " ", " 3.2", " 1.7", " ", " ", " 5.2", " 3.9", " 1.4", " ", " 2.6", " 3.9", " 4.1", " 2.8", " 2.4", " 2.8", " ", " 2.0", " "
"3572", "", "False", "15-Keto prostaglandin A1", "C20 H30 O4", "Full match", " Full match", " No results", " Partial match", " Partial match", "-3.52", "334.21323", "333.20596", "4.484", "3361620.00626726", "14", "22", "0", "90.0", "73.4", "", "No matches found", " No matches found", "", "Multiple matches found", " Multiple matches found", "PreferredDDA", "", "[M-H]-1", "1286182.06461226", " 861704.736514149", " 329189.655198405", " 661402.303434661", " 1108900.96378305", "76.6585783453907", " 77.8490716287945", " 114.487821741907", " 61.7488197323271", " 46.764234839305", "3.907", " 2.009", " 3.369", " 1.303", " 1.677", "1.97", " 1.01", " 1.75", " 0.38", " 0.75", "0.448778038612449", " 0.983108501477389", " 0.495306117092765", " 0.999974597049785", " 0.812902292504528", "1", " 1", " 1", " 1", " 1", "4.3", "2.8", " 0.7", " 2.4", " ", " 2.0", " ", " ", " 3.6", " 4.3", " 2.0", " ", " ", " ", " ", " ", " ", " 1.8", " ", " ", " 2.0", " 0.5", " 3.6", " 3.6", " 1.7", " ", " 1.1", " ", " ", " ", " 1.3", " ", " 3.0", " ", " ", " ", " ", " ", " 1.3", " ", " 3.3"
"4696", "", "False", "Cmp_257", "C20 H32 O5", "No match", " Full match", " No results", " Partial match", " Not the top hit", "-4.98", "352.22322", "333.20535", "4.526", "3361620.00626726", "22", "8", "0", "61.1", "65.3", "", "No matches found", " No matches found", "", "Multiple matches found", " Multiple matches found", "OtherDDA", "", "[M-H-H2O]-1", "785066.189243596", " 324969.909092624", " 1150470.9289384", " 307117.780637194", " 444994.187880723", "106.092696856913", " 133.951917386179", " 90.7453459278978", " 99.3427046133034", " 55.0372071818977", "0.682", " 0.267", " 0.387", " 1.058", " 1.449", "-0.55", " -1.91", " -1.37", " 0.08", " 0.53", "0.999998182057572", " 0.893704571489759", " 0.95958324258002", " 0.999990676470727", " 0.999415245229445", "1", " 1", " 1", " 1", " 1", "4.3", "2.0", " 0.8", " 2.0", " 3.1", " 2.0", " ", " ", " 3.6", " 4.3", " ", " 2.0", " ", " ", " 2.3", " ", " ", " 1.7", " ", " ", " 2.2", " ", " 3.6", " 2.4", " 1.3", " ", " ", " ", " ", " ", " 2.0", " ", " 3.0", " ", " ", " ", " ", " ", " ", " 1.1", " 3.3"
"1514", "", "False", "Mono(2-ethylhexyl) phthalate (MEHP)", "C16 H22 O4", "Not the top hit", " Full match", " No results", " Partial match", " Not the top hit", "-3.09", "278.15095", "277.14367", "5.541", "3358845.25144142", "4", "2", "0", "93.9", "79.4", "", "No matches found", " No matches found", "", "Multiple matches found", " Multiple matches found", "PreferredDDA", "", "[M-H]-1", "884627.821350209", " 1146989.07316758", " 835378.111357049", " 1445465.82521641", " 905280.663608929", "76.2076172790787", " 46.060248332172", " 38.3669426537339", " 29.3487910649339", " 30.3561316504375", "1.059", " 1.730", " 1.084", " 0.794", " 0.626", "0.08", " 0.79", " 0.12", " -0.33", " -0.68", "0.95428414593446", " 0.0578479906432099", " 0.961358596006971", " 0.783001071114467", " 0.0110840093940845", "1", " 0.515893864805809", " 1", " 1", " 0.293095523426607", "7.5", "6.2", " ", " 4.1", " 6.0", " 4.1", " 3.0", " 6.2", " 3.7", " 6.2", " 3.7", " 4.7", " 5.8", " 5.2", " 4.8", " 5.6", " 5.1", " 5.7", " 6.7", " 5.4", " 4.2", " ", " 5.7", " 7.1", " 7.5", " 7.2", " 6.2", " 6.8", " 7.2", " 6.8", " 6.8", " 7.2", " 6.5", " 5.0", " 4.6", " 4.6", " 4.2", " 5.4", " 3.5", " 6.1", " 4.6"
"1816", "", "False", "", "C19 H37 O4 P", "Full match", " No results", " No results", " No results", " No results", "-1.43", "360.24243", "359.23516", "6.881", "3357835.47881799", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "1260052.77502175", " 2210669.07307858", " 1003409.15797616", " 585382.193348595", " 1875741.60006367", "39.0898725568636", " 21.5192678862815", " 42.8720772730399", " 61.3240854287804", " 43.1665605613962", "1.256", " 0.583", " 1.869", " 3.776", " 3.204", "0.33", " -0.78", " 0.90", " 1.92", " 1.68", "0.909920881427644", " 0.461941829656993", " 0.0775378802696158", " 8.57360320020151E-05", " 0.000988137924579635", "1", " 1", " 0.326473372105682", " 0.0333169499606166", " 0.0587713026533093", "5.7", "3.7", " 5.6", " 3.5", " 2.9", " 3.1", " 4.8", " 4.2", " 5.0", " 3.8", " 4.2", " 4.6", " 5.7", " 5.7", " 4.9", " 5.7", " 5.3", " 5.6", " 4.3", " 4.1", " 2.2", " 3.9", " 4.7", " 4.8", " 1.1", " ", " ", " ", " 4.1", " 4.7", " 2.2", " ", " 3.9", " 4.3", " 4.3", " 3.9", " 4.7", " 5.1", " 3.7", " 4.7", " 4.1"
"2266", "", "False", "", "C4 H2 N6 O6 P2", "Full match", " No results", " No results", " No results", " No results", "-3.59", "291.95006", "290.94278", "10.882", "3357781.43805327", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "554170.300338696", " 184728.660717043", " 1479810.13741004", " 566563.850221968", " 382890.99322371", "48.717240301132", " 56.7259984912545", " 70.8985411182461", " 34.9523562029973", " 46.8125210100554", "0.374", " 0.383", " 0.259", " 0.326", " 0.676", "-1.42", " -1.39", " -1.95", " -1.62", " -0.57", "0.299253937065172", " 0.169907922711955", " 0.0135887905187282", " 0.054293067436254", " 0.801639688510294", "1", " 0.961903482425477", " 0.0867383991817327", " 0.822089656011278", " 1", "5.8", "5.2", " 5.6", " 5.2", " 4.8", " ", " ", " 4.5", " 3.0", " ", " ", " ", " 3.1", " ", " 5.0", " 4.1", " 3.1", " 5.8", " 5.8", " 5.1", " 5.5", " ", " ", " 5.2", " 5.6", " 5.4", " 4.2", " 5.4", " 4.6", " 5.0", " 5.0", " 3.6", " ", " 5.4", " ", " 4.5", " 5.2", " 4.5", " 4.5", " 5.5", " 3.1"
"7303", "", "False", "", "C4 H4 N O11 P3", "Full match", " No results", " No results", " No results", " No results", "0.41", "334.89986", "333.89258", "9.066", "3355829.40400582", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "1400389.64896746", " 971935.482341293", " 1275269.062775", " 623920.787275951", " 509729.503592748", "59.5680766973046", " 52.5664544907757", " 62.8204640468328", " 57.7346338659276", " 22.8868201357894", "1.098", " 0.489", " 0.400", " 1.558", " 0.817", "0.14", " -1.03", " -1.32", " 0.64", " -0.29", "0.999904296151244", " 0.282570481500498", " 0.00650129500847219", " 0.99523446820782", " 0.463034902032667", "1", " 1", " 0.0495412444254752", " 1", " 1", "4.7", "4.7", " 1.1", " 1.4", " 3.9", " 3.2", " 2.4", " 3.6", " 2.2", " 3.0", " 3.2", " 2.6", " 2.4", " 3.0", " ", " ", " 3.0", " ", " 3.9", " ", " 1.7", " ", " 3.9", " 1.4", " 2.8", " 3.6", " 3.7", " ", " 3.2", " 3.0", " 2.2", " ", " 1.4", " ", " 3.2", " 3.2", " 3.2", " 2.4", " 2.1", " ", " 2.8"
"1424", "", "False", "2-Hydroxymyristic acid", "C14 H28 O3", "Full match", " Full match", " No results", " Full match", " Full match", "-3.18", "244.20307", "243.19579", "4.235", "3351664.2893226", "1", "1", "0", "74.8", "8.7", "", "No matches found", " No matches found", "", "Multiple matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "2018846.28516724", " 300722.595145889", " 621275.273489103", " 429653.711432246", " 393937.508142914", "51.2996685885434", " 46.2409830608542", " 78.9427232352192", " 39.9621913767961", " 32.4774207006462", "3.250", " 0.692", " 0.634", " 0.700", " 0.917", "1.70", " -0.53", " -0.66", " -0.51", " -0.13", "0.0156614407807985", " 0.794508096996694", " 0.717149913497636", " 0.252319422962313", " 0.999912937029437", "0.180096542448593", " 1", " 1", " 1", " 1", "6.6", "5.8", " 3.1", " 5.8", " 5.2", " 6.6", " 6.6", " 6.6", " 6.2", " ", " ", " ", " 4.1", " ", " ", " ", " 3.0", " 3.9", " 3.1", " 5.6", " 6.0", " 6.0", " 6.2", " 4.8", " 5.6", " 5.4", " 5.0", " 4.2", " ", " 4.6", " 5.4", " 5.7", " 4.2", " ", " 5.0", " ", " 4.6", " 4.6", " ", " ", " 3.8"
"3226", "", "False", "", "C18 H38 Cl2 N5 O3 P", "Full match", " No results", " No results", " No results", " No results", "-0.03", "473.20892", "472.20164", "4.577", "3351282.48251082", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "735149.683199104", " 1662454.34958892", " 832528.836529272", " 998387.718603472", " 975299.85189854", "100.702629134823", " 51.6079382912443", " 79.8357951892931", " 83.4056399027176", " 81.0090634772244", "0.883", " 1.199", " 1.171", " 1.665", " 0.977", "-0.18", " 0.26", " 0.23", " 0.74", " -0.03", "0.999359889342468", " 0.995593699026435", " 0.976850147259987", " 0.937890905749591", " 0.999568382533741", "1", " 1", " 1", " 1", " 1", "3.6", "", " 3.6", " ", " ", " 2.3", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 2.4", " ", " 2.0", " ", " 2.0", " ", " ", " 2.4", " ", " ", " ", " 0.9", " 2.8", " ", " ", " ", " ", " ", " 1.8", " "
"1596", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "415.59066", "414.58338", "0.631", "3348963.46436964", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "111214.60654589", " 86765.994920205", " 59162.4672919018", " 208071.569439319", " 161058.94283879", "28.1157624360232", " 86.3804214645781", " 215.286276642777", " 154.171350244901", " 32.8752537233651", "1.880", " 3.517", " 2.722", " 0.417", " 0.774", "0.91", " 1.81", " 1.44", " -1.26", " -0.37", "0.995645837779952", " 0.276732988624215", " 0.91297926066391", " 0.149776101855881", " 0.76647140483181", "1", " 1", " 1", " 1", " 1", "6.0", "6.0", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 4.5", " ", " ", " ", " 5.5", " ", " ", " 5.1", " ", " ", " 3.2", " ", " ", " ", " 4.2", " ", " ", " ", " ", " ", " ", " ", " "
"1557", "", "False", "Isoetin 4'-glucuronide", "C21 H18 O13", "No results", " No results", " No results", " No results", " Full match", "1.92", "478.07566", "477.06838", "7.585", "3348486.42352546", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "Multiple matches found", " Multiple matches found", "NoMSn", "", "[M-H]-1", "456385.979125715", " 387262.837995713", " 527174.381346024", " 464065.566566639", " 423481.266533377", "94.3850100001845", " 35.7774506350014", " 106.191263555399", " 28.3503688910076", " 31.9196648490968", "0.866", " 0.880", " 0.803", " 0.835", " 0.913", "-0.21", " -0.18", " -0.32", " -0.26", " -0.13", "0.98445020694888", " 0.778314237432828", " 0.531463278042312", " 0.905650946841415", " 0.993814259331281", "1", " 1", " 1", " 1", " 1", "3.6", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.6", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"2640", "", "False", "", "C22 H35 N O4 S3", "Full match", " No results", " No results", " No results", " No results", "-1.99", "473.17188", "472.16460", "3.317", "3346325.64888523", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "902446.32522828", " 1196992.86769426", " 956709.964808271", " 1068701.17100155", " 824337.771730866", "41.757414023458", " 68.0127007695938", " 64.6694757325717", " 41.9851927176056", " 62.2353225313602", "0.943", " 1.117", " 0.862", " 1.120", " 0.771", "-0.08", " 0.16", " -0.21", " 0.16", " -0.37", "0.973663814990421", " 0.999990044061565", " 0.9999445886892", " 0.957714042597391", " 0.999999165687534", "1", " 1", " 1", " 1", " 1", "6.4", "6.4", " 2.0", " ", " ", " 3.6", " 2.6", " 3.0", " ", " 6.2", " ", " 5.6", " ", " ", " 2.3", " ", " ", " 5.2", " 4.6", " ", " 4.3", " 4.8", " 5.6", " 4.5", " 6.0", " 5.1", " ", " 3.9", " 5.2", " 4.8", " 5.1", " 2.6", " 6.0", " 5.6", " 4.1", " 5.5", " 3.3", " 4.5", " ", " 4.5", " "
"5508", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "207.79527", "206.78799", "1.247", "3345905.01315766", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "1056843.40593445", " 1800802.58880581", " 310687.775181229", " 1291045.51907014", " 2301630.68857913", "55.1536748961707", " 58.7786428960368", " 66.9512322309971", " 49.0244570582867", " 22.7295786123871", "3.402", " 4.155", " 7.408", " 1.395", " 1.783", "1.77", " 2.06", " 2.89", " 0.48", " 0.83", "0.0431349545198428", " 0.000738186004323627", " 4.55697350121298E-06", " 0.982482739176862", " 0.444747513201755", "0.374656698784051", " 0.0199688207976822", " 0.000133745683053574", " 1", " 1", "4.9", "", " ", " ", " ", " ", " ", " ", " ", " ", " 3.2", " ", " ", " 3.9", " ", " ", " ", " ", " ", " ", " 0.5", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 2.8", " 2.0", " ", " 3.4", " 2.7", " 4.2", " 4.9", " 4.6", " 4.2", " ", " "
"859","","False","1,4-Dihydroxy-2-naphthoic acid","C11 H8 O4","No match"," Invalid mass"," No results"," No results"," No results","-7.05","204.04082","203.03354","0.662","3342888.00551959","0","1","0","69.8","8.5","","No matches found"," No matches found","","No matches found"," No matches found","PreferredDDA","","[M-H]-1","1137859.29220791"," 332253.083970162"," 115790.384136992"," 591447.319161099"," 962523.23800037","54.1652944957091"," 126.409397357639"," 117.309741868408"," 79.2725372274128"," 74.043529875183","9.827"," 5.108"," 8.313"," 0.562"," 1.627","3.30"," 2.35"," 3.06"," -0.83"," 0.70","0.0697102261063831"," 0.551126393939375"," 0.0177073193304278"," 0.997980270216983"," 0.405342309291929","0.521288543431663"," 1"," 0.105948990610641"," 1"," 1","7.0","6.6"," "," 4.8"," 6.6"," 6.6"," 6.4"," 6.4"," 7.0"," 5.5"," 5.6"," "," 4.2"," 4.0"," 6.2"," 5.2"," 6.2"," 1.5"," 6.1"," 3.9"," 6.4"," "," "," 6.0"," "," "," 5.6"," 6.7"," "," 5.6"," 2.9"," 5.6"," 6.6"," 6.6"," 4.5"," 5.6"," 5.2"," 5.2"," 6.6"," 5.2"," 7.0"
"2940", "", "False", "", "C7 H10 Cl N3 O3 S3", "Full match", " No results", " No results", " No results", " No results", "-1.97", "314.95666", "313.94938", "1.871", "3339462.23876765", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "47306.5579116147", " 42968.9526386153", " 41712.2712758863", " 49529.7054210215", " 43255.0315458087", "253.520957969824", " 6.45036406596328", " 106.121094252802", " 212.601194396782", " 9.88002882707328", "1.134", " 1.187", " 1.037", " 0.868", " 0.873", "0.18", " 0.25", " 0.05", " -0.20", " -0.20", "0.948740855340099", " 0.865901271318036", " 0.985599267151413", " 0.540184741122211", " 0.579311115274453", "1", " 1", " 1", " 1", " 1", "4.3", "", " 4.3", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 2.7", " ", " ", " ", " ", " ", " ", " 4.3", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"2905", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "596.00154", "594.99426", "6.272", "3331573.43669462", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "342801.791164046", " 463473.149040069", " 360594.413317278", " 399546.894742233", " 547877.872598615", "135.468512659409", " 30.8923567854111", " 112.492273280096", " 21.9217890121293", " 17.7191588390022", "0.951", " 1.108", " 1.519", " 1.160", " 1.371", "-0.07", " 0.15", " 0.60", " 0.21", " 0.46", "0.804392708105985", " 0.714459763919889", " 0.983825869861917", " 0.992437490626756", " 0.946646983430457", "1", " 1", " 1", " 1", " 1", "3.9", "", " 0.9", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.9", " ", " 3.2", " 2.8", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
