"Compounds ID", "Tags", "Checked", "Name", "Formula", "Annot. Source: Predicted Compositions", "Annot. Source: mzCloud Search", "Annot. Source: mzVault Search", "Annot. Source: ChemSpider Search", "Annot. Source: MassList Search", "Annot. DeltaMass [ppm]", "Calc. MW", "m/z", "RT [min]", "Area (Max.)", "# ChemSpider Results", "# mzCloud Results", "# mzVault Results", "mzCloud Best Match", "mzCloud Best Match Confidence", "mzVault Best Match", "mzVault Library Match: Bamba lab 34 lipid mediators library stepped NCE 10 30 45", "mzVault Library Match: Bamba lab 598 polar metabolites stepped NCE 10 30 45", "mzVault Library Match: Custom mzVault Library", "mzVault Library Match: LipidBlast-VS68-Neg", "mzVault Library Match: LipidBlast-VS68-Pos", "Class Coverage: Phosphatidylcholine Compound Class", "Mass List Match: LipidMaps Structure Database 2021-09-13", "MS2", "Neutral Losses", "Reference Ion", "Group Area: 16h-lps", "Group Area: 16h-lps-cla", "Group Area: 6h-cla-lps", "Group Area: 6h-lps", "Group Area: cla", "Group Area: ctrl", "Group CV [%]: 16h-lps", "Group CV [%]: 16h-lps-cla", "Group CV [%]: 6h-cla-lps", "Group CV [%]: 6h-lps", "Group CV [%]: cla", "Group CV [%]: ctrl", "Ratio: (16h-lps-cla) / (16h-lps)", "Ratio: (6h-lps) / (16h-lps)", "Ratio: (6h-cla-lps) / (16h-lps-cla)", "Ratio: (cla) / (6h-cla-lps)", "Ratio: (6h-cla-lps) / (6h-lps)", "Ratio: (ctrl) / (6h-lps)", "Ratio: (cla) / (ctrl)", "Log2 Fold Change: (16h-lps-cla) / (16h-lps)", "Log2 Fold Change: (6h-lps) / (16h-lps)", "Log2 Fold Change: (6h-cla-lps) / (16h-lps-cla)", "Log2 Fold Change: (cla) / (6h-cla-lps)", "Log2 Fold Change: (6h-cla-lps) / (6h-lps)", "Log2 Fold Change: (ctrl) / (6h-lps)", "Log2 Fold Change: (cla) / (ctrl)", "P-value: (16h-lps-cla) / (16h-lps)", "P-value: (6h-lps) / (16h-lps)", "P-value: (6h-cla-lps) / (16h-lps-cla)", "P-value: (cla) / (6h-cla-lps)", "P-value: (6h-cla-lps) / (6h-lps)", "P-value: (ctrl) / (6h-lps)", "P-value: (cla) / (ctrl)", "Adj. P-value: (16h-lps-cla) / (16h-lps)", "Adj. P-value: (6h-lps) / (16h-lps)", "Adj. P-value: (6h-cla-lps) / (16h-lps-cla)", "Adj. P-value: (cla) / (6h-cla-lps)", "Adj. P-value: (6h-cla-lps) / (6h-lps)", "Adj. P-value: (ctrl) / (6h-lps)", "Adj. P-value: (cla) / (ctrl)", "Peak Rating (Max.)", "Peak Rating: Plasma-27.raw (F27)", "Peak Rating: Plasma-28.raw (F28)", "Peak Rating: Plasma-29.raw (F29)", "Peak Rating: Plasma-30.raw (F30)", "Peak Rating: Plasma-31.raw (F31)", "Peak Rating: Plasma-32.raw (F32)", "Peak Rating: Plasma-33.raw (F33)", "Peak Rating: Plasma-34.raw (F34)", "Peak Rating: Plasma-35.raw (F35)", "Peak Rating: Plasma-36.raw (F36)", "Peak Rating: Plasma-21.raw (F21)", "Peak Rating: Plasma-22.raw (F22)", "Peak Rating: Plasma-23.raw (F23)", "Peak Rating: Plasma-24.raw (F24)", "Peak Rating: Plasma-25.raw (F25)", "Peak Rating: Plasma-26.raw (F26)", "Peak Rating: Plasma-14.raw (F14)", "Peak Rating: Plasma-15.raw (F15)", "Peak Rating: Plasma-16.raw (F16)", "Peak Rating: Plasma-17.raw (F17)", "Peak Rating: Plasma-18.raw (F18)", "Peak Rating: Plasma-19.raw (F19)", "Peak Rating: Plasma-20.raw (F20)", "Peak Rating: Plasma-8.raw (F8)", "Peak Rating: Plasma-9.raw (F9)", "Peak Rating: Plasma-10.raw (F10)", "Peak Rating: Plasma-11.raw (F11)", "Peak Rating: Plasma-12.raw (F12)", "Peak Rating: Plasma-1.raw (F1)", "Peak Rating: Plasma-2.raw (F2)", "Peak Rating: Plasma-3.raw (F3)", "Peak Rating: Plasma-4.raw (F4)", "Peak Rating: Plasma-5.raw (F5)", "Peak Rating: Plasma-6.raw (F6)", "Peak Rating: Plasma-7.raw (F7)"
"83","","False","2-[(1S,2S,4aR,8aS)-1-hydroxy-4a-methyl-8-methylidene-decahydronaphthalen-2-yl]prop-2-enoic acid","C15 H22 O3","Full match"," Full match"," No results"," Partial match"," Partial match","4.81","250.15810","249.15082","8.097","13289248.5240245","23","7","0","96.2","9.8","","No matches found"," No matches found"," No matches found"," No matches found"," No matches found","","Multiple matches found","PreferredDDA","CO2","[M-H]-1","5635395.34235085"," 3205331.39220361"," 5753088.25781512"," 4050047.23905938"," 3417266.73025289"," 3250790.94796661","85.702693617287"," 68.1226341078463"," 45.2883661853341"," 44.5473130947254"," 39.6978775978849"," 14.8535043077236","0.569"," 0.719"," 1.795"," 0.594"," 1.420"," 0.803"," 1.051","-0.81"," -0.48"," 0.84"," -0.75"," 0.51"," -0.32"," 0.07","0.999996814576088"," 0.999999388671162"," 0.788850532957419"," 0.862644130801179"," 0.750567717880366"," 0.996218290108213"," 0.992705643165921","1"," 1"," 1"," 1"," 1"," 1"," 1","8.4","6.2"," 6.6"," 4.8"," 3.6"," 6.6"," 5.0"," 6.6"," 5.0"," 6.2"," 5.6"," 5.8"," 6.6"," 4.8"," 5.8"," 6.2"," 5.6"," 3.5"," 5.2"," 5.1"," 6.6"," 4.5"," 6.0"," 6.0"," 5.7"," 6.9"," 6.9"," 6.7"," 6.9"," 7.2"," 6.5"," 8.4"," 7.2"," 7.2"," 8.0"," 8.0"
"408", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "202.81216", "201.80488", "1.698", "13169090.4739047", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "3736169.18506311", " 2011474.60186663", " 1030813.28008567", " 2026548.56506715", " 2340972.67519299", " 7015692.99970797", "82.0091582500511", " 102.100785980019", " 57.5466029278084", " 49.2086499493891", " 49.4841270420049", " 87.3630677533503", "0.538", " 0.542", " 0.512", " 2.271", " 0.509", " 3.462", " 0.334", "-0.89", " -0.88", " -0.96", " 1.18", " -0.98", " 1.79", " -1.58", "0.999999676942884", " 0.999999967542866", " 0.996012392227453", " 0.938159461942975", " 0.991184001967325", " 0.849469283558162", " 0.985144563991204", "1", " 1", " 1", " 1", " 1", " 1", " 1", "5.0", "3.0", " ", " ", " 2.6", " 3.8", " 3.4", " ", " 2.6", " ", " ", " 3.4", " 4.0", " 3.9", " ", " ", " ", " 3.5", " ", " ", " 4.4", " ", " 4.6", " ", " ", " ", " 5.0", " ", " 3.7", " ", " ", " ", " ", " 4.4", " 2.8", " 2.8"
"172", "", "False", "NP-011548", "C18 H34 O3", "Full match", " Full match", " No results", " Partial match", " Partial match", "3.34", "298.25179", "297.24452", "8.664", "13081157.3300836", "73", "1", "0", "93.1", "9.7", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "CO2", "[M-H]-1", "4886805.72562363", " 4904410.35617268", " 3483300.18927953", " 4069215.2532768", " 2871908.49353551", " 4293811.42822682", "66.2379469368094", " 34.0667602789397", " 48.3348346198111", " 23.9940275343089", " 31.9954851126872", " 28.4093587093154", "1.004", " 0.833", " 0.710", " 0.824", " 0.856", " 1.055", " 0.669", "0.01", " -0.26", " -0.49", " -0.28", " -0.22", " 0.08", " -0.58", "0.968705219561527", " 0.587043766020033", " 0.914359474667182", " 0.99914597573304", " 0.999999976985599", " 0.999999271189554", " 0.998192412948425", "1", " 1", " 1", " 1", " 1", " 1", " 1", "5.2", "4.1", " 3.0", " ", " 4.7", " 2.8", " 4.2", " 5.2", " 4.2", " 4.2", " 2.6", " 1.8", " 2.8", " 3.3", " 5.1", " 3.7", " 2.3", " ", " ", " 3.6", " 4.7", " 3.6", " 3.6", " 5.1", " ", " ", " 3.5", " 3.1", " 2.3", " ", " 2.8", " ", " ", " 4.3", " ", " 4.3"
"118", "", "False", "13(S)-HOTrE", "C18 H30 O3", "Full match", " Full match", " No results", " Not the top hit", " Not the top hit", "3.51", "294.22053", "293.21325", "6.292", "13040332.8208313", "66", "3", "0", "88.9", "9.4", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "CO2", "[M-H]-1", "1863874.11550684", " 3217062.3609698", " 1512790.80226268", " 1606134.94581101", " 841000.918368099", " 871983.492890422", "131.052398002823", " 74.0328830459861", " ", " 33.2990876774197", " ", " 20.9988066240492", "1.726", " 0.862", " 0.470", " 0.556", " 0.942", " 0.543", " 0.964", "0.79", " -0.21", " -1.09", " -0.85", " -0.09", " -0.88", " -0.05", "0.999991991574741", " 0.909154275341451", " ", " ", " ", " 0.77938325579813", " ", "1", " 1", " ", " ", " ", " 1", " ", "3.9", "0.8", " 1.0", " ", " 2.4", " 2.0", " ", " 0.6", " 3.9", " ", " 2.2", " ", " 3.1", " ", " ", " ", " ", " 2.9", " 3.6", " ", " 1.9", " 2.2", " 3.1", " 3.6", " ", " ", " ", " ", " 1.7", " ", " 3.1", " 3.1", " ", " 2.8", " ", " 2.4"
"296", "", "False", "", "C32 H55 N O6 S", "Full match", " No results", " No results", " No results", " No results", "-4.82", "581.37220", "580.36493", "9.447", "12851332.9583121", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "2188176.39956667", " 2657254.18411764", " 6033490.22620899", " 6223543.41462166", " 6433542.4796092", " 3910179.59688664", "37.3923484235478", " 8.6580302293884", " 60.3557003431315", " 34.5751528495927", " 60.9902258571733", " 88.3001143756981", "1.214", " 2.844", " 2.271", " 1.066", " 0.969", " 0.628", " 1.645", "0.28", " 1.51", " 1.18", " 0.09", " -0.04", " -0.67", " 0.72", "0.99950374214098", " 0.128340267788895", " 0.744987951248608", " 0.99999973843886", " 0.969071758153996", " 0.760125611425294", " 0.986120653167102", "1", " 0.921151922033195", " 1", " 1", " 1", " 1", " 1", "5.1", "3.6", " 2.7", " 1.3", " ", " ", " 5.1", " ", " ", " 4.7", " ", " 1.7", " 1.0", " 3.2", " 3.2", " 2.6", " 3.6", " 2.3", " 3.3", " 3.3", " 2.6", " 3.7", " 2.6", " 2.9", " 3.0", " 3.6", " 3.2", " 3.3", " ", " 1.8", " ", " ", " 3.6", " 1.4", " ", " 0.8"
"59", "", "False", "", "C22 H39 P", "Full match", " No results", " No results", " No results", " No results", "2.58", "334.27980", "333.27252", "9.515", "12695487.271499", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "5615132.98606987", " 7228201.40014104", " 9072708.33657258", " 10413362.0033945", " 7182751.18963515", " 7683150.77184319", "49.0344551721094", " 31.7034150585488", " 22.9254533139197", " 21.245333126762", " 19.7758783694861", " 23.9154085148142", "1.287", " 1.855", " 1.255", " 0.792", " 0.871", " 0.738", " 0.935", "0.36", " 0.89", " 0.33", " -0.34", " -0.20", " -0.44", " -0.10", "0.647937653996512", " 0.0128734176127648", " 0.638246379897171", " 0.934219306302235", " 0.998789498336604", " 0.914966634031454", " 0.998133983696523", "1", " 0.197540373713116", " 1", " 1", " 1", " 1", " 1", "8.0", "6.2", " 5.5", " 4.8", " 6.2", " 4.7", " 6.5", " 7.1", " 6.7", " 5.6", " 6.0", " 7.2", " 6.8", " 6.8", " 7.2", " 7.2", " 6.8", " 7.6", " 8.0", " 5.3", " 6.8", " 7.2", " 6.1", " 6.5", " 6.2", " 7.3", " 7.0", " 7.7", " 7.3", " 7.2", " 7.2", " 5.5", " 6.8", " 6.8", " 8.0", " 7.6"
"924", "", "False", "(3'-sulfo)Galbeta-Cer(d18:1/22:0(2OH))", "C46 H89 N O12 S", "No match", " No results", " No results", " Full match", " Full match", "-2.03", "879.60876", "878.60148", "15.308", "12664123.2372112", "1", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Single match found", "PreferredDDA", "", "[M-H]-1", "", " ", " 12245074.5437314", " 8155434.64383678", " 9522575.34234602", " ", "", " ", " 4.83969569558308", " 13.9458357677366", " 21.8201509562971", " ", "", " Infinity", " Infinity", " 0.778", " 1.501", " 0.000", " Infinity", "", " Infinity", " Infinity", " -0.36", " 0.59", " -Infinity", " Infinity", "", " ", " ", " 0.333586472588068", " 0.144671226266073", " ", " ", "", " ", " ", " 1", " 1", " ", " ", "4.7", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 4.3", " ", " ", " 4.7", " ", " ", " ", " ", " ", " 4.1", " 3.7", " ", " ", " 2.3", " 3.1", " ", " ", " ", " ", " ", " ", " ", " ", " "
"203", "", "False", "", "C12 H32 N6 O S2", "Full match", " No results", " No results", " No results", " No results", "1.41", "340.20838", "339.20110", "9.871", "12659487.1745017", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "6802278.08180366", " ", " 6721095.97854441", " ", " ", " 10225456.3853689", "", " ", " ", " ", " ", " 33.663430007394", "0.000", " 0.000", " Infinity", " 0.000", " Infinity", " Infinity", " 0.000", "-Infinity", " -Infinity", " Infinity", " -Infinity", " Infinity", " Infinity", " -Infinity", "", " ", " ", " ", " ", " ", " ", "", " ", " ", " ", " ", " ", " ", "5.6", "", " 4.3", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 5.1", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 4.8", " 5.6", " "
"329", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "224.85872", "223.85145", "1.681", "12174493.0801369", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "1621197.21141937", " 1059085.90150999", " ", " 528882.599464573", " 939310.092001998", " 7978531.97251782", "10.5286217235857", " ", " ", " 2.81754870589222", " ", " 74.3743977717283", "0.653", " 0.326", " 0.000", " Infinity", " 0.000", " 15.086", " 0.118", "-0.61", " -1.62", " -Infinity", " Infinity", " -Infinity", " 3.92", " -3.09", "", " 0.334917354338824", " ", " ", " ", " 0.0500689633965917", " ", "", " 1", " ", " ", " ", " 0.752599106055019", " ", "7.2", "5.5", " ", " ", " 5.5", " ", " ", " ", " 3.3", " ", " ", " ", " ", " ", " ", " ", " ", " 6.1", " ", " ", " ", " ", " 7.2", " ", " ", " ", " ", " ", " 4.0", " ", " ", " ", " ", " ", " 4.3", " 4.5"
"62", "", "False", "FAHFA 16:0/18:2", "C34 H62 O4", "Not the top hit", " No results", " Full match", " No results", " No results", "-3.62", "534.46287", "533.45560", "12.161", "12122821.6733049", "0", "0", "1", "", "", "73.4", "No matches found", " No matches found", " No matches found", " Single match found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "3851195.58907954", " 5202683.27886458", " 6322743.15266555", " 7553049.98057969", " 4121292.76833378", " 5925435.68926916", "42.1296377675136", " 24.1882197420497", " 31.2626549846823", " 31.6738302782376", " 51.388146880318", " 40.3720264747553", "1.351", " 1.961", " 1.215", " 0.652", " 0.837", " 0.785", " 0.696", "0.43", " 0.97", " 0.28", " -0.62", " -0.26", " -0.35", " -0.52", "0.98275324553024", " 0.15284738797963", " 0.71164640673054", " 0.130418242139199", " 0.99881924724294", " 0.952130430947891", " 0.188877986588807", "1", " 1", " 1", " 1", " 1", " 1", " 1", "6.9", "3.5", " 4.1", " ", " 6.2", " 3.7", " 5.5", " 6.5", " 5.1", " 4.9", " 4.9", " ", " 6.9", " 6.0", " 6.0", " 6.0", " 5.2", " 4.4", " 6.3", " 4.1", " 4.1", " 4.8", " 6.0", " 4.8", " 2.1", " 5.2", " 4.5", " 5.8", " 5.2", " 4.3", " 3.0", " 3.3", " 2.8", " 5.1", " 5.1", " 5.5"
"217", "", "False", "", "C35 H53 N O4 P2", "Full match", " No results", " No results", " No results", " No results", "-1.95", "613.34379", "612.33651", "6.972", "12003491.8489712", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "2735132.26479833", " 2327621.91509191", " 4993494.09966124", " 3975132.17239355", " 3209582.02514012", " 3246127.91858167", "61.0912778424201", " 34.2485742329657", " 60.7577003236472", " 43.9737046526734", " 25.570867662014", " 70.1675706459969", "0.851", " 1.453", " 2.145", " 0.643", " 1.256", " 0.817", " 0.989", "-0.23", " 0.54", " 1.10", " -0.64", " 0.33", " -0.29", " -0.02", "0.999999710444373", " 0.876482856636455", " 0.368664010431254", " 0.664670670146731", " 0.981413406592299", " 0.703915405831533", " 0.998175002849487", "1", " 1", " 1", " 1", " 1", " 1", " 1", "5.1", "3.3", " 2.7", " ", " ", " ", " 2.9", " 3.2", " ", " 4.2", " 4.2", " 4.5", " 4.3", " 4.5", " 5.1", " 3.9", " ", " 3.0", " 3.7", " 3.7", " 4.7", " 3.9", " 4.5", " 3.0", " 4.3", " 4.3", " 5.1", " 5.1", " 4.5", " 4.1", " 3.3", " 2.0", " 3.6", " 3.3", " ", " 2.3"
"77", "", "False", "LMST01031183", "C29 H44 O4", "Not the top hit", " No results", " No results", " Not the top hit", " Full match", "1.75", "456.32476", "455.31748", "11.080", "11681409.5765271", "11", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "CO2", "[M-H]-1", "3111496.47597873", " 9487309.59267779", " ", " 4726583.83150899", " ", " 4786030.85816331", "79.8071584730371", " 32.7060682910259", " ", " 57.826749447047", " ", " 54.7006798220234", "3.049", " 1.519", " 0.000", " ", " 0.000", " 1.013", " 0.000", "1.61", " 0.60", " -Infinity", " ", " -Infinity", " 0.02", " -Infinity", "0.390181537608622", " 0.9677338262372", " ", " ", " ", " 0.99303416955336", " ", "1", " 1", " ", " ", " ", " 1", " ", "6.2", "2.0", " 3.7", " 5.9", " 6.2", " 5.5", " 5.2", " 4.8", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 5.6", " 4.7", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 4.7", " ", " 2.7", " 4.1", " ", " "
"58", "", "False", "ascr#30", "C23 H44 O6", "Not the top hit", " No results", " No results", " Full match", " Full match", "2.71", "416.31492", "415.30764", "10.743", "11324417.326927", "2", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "2805396.87719443", " 1838751.45960706", " 3922032.24040266", " 2021456.99575895", " 2121373.19339508", " 3399725.60059743", "", " 29.2947922161126", " 44.2046305430483", " 87.7376164467858", " 62.9467257283343", " 71.2192097384726", "0.655", " 0.721", " 2.133", " 0.541", " 1.940", " 1.682", " 0.624", "-0.61", " -0.47", " 1.09", " -0.89", " 0.96", " 0.75", " -0.68", "", " ", " 0.868324937096998", " 0.895124112725737", " 0.999999982466578", " 0.999988592135903", " 0.796298533628166", "", " ", " 1", " 1", " 1", " 1", " 1", "5.6", "4.1", " ", " ", " ", " ", " 3.7", " 5.6", " ", " 5.6", " 5.5", " 4.8", " ", " 3.9", " 3.0", " 2.6", " 4.8", " 3.9", " 1.6", " 5.2", " 5.5", " 5.1", " 2.0", " 5.2", " 3.3", " 4.0", " 4.6", " 3.7", " 3.7", " 3.1", " 2.7", " ", " 4.7", " 3.7", " 5.5", " 3.7"
"197","","False","PE(0:0/24:6(6Z,9Z,12Z,15Z,18Z,21Z))","C29 H48 N O7 P","Full match"," No results"," No results"," Full match"," Full match","-0.37","553.31664","552.30936","6.974","11080538.4875578","2","0","0","","","","No matches found"," No matches found"," No matches found"," No matches found"," No matches found","","Multiple matches found","PreferredDDA","","[M-H]-1","4286778.11823136"," 2504686.78729402"," 5147232.0462434"," 3273281.00522577"," 2795211.13607833"," 3589735.23697623",""," 48.5146794922072"," 50.605378358519"," 52.319642493085"," 30.3850331392045"," 69.7014448726694","0.584"," 0.764"," 2.055"," 0.543"," 1.572"," 1.097"," 0.779","-0.78"," -0.39"," 1.04"," -0.88"," 0.65"," 0.13"," -0.36",""," "," 0.417283690265044"," 0.564938929717596"," 0.925793101680149"," 0.918260037493398"," 0.99999646189921",""," "," 1"," 1"," 1"," 1"," 1","4.7","1.8"," "," "," "," "," "," 1.4"," "," 1.8"," 3.7"," 4.5"," 3.9"," 4.7"," 4.3"," 3.3"," 3.7"," 2.6"," 3.7"," 3.7"," 4.3"," 4.3"," 3.3"," 2.0"," 3.1"," 3.8"," 2.7"," 3.8"," 2.9"," 2.6"," 3.7"," 2.3"," 3.2"," 4.1"," "," 1.5"
"140", "", "False", "", "C40 H45 N5 O2", "Full match", " No results", " No results", " No results", " No results", "2.93", "627.35917", "626.35189", "6.984", "10999431.2785945", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "3771066.06283649", " 3319996.21994838", " 6652890.93182886", " 5418697.29408788", " 4509323.71432575", " 3748460.54832959", "60.187335427197", " 31.0608984035145", " 31.5752866814038", " 43.2801637094481", " 32.648186703925", " 70.7241185274208", "0.880", " 1.437", " 2.004", " 0.678", " 1.228", " 0.692", " 1.203", "-0.18", " 0.52", " 1.00", " -0.56", " 0.30", " -0.53", " 0.27", "0.99999967651204", " 0.73403579073084", " 0.308922730248155", " 0.58867973010451", " 0.999185706382715", " 0.730481159930846", " 0.999999998533702", "1", " 1", " 1", " 1", " 1", " 1", " 1", "5.8", "4.7", " 2.7", " ", " ", " ", " 4.0", " 3.5", " ", " 4.2", " 4.2", " 4.4", " 4.4", " 5.2", " 4.8", " 4.6", " 4.1", " 3.3", " 4.8", " 4.7", " 5.5", " 5.8", " 4.8", " 4.3", " 3.8", " 5.2", " 5.0", " 5.6", " 3.8", " 3.7", " 4.8", " 3.7", " 4.7", " 4.3", " ", " 2.7"
"70", "", "False", "", "C22 H37 P", "Full match", " No results", " No results", " No results", " No results", "2.76", "332.26420", "331.25693", "8.925", "10726214.1881688", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "4020919.538762", " 6074988.83317456", " 6626323.25530169", " 7489121.50207831", " 6387160.75837426", " 6613580.04924256", "57.2363966395935", " 32.8033323138213", " 30.6900406382058", " 26.2629356734284", " 19.7676320332855", " 25.5367273198476", "1.511", " 1.863", " 1.091", " 0.964", " 0.885", " 0.883", " 0.966", "0.60", " 0.90", " 0.13", " -0.05", " -0.18", " -0.18", " -0.05", "0.165574811165877", " 0.0049314826010125", " 0.856980706654315", " 0.999382710335999", " 0.99999017914048", " 0.993117404995802", " 0.999999998746194", "1", " 0.0914379065604402", " 1", " 1", " 1", " 1", " 1", "7.6", "5.8", " 5.2", " 4.8", " 6.0", " 5.8", " 6.1", " 6.3", " 6.0", " 6.0", " 5.6", " 6.0", " 5.6", " 5.7", " 6.3", " 6.7", " 5.6", " 7.0", " 6.5", " 6.8", " 6.5", " 7.6", " 6.8", " 7.6", " 7.3", " 5.1", " 5.1", " 7.3", " 6.7", " 6.8", " 6.1", " 7.0", " 6.8", " 6.8", " 7.6", " 6.6"
"393", "", "False", "", "C38 H77 N2 P", "Full match", " No results", " No results", " No results", " No results", "-0.24", "592.58230", "591.57502", "16.735", "10505002.7367098", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "3284761.73524945", " 4351479.81129294", " 3110810.46603934", " 3086781.45345595", " 2881780.01758975", " 3079782.5491869", "15.3470039227797", " 45.7594089741298", " 69.8068297697284", " 21.5379520927445", " 35.5077969275745", " 45.2020267145287", "1.325", " 0.940", " 0.715", " 0.926", " 1.008", " 0.998", " 0.936", "0.41", " -0.09", " -0.48", " -0.11", " 0.01", " 0.00", " -0.10", "0.709982555880863", " 0.999999994935753", " 0.995559823744659", " 0.990831343644194", " 0.900225481157077", " 0.982850239086212", " 0.999869600278965", "1", " 1", " 1", " 1", " 1", " 1", " 1", "5.6", "5.6", " 4.5", " 3.0", " 5.6", " 3.0", " 4.1", " 3.9", " 2.6", " 3.0", " 3.0", " 4.5", " 3.6", " 3.0", " 4.1", " 3.3", " 3.7", " 3.2", " 4.7", " 3.6", " 4.0", " 3.6", " 5.5", " 3.2", " 4.2", " 3.7", " 1.6", " 3.8", " 2.7", " 2.6", " 2.2", " 3.6", " 2.2", " 1.8", " 3.7", " 3.0"
"96", "", "False", "ADB-CHMICA", "C22 H31 N3 O2", "No match", " Invalid mass", " No results", " No results", " No results", "7.05", "369.24423", "368.23695", "13.047", "10409254.617684", "0", "2", "0", "93.5", "9.7", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "2919263.7349841", " 3270217.5058896", " 1271612.25553746", " 2258568.82063078", " 1966709.05354042", " 1972336.07742774", "60.2602051560402", " 81.9652235606529", " 33.290167799698", " 64.3886732881884", " 53.5798797546654", " 46.0141647915748", "1.120", " 0.774", " 0.389", " 1.547", " 0.563", " 0.873", " 0.997", "0.16", " -0.37", " -1.36", " 0.63", " -0.83", " -0.20", " 0.00", "0.880242770675974", " 0.837888055660683", " 0.076399484586479", " 0.97823005163392", " 0.963316325766824", " 0.99959173489352", " 0.999935480302485", "1", " 1", " 1", " 1", " 1", " 1", " 1", "6.3", "5.6", " 4.8", " 1.7", " 3.9", " 6.2", " 4.8", " 5.5", " ", " ", " 3.7", " 5.1", " 6.3", " 1.6", " 6.3", " 4.1", " 4.5", " 3.8", " 3.0", " 6.0", " 3.5", " ", " ", " 3.6", " 4.4", " 5.5", " 5.4", " 5.6", " 3.1", " 5.4", " 5.2", " 2.3", " 4.6", " 6.1", " 3.5", " 1.1"
"94", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "220.85421", "255.82326", "1.447", "10148956.0244908", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M+Cl]-1", "3225293.497315", " 3193990.48903855", " ", " ", " 3456079.05849172", " 10148956.0244908", "29.2008839967104", " ", " ", " ", " ", " ", "0.990", " 0.000", " 0.000", " Infinity", " ", " Infinity", " 0.341", "-0.01", " -Infinity", " -Infinity", " Infinity", " ", " Infinity", " -1.55", "", " ", " ", " ", " ", " ", " ", "", " ", " ", " ", " ", " ", " ", "6.6", "6.2", " ", " ", " 6.6", " ", " ", " ", " 5.6", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 5.2", " ", " ", " ", " ", " ", " 3.6", " "
