"Compounds ID", "Tags", "Checked", "Name", "Formula", "Annot. Source: Predicted Compositions", "Annot. Source: mzCloud Search", "Annot. Source: mzVault Search", "Annot. Source: ChemSpider Search", "Annot. Source: MassList Search", "Annot. DeltaMass [ppm]", "Calc. MW", "m/z", "RT [min]", "Area (Max.)", "# ChemSpider Results", "# mzCloud Results", "# mzVault Results", "mzCloud Best Match", "mzCloud Best Match Confidence", "mzVault Best Match", "mzVault Library Match: LipidBlast-VS68-Neg", "mzVault Library Match: LipidBlast-VS68-Pos", "Class Coverage: Phosphatidylcholine Compound Class", "Mass List Match: LipidMaps Structure Database 2023-01-11", "Mass List Match: HMDB Serum metabolites (v5. 40600 cpds)", "MS2", "Neutral Losses", "Reference Ion", "Group Area: cla", "Group Area: cla_lps", "Group Area: ctrl", "Group Area: lps", "Group Area: no2-cla_lps", "Group CV [%]: cla", "Group CV [%]: cla_lps", "Group CV [%]: ctrl", "Group CV [%]: lps", "Group CV [%]: no2-cla_lps", "Ratio: (cla) / (ctrl)", "Ratio: (lps) / (ctrl)", "Ratio: (no2-cla_lps) / (ctrl)", "Ratio: (cla_lps) / (lps)", "Ratio: (no2-cla_lps) / (lps)", "Log2 Fold Change: (cla) / (ctrl)", "Log2 Fold Change: (lps) / (ctrl)", "Log2 Fold Change: (no2-cla_lps) / (ctrl)", "Log2 Fold Change: (cla_lps) / (lps)", "Log2 Fold Change: (no2-cla_lps) / (lps)", "P-value: (cla) / (ctrl)", "P-value: (lps) / (ctrl)", "P-value: (no2-cla_lps) / (ctrl)", "P-value: (cla_lps) / (lps)", "P-value: (no2-cla_lps) / (lps)", "Adj. P-value: (cla) / (ctrl)", "Adj. P-value: (lps) / (ctrl)", "Adj. P-value: (no2-cla_lps) / (ctrl)", "Adj. P-value: (cla_lps) / (lps)", "Adj. P-value: (no2-cla_lps) / (lps)", "Peak Rating (Max.)", "Peak Rating: Spleen-H-9.raw (F9)", "Peak Rating: Spleen-H-10.raw (F10)", "Peak Rating: Spleen-H-11.raw (F11)", "Peak Rating: Spleen-H-12.raw (F12)", "Peak Rating: Spleen-H-13.raw (F13)", "Peak Rating: Spleen-H-14.raw (F14)", "Peak Rating: Spleen-H-15.raw (F15)", "Peak Rating: Spleen-H-16.raw (F16)", "Peak Rating: Spleen-H-25.raw (F25)", "Peak Rating: Spleen-H-26.raw (F26)", "Peak Rating: Spleen-H-27.raw (F27)", "Peak Rating: Spleen-H-28.raw (F28)", "Peak Rating: Spleen-H-29.raw (F29)", "Peak Rating: Spleen-H-30.raw (F30)", "Peak Rating: Spleen-H-31.raw (F31)", "Peak Rating: Spleen-H-32.raw (F32)", "Peak Rating: Spleen-H-1.raw (F1)", "Peak Rating: Spleen-H-2.raw (F2)", "Peak Rating: Spleen-H-3.raw (F3)", "Peak Rating: Spleen-H-4.raw (F4)", "Peak Rating: Spleen-H-5.raw (F5)", "Peak Rating: Spleen-H-6.raw (F6)", "Peak Rating: Spleen-H-7.raw (F7)", "Peak Rating: Spleen-H-8.raw (F8)", "Peak Rating: Spleen-H-17.raw (F17)", "Peak Rating: Spleen-H-18.raw (F18)", "Peak Rating: Spleen-H-19.raw (F19)", "Peak Rating: Spleen-H-20.raw (F20)", "Peak Rating: Spleen-H-21.raw (F21)", "Peak Rating: Spleen-H-22.raw (F22)", "Peak Rating: Spleen-H-23.raw (F23)", "Peak Rating: Spleen-H-24.raw (F24)", "Peak Rating: Spleen-H-33.raw (F33)", "Peak Rating: Spleen-H-34.raw (F34)", "Peak Rating: Spleen-H-35.raw (F35)", "Peak Rating: Spleen-H-36.raw (F36)", "Peak Rating: Spleen-H-37.raw (F37)", "Peak Rating: Spleen-H-38.raw (F38)", "Peak Rating: Spleen-H-39.raw (F39)", "Peak Rating: Spleen-H-40.raw (F40)"
"7440", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "356.15285", "355.14557", "3.188", "461727.913151794", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "258652.041870222", " 214507.5608018", " 233903.840626755", " 257004.374473412", " 219454.993992404", "17.5726437055684", " 14.5742845859724", " 23.7391927652726", " 30.9182811568323", " 18.6257697110753", "1.106", " 1.099", " 0.938", " 0.835", " 0.854", "0.15", " 0.14", " -0.09", " -0.26", " -0.23", "0.542631539437517", " 0.24773115197512", " 0.999999999911328", " 0.0557371930465228", " 0.249595323066118", "1", " 1", " 1", " 1", " 1", "1.9", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 1.9", " ", " ", " ", " ", " ", " ", " ", " ", " "
"7548", "", "False", "", "C2 H8 Cl2 N3 O10 P", "Full match", " No results", " No results", " No results", " No results", "-3.58", "334.93124", "333.92396", "1.411", "461511.958864423", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "127864.271324318", " 142699.716938099", " 124620.069724567", " 142875.888936666", " 166594.568033552", "4.89896325946421", " 66.9522297335208", " 28.4723056931893", " 15.4174751850386", " 24.9637520407482", "1.026", " 1.146", " 1.337", " 0.999", " 1.166", "0.04", " 0.20", " 0.42", " 0.00", " 0.22", "0.999999985516379", " 0.934239094636769", " 0.21217686417936", " 0.984699658573518", " 0.634706941012242", "1", " 1", " 0.850371972956964", " 1", " 1", "7.0", "", " ", " ", " ", " ", " 7.0", " ", " ", " 4.1", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 4.4", " ", " ", " ", " ", " ", " ", " ", " "
"7205", "", "False", "", "C5 H17 N9 P2", "Full match", " No results", " No results", " No results", " No results", "-1.10", "265.10792", "264.10065", "0.797", "461339.127132975", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "124873.79809875", " 77793.1431304072", " 98569.9752585833", " 83579.6056496329", " 124196.967830475", "60.7197538021443", " 8.63080827137245", " 91.9676941331124", " 67.9444285154992", " 59.5413145988032", "1.267", " 0.848", " 1.260", " 0.931", " 1.486", "0.34", " -0.24", " 0.33", " -0.10", " 0.57", "0.984718179087985", " 0.989565417301346", " 0.993036085985657", " 0.877901464991572", " 0.897734786620624", "1", " 1", " 1", " 1", " 1", "4.0", "3.5", " ", " ", " ", " ", " 2.3", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.3", " 2.6", " ", " ", " ", " 4.0", " ", " ", " ", " ", " 2.7", " ", " ", " ", " ", " ", " 1.0", " ", " ", " ", " ", " ", " 1.7", " ", " "
"8385", "", "False", "", "C5 H6 N O12 P3", "Full match", " No results", " No results", " No results", " No results", "0.18", "364.91035", "363.90307", "7.521", "460537.66832081", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "45003.9420249426", " 40808.0215192184", " 62727.5724024214", " 77187.9261668379", " 61439.0031233291", "33.6082428908477", " 33.7037297359192", " 117.104153476033", " 29.3918138706736", " 24.953201820212", "0.717", " 1.231", " 0.979", " 0.529", " 0.796", "-0.48", " 0.30", " -0.03", " -0.92", " -0.33", "0.0778965572956315", " 0.854900299667303", " 0.286658844827381", " 0.349601040311057", " 0.851768001860992", "1", " 1", " 1", " 1", " 1", "4.0", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.3", " ", " ", " ", " ", " ", " ", " 2.1", " ", " ", " 1.0", " ", " 2.9", " ", " ", " ", " 3.3", " ", " ", " ", " ", " ", " 4.0"
"6138", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "653.12288", "652.11560", "7.112", "460513.045394789", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "47825.9061101369", " 41082.4613757372", " 87092.0634145216", " 47370.7409787357", " 33042.134809501", "26.4692974616917", " 36.3762164237684", " 103.944182429018", " 29.5247221122149", " 26.9625014484501", "0.549", " 0.544", " 0.379", " 0.867", " 0.698", "-0.86", " -0.88", " -1.40", " -0.21", " -0.52", "0.240257465327404", " 0.202843146914313", " 0.0162787916351994", " 0.972965116283031", " 0.788340155179835", "1", " 1", " 0.168956448422921", " 1", " 1", "6.0", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 4.0", " 6.0", " 4.6", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"8564", "", "False", "", "C6 H15 N10 O P", "Full match", " No results", " No results", " No results", " No results", "4.33", "274.11798", "273.11070", "8.435", "460442.381586221", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "178408.135118026", " 303960.039811437", " 200666.518059841", " 256004.889357451", " 364606.876866316", "33.7707921901321", " 7.48511294799363", " 15.6071642864549", " 27.0393291811286", " 14.8371957343767", "0.889", " 1.276", " 1.817", " 1.187", " 1.424", "-0.17", " 0.35", " 0.86", " 0.25", " 0.51", "0.914840301843807", " 0.765147349771391", " 0.00012765939621473", " 0.0939717735913483", " 0.0038355633947823", "1", " 1", " 0.00484158015775078", " 1", " 0.353672735587116", "3.1", "", " ", " ", " 2.1", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.0", " ", " 3.1", " ", " ", " 1.8", " 2.7", " ", " ", " ", " 2.9", " ", " ", " "
"6400", "", "False", "chiglitazar", "C36 H29 F N2 O4", "No results", " No results", " No results", " No results", " Full match", "-0.54", "572.21083", "571.20355", "7.116", "460435.018503063", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " Single match found", "PreferredDDA", "", "[M-H]-1", "188829.797387995", " 154489.102938626", " 309237.601052497", " 170305.952662956", " 124174.126349229", "18.4943812036064", " 21.6923306833695", " 40.2233124847403", " 37.2355913385409", " 17.5078616199421", "0.611", " 0.551", " 0.402", " 0.907", " 0.729", "-0.71", " -0.86", " -1.32", " -0.14", " -0.46", "0.040004957444687", " 0.0506156028012866", " 0.000150036909593809", " 0.738670198445493", " 0.231650727775767", "0.944138737519312", " 0.668166365918526", " 0.00552148542297556", " 1", " 1", "4.2", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 4.0", " ", " ", " 2.0", " ", " 4.2", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 2.6", " ", " ", " ", " ", " ", " ", " ", " "
"4421", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "517.18018", "516.17290", "7.037", "460326.002945018", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "87033.4459645718", " 77455.4154332449", " 96484.813986869", " 88664.0192703119", " 64480.8064621762", "18.3491562217674", " 13.7195834851752", " 92.3804061119299", " 11.207154218529", " 19.0707297925118", "0.902", " 0.919", " 0.668", " 0.874", " 0.727", "-0.15", " -0.12", " -0.58", " -0.19", " -0.46", "0.602212775291294", " 0.482086677807714", " 0.0267570838554653", " 0.938063397212277", " 0.572387260601692", "1", " 1", " 0.236886109362605", " 1", " 1", "1.4", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 1.4", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"5075", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "443.61738", "442.61011", "0.643", "460309.074835986", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "103442.278713016", " 57758.6287226542", " 105765.928395341", " 99109.6885948841", " 109149.903065946", "57.9376257159649", " 70.2045425640205", " 86.4629720453356", " 80.3492221602084", " 52.8412771916454", "0.978", " 0.937", " 1.032", " 0.583", " 1.101", "-0.03", " -0.09", " 0.05", " -0.78", " 0.14", "0.998961936908487", " 0.992359630530322", " 0.999998705670601", " 0.560406079624306", " 0.988600801513321", "1", " 1", " 1", " 1", " 1", "6.4", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 6.4", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"7411", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "547.70259", "546.69531", "1.667", "460003.455239589", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "220838.207104734", " 81221.7899861763", " 98236.7722960706", " 104378.794165279", " 103783.980209208", "60.2339980175323", " 19.2853795008854", " 72.868540280275", " 79.9134666379976", " 14.6467053201986", "2.248", " 1.063", " 1.056", " 0.778", " 0.994", "1.17", " 0.09", " 0.08", " -0.36", " -0.01", "0.112328590133067", " 0.997461100122633", " 0.999988680599489", " 0.658034564723468", " 0.99389272548009", "1", " 1", " 1", " 1", " 1", "5.2", "4.8", " 4.6", " ", " 5.2", " ", " ", " ", " 1.2", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 0.5", " ", " ", " ", " ", " 2.3", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"6798", "", "False", "", "C2 H7 O14 P3 S", "Full match", " No results", " No results", " No results", " No results", "-1.82", "379.87624", "378.86897", "6.811", "459875.652923237", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "91172.0530770445", " 104497.311972779", " 131388.394343761", " 107723.209360633", " 90380.0752304152", "44.4174392567047", " 29.7576941642785", " 76.0722914820948", " 29.669667129178", " 26.0560353762475", "0.694", " 0.820", " 0.688", " 0.970", " 0.839", "-0.53", " -0.29", " -0.54", " -0.04", " -0.25", "0.452882961893589", " 0.843497661948494", " 0.0781831079779673", " 0.933737323809731", " 0.474140004231392", "1", " 1", " 0.470379559998587", " 1", " 1", "3.3", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.3", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.3", " "
"5167", "", "False", "", "C4 H7 Cl N4 O3 S3", "Full match", " No results", " No results", " No results", " No results", "-2.37", "289.93619", "288.92892", "0.747", "459791.903045388", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "40968.8114353802", " 97760.9920874168", " 72561.9451953916", " 61532.7897301649", " 100759.176642545", "101.51729110621", " 93.202731011186", " 93.6822265428104", " 112.478071130578", " 87.2223585756787", "0.565", " 0.848", " 1.389", " 1.589", " 1.637", "-0.82", " -0.24", " 0.47", " 0.67", " 0.71", "0.991466290704895", " 0.997701317888386", " 0.956465791329738", " 0.865292143108661", " 0.848539936265357", "1", " 1", " 1", " 1", " 1", "6.4", "", " ", " 6.1", " ", " ", " ", " 5.5", " ", " ", " 4.6", " ", " 6.1", " 5.2", " 6.4", " ", " ", " ", " 6.1", " 5.8", " ", " ", " ", " ", " 6.1", " ", " ", " ", " ", " ", " 5.8", " 6.3", " ", " 6.1", " 6.1", " ", " 4.9", " ", " ", " 5.5", " "
"7037", "", "False", "", "C3 H3 Cl3 N3 P S3", "Full match", " No results", " No results", " No results", " No results", "-0.45", "312.82909", "311.82179", "0.731", "459754.246132489", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "259854.270975637", " 49496.9326486182", " 90755.9171296821", " 101650.292500938", " 68729.6688680671", "55.4346693000106", " 20.4721057380439", " 69.6019952742387", " 92.3691624050491", " 66.4795562577852", "2.863", " 1.120", " 0.757", " 0.487", " 0.676", "1.52", " 0.16", " -0.40", " -1.04", " -0.56", "0.190424180941575", " 0.98861845789313", " 0.956032813292651", " 0.145504837343728", " 0.764244012246738", "1", " 1", " 1", " 1", " 1", "5.0", "3.9", " 1.6", " 2.3", " 5.0", " 5.0", " 4.6", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 4.6", " ", " 4.2", " 3.7", " ", " ", " ", " ", " ", " 3.4", " ", " ", " ", " ", " ", " ", " ", " "
"5575", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "507.18342", "506.17615", "5.708", "459390.790884258", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "78921.78032458", " 81388.1858159276", " 86659.7170827744", " 81531.1319571722", " 71881.2076389126", "18.5808791052364", " 13.057042462849", " 25.6057540095746", " 102.973608103975", " 16.40293882802", "0.911", " 0.941", " 0.829", " 0.998", " 0.882", "-0.13", " -0.09", " -0.27", " 0.00", " -0.18", "0.955084728642404", " 0.947706494892327", " 0.535691019990515", " 0.561193219801001", " 0.17379275866656", "1", " 1", " 1", " 1", " 1", "5.6", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 5.6", " ", " ", " ", " ", " ", " ", " ", " "
"7774", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "366.27644", "365.26916", "3.590", "459339.991801339", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "123344.055789372", " 84906.662030148", " 81367.6716126777", " 145900.105212768", " 110638.081845763", "20.931002726508", " 31.0976501258151", " 61.7317154228979", " 28.7799796203611", " 87.1562245364769", "1.516", " 1.793", " 1.360", " 0.582", " 0.758", "0.60", " 0.84", " 0.44", " -0.78", " -0.40", "0.999425789727261", " 0.736507847367964", " 0.674586699884815", " 0.425625343103188", " 0.999971763989671", "1", " 1", " 1", " 1", " 1", "3.1", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.1", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 1.1", " ", " ", " ", " ", " ", " 0.7"
"4659", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "577.14155", "576.13428", "6.128", "459057.966878981", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "104481.784175714", " 83706.4040518594", " 113919.871516732", " 114835.790750101", " 95227.9211345711", "21.323425218231", " 20.821359194997", " 85.5861755161227", " 23.0887317000271", " 26.9479881933303", "0.917", " 1.008", " 0.836", " 0.729", " 0.829", "-0.12", " 0.01", " -0.26", " -0.46", " -0.27", "0.845397967481518", " 0.980256543914775", " 0.698289981131315", " 0.644885813161421", " 0.947148383803821", "1", " 1", " 1", " 1", " 1", "3.7", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.7", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"5165", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "301.75600", "300.74872", "0.623", "458720.271219043", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "210533.543622348", " 75366.8293114961", " 153195.877533305", " 170012.831906193", " 147328.462803483", "59.9968317771992", " 77.3112777548579", " 33.1989086427215", " 62.3961708818085", " 44.6842958661283", "1.374", " 1.110", " 0.962", " 0.443", " 0.867", "0.46", " 0.15", " -0.06", " -1.17", " -0.21", "0.918204326852146", " 0.993589368949715", " 0.999322709062184", " 0.189794593324544", " 0.999745824908215", "1", " 1", " 1", " 1", " 1", "6.0", "", " ", " ", " ", " ", " 6.0", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 5.9", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"4144", "", "False", "", "C2 H N O13 P2 S", "Full match", " No results", " No results", " No results", " No results", "2.54", "340.86525", "339.85797", "5.858", "458691.625791888", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "24940.9395688862", " 120639.590424144", " 29785.3692583439", " 66256.7099173011", " 132521.428984266", "66.3417237884799", " 47.8850707341602", " 109.754847088236", " 93.9667089034354", " 76.0584914320536", "0.837", " 2.224", " 4.449", " 1.821", " 2.000", "-0.26", " 1.15", " 2.15", " 0.86", " 1.00", "0.753030015464713", " 0.780870626269917", " 0.115710723112902", " 0.885742987141752", " 0.665498612130027", "1", " 1", " 0.600685971449821", " 1", " 1", "4.2", "", " ", " 3.8", " ", " ", " ", " ", " ", " ", " 0.5", " ", " ", " ", " ", " 3.8", " ", " ", " ", " ", " ", " ", " ", " ", " 3.1", " 3.8", " ", " ", " ", " ", " ", " ", " ", " 4.2", " 3.0", " ", " 3.3", " 1.4", " ", " ", " "
"8094", "", "False", "", "C5 H6 O13 P2", "Full match", " No results", " No results", " No results", " No results", "0.01", "335.92837", "334.92109", "8.194", "458659.618804284", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "81175.988292053", " 49691.0278560866", " 144505.406630221", " 65228.3264499639", " 54772.0917110224", "36.1030484638151", " 40.9963775434108", " 71.1546558825573", " 62.9026374621392", " 46.5890041208761", "0.562", " 0.451", " 0.379", " 0.762", " 0.840", "-0.83", " -1.15", " -1.40", " -0.39", " -0.25", "0.158845046661065", " 0.0140821366907006", " 0.00229143989597103", " 0.514783047841413", " 0.961605467299176", "1", " 0.357103162763099", " 0.0467166165750511", " 1", " 1", "4.8", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 4.5", " 1.5", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 0.7", " ", " 4.8", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 1.5", " 1.7", " 1.5", " 3.4", " "
"7079","","False","4R,12S-dihydroxy-9-oxo-5E,7Z,10Z,14Z-prostatetraenoic acid-cyclo[8,12]","C20 H28 O5","No results"," No results"," No results"," Partial match"," Full match","-2.27","348.19288","347.18561","3.411","458539.426010454","4","0","0","","","","No matches found"," No matches found","","Multiple matches found"," Single match found","NoMSn","","[M-H]-1","112267.190783487"," 78458.6521045122"," 77592.2127521836"," 110322.332499542"," 84205.1491125894","17.936906159431"," 17.5307977285921"," 36.1353506760099"," 76.496175654262"," 29.2504997151856","1.447"," 1.422"," 1.085"," 0.711"," 0.763","0.53"," 0.51"," 0.12"," -0.49"," -0.39","0.804403103076086"," 0.0550673318028063"," 0.999498489834027"," 0.0115744482227182"," 0.0331796323311144","1"," 0.691126844952851"," 1"," 1"," 0.970252884834104","5.2",""," 1.7"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," 1.2"," "," "," 5.2"," "," "," "," "," "," "," "," "," "," "
"6175", "", "False", "", "C30 H27 O14", "No results", " No results", " No results", " No results", " Full match", "-1.18", "611.13936", "610.13208", "3.721", "458504.467721845", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "Multiple matches found", " No matches found", "NoMSn", "", "[M-H]-1", "155247.568869006", " 117188.410296036", " 123186.877081158", " 129690.235916663", " 123095.118261318", "23.2750200555647", " 77.8322464685269", " 34.4466823917243", " 42.2020779290755", " 27.629229129888", "1.260", " 1.053", " 0.999", " 0.904", " 0.949", "0.33", " 0.07", " 0.00", " -0.15", " -0.08", "0.993611137269185", " 0.922025385905667", " 0.999987717651811", " 0.990091287342668", " 0.89237831153245", "1", " 1", " 1", " 1", " 1", "2.6", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 2.6", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"5886", "", "False", "", "C5 H13 Cl N8 O4 P2 S", "Full match", " No results", " No results", " No results", " No results", "1.62", "377.99503", "376.98776", "8.941", "458221.074639436", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "362519.253457816", " 225574.114742574", " 308869.412819894", " 212587.914966842", " 200535.82973935", "25.9954366965549", " 25.1872593090765", " 46.2331827913607", " 32.9947044867857", " 12.3737906491042", "1.174", " 0.688", " 0.649", " 1.061", " 0.943", "0.23", " -0.54", " -0.62", " 0.09", " -0.08", "0.715242692348742", " 0.962742545242251", " 0.700043946706811", " 0.99992264197115", " 0.970219268422832", "1", " 1", " 1", " 1", " 1", "7.4", "", " 3.7", " 5.3", " 3.0", " ", " ", " 3.7", " 5.3", " ", " ", " 4.1", " 4.1", " ", " 5.6", " 3.4", " 2.8", " 3.5", " 3.9", " 3.7", " 4.5", " 5.4", " ", " 2.3", " 3.1", " ", " 2.9", " ", " 3.0", " 4.4", " 3.6", " ", " ", " ", " ", " ", " ", " ", " ", " 7.4", " "
"7528", "", "False", "", "C6 H15 N O11 P2", "Full match", " No results", " No results", " No results", " No results", "0.91", "339.01234", "338.00507", "0.670", "457915.215223775", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "106849.254625122", " 61936.5598900024", " 80232.6242722458", " 94916.8489974992", " 98951.5262794575", "65.5124491987541", " 86.3710466955517", " 17.4690430038163", " 87.1861475318611", " 56.5555997067106", "1.332", " 1.183", " 1.233", " 0.653", " 1.043", "0.41", " 0.24", " 0.30", " -0.62", " 0.06", "0.780135531873287", " 0.728071462072958", " 0.903982705144089", " 0.62453713943926", " 0.996025215784145", "1", " 1", " 1", " 1", " 1", "5.0", "", " ", " 4.4", " ", " 5.0", " ", " ", " ", " ", " ", " ", " ", " ", " 3.5", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 2.6", " ", " ", " ", " ", " ", " ", " ", " ", " "
"6035", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "418.06788", "417.06061", "4.802", "456536.569265946", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "237123.451811675", " 176011.072025576", " 170655.596342595", " 213578.707279085", " 193967.716911197", "34.4568713666702", " 45.684589101769", " 47.8788648876574", " 47.1152672986197", " 38.7882814427528", "1.389", " 1.252", " 1.137", " 0.824", " 0.908", "0.47", " 0.32", " 0.18", " -0.28", " -0.14", "0.829358173105056", " 0.574416203443435", " 0.998634660499501", " 0.886611319145335", " 0.743182497187113", "1", " 1", " 1", " 1", " 1", "0.5", "", " ", " ", " ", " ", " ", " ", " ", " 0.5", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
