"Compounds ID", "Tags", "Checked", "Name", "Formula", "Annot. Source: Predicted Compositions", "Annot. Source: mzCloud Search", "Annot. Source: mzVault Search", "Annot. Source: ChemSpider Search", "Annot. Source: MassList Search", "Annot. DeltaMass [ppm]", "Calc. MW", "m/z", "RT [min]", "Area (Max.)", "# ChemSpider Results", "# mzCloud Results", "# mzVault Results", "mzCloud Best Match", "mzCloud Best Match Confidence", "mzVault Best Match", "mzVault Library Match: Bamba lab 34 lipid mediators library stepped NCE 10 30 45", "mzVault Library Match: Bamba lab 598 polar metabolites stepped NCE 10 30 45", "mzVault Library Match: Custom mzVault Library", "mzVault Library Match: LipidBlast-VS68-Neg", "mzVault Library Match: LipidBlast-VS68-Pos", "Class Coverage: Phosphatidylcholine Compound Class", "Mass List Match: LipidMaps Structure Database 2021-09-13", "MS2", "Neutral Losses", "Reference Ion", "Group Area: cla", "Group Area: cla/lps", "Group Area: ctrl", "Group Area: lps", "Group Area: no2-cla/lps", "Group CV [%]: cla", "Group CV [%]: cla/lps", "Group CV [%]: ctrl", "Group CV [%]: lps", "Group CV [%]: no2-cla/lps", "Ratio: (cla) / (ctrl)", "Ratio: (lps) / (ctrl)", "Ratio: (no2-cla/lps) / (ctrl)", "Ratio: (cla/lps) / (lps)", "Ratio: (no2-cla/lps) / (lps)", "Log2 Fold Change: (cla) / (ctrl)", "Log2 Fold Change: (lps) / (ctrl)", "Log2 Fold Change: (no2-cla/lps) / (ctrl)", "Log2 Fold Change: (cla/lps) / (lps)", "Log2 Fold Change: (no2-cla/lps) / (lps)", "P-value: (cla) / (ctrl)", "P-value: (lps) / (ctrl)", "P-value: (no2-cla/lps) / (ctrl)", "P-value: (cla/lps) / (lps)", "P-value: (no2-cla/lps) / (lps)", "Adj. P-value: (cla) / (ctrl)", "Adj. P-value: (lps) / (ctrl)", "Adj. P-value: (no2-cla/lps) / (ctrl)", "Adj. P-value: (cla/lps) / (lps)", "Adj. P-value: (no2-cla/lps) / (lps)", "Peak Rating (Max.)", "Peak Rating: Kidney-F-9.raw (F9)", "Peak Rating: Kidney-F-10.raw (F10)", "Peak Rating: Kidney-F-11.raw (F11)", "Peak Rating: Kidney-F-12.raw (F12)", "Peak Rating: Kidney-F-13.raw (F13)", "Peak Rating: Kidney-F-14.raw (F14)", "Peak Rating: Kidney-F-15.raw (F15)", "Peak Rating: Kidney-F-16.raw (F16)", "Peak Rating: Kidney-F-25.raw (F25)", "Peak Rating: Kidney-F-26.raw (F26)", "Peak Rating: Kidney-F-27.raw (F27)", "Peak Rating: Kidney-F-28.raw (F28)", "Peak Rating: Kidney-F-29.raw (F29)", "Peak Rating: Kidney-F-30.raw (F30)", "Peak Rating: Kidney-F-31.raw (F31)", "Peak Rating: Kidney-F-32.raw (F32)", "Peak Rating: Kidney-F-1.raw (F1)", "Peak Rating: Kidney-F-2.raw (F2)", "Peak Rating: Kidney-F-3.raw (F3)", "Peak Rating: Kidney-F-4.raw (F4)", "Peak Rating: Kidney-F-5.raw (F5)", "Peak Rating: Kidney-F-6.raw (F6)", "Peak Rating: Kidney-F-7.raw (F7)", "Peak Rating: Kidney-F-8.raw (F8)", "Peak Rating: Kidney-F-17.raw (F17)", "Peak Rating: Kidney-F-18.raw (F18)", "Peak Rating: Kidney-F-19.raw (F19)", "Peak Rating: Kidney-F-20.raw (F20)", "Peak Rating: Kidney-F-21.raw (F21)", "Peak Rating: Kidney-F-22.raw (F22)", "Peak Rating: Kidney-F-23.raw (F23)", "Peak Rating: Kidney-F-24.raw (F24)", "Peak Rating: Kidney-F-33.raw (F33)", "Peak Rating: Kidney-F-34.raw (F34)", "Peak Rating: Kidney-F-35.raw (F35)", "Peak Rating: Kidney-F-36.raw (F36)", "Peak Rating: Kidney-F-37.raw (F37)", "Peak Rating: Kidney-F-38.raw (F38)", "Peak Rating: Kidney-F-39.raw (F39)", "Peak Rating: Kidney-F-40.raw (F40)"
"378", "", "False", "Ieodomycin A", "C13 H22 O4", "Full match", " No results", " No results", " Full match", " Full match", "2.02", "242.15230", "241.14502", "2.687", "21676644.783817", "1", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Single match found", "PreferredDDA", "", "[M-H]-1", "8611867.41741556", " 8413217.17182179", " 8754569.62039622", " 8747969.35145999", " 8519585.73901895", "1.18234561977365", " 2.80469659299278", " 3.85806833637873", " 6.17457130669082", " 46.1733373955042", "0.984", " 0.999", " 0.973", " 0.962", " 0.974", "-0.02", " 0.00", " -0.04", " -0.06", " -0.04", "0.999981390352753", " 0.999998869759098", " 0.80236552320927", " 0.996837100472892", " 0.755455428456051", "0.999999999999803", " 0.999999999657199", " 0.999999999995581", " 0.999999999986602", " 0.999999999990951", "7.7", "6.2", " 6.6", " 6.6", " 6.6", " 6.2", " 7.3", " ", " 6.2", " 6.6", " 7.0", " 6.6", " 7.7", " 6.2", " 7.0", " 7.0", " 5.8", " 6.2", " 5.5", " 6.6", " 6.6", " 5.8", " ", " 7.7", " 6.2", " 5.7", " 5.3", " 6.1", " 6.1", " 6.1", " 7.2", " 7.6", " 7.6", " 4.7", " 3.2", " 1.7", " 3.6", " 3.6", " 3.6", " 3.9", " 3.2"
"43", "", "False", "Zooxanthellactone", "C22 H30 O2", "Full match", " No results", " No results", " Not the top hit", " Full match", "-2.23", "326.22385", "325.21658", "7.039", "20131103.4631301", "4", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "CO2", "[M-H]-1", "4476198.33147237", " 6655310.32642158", " 3457160.84299695", " 6978574.61629856", " 6581791.59450896", "41.3378450012927", " 65.2387530416794", " 28.2592345135561", " 48.7879741809343", " 30.0198888137606", "1.295", " 2.019", " 1.904", " 0.954", " 0.943", "0.37", " 1.01", " 0.93", " -0.07", " -0.08", "0.826893113838283", " 0.00181487902954791", " 0.0294293935227388", " 0.979473705778594", " 0.832560590792557", "0.999999999999803", " 0.0184577058749766", " 0.144358919806276", " 0.999999999986602", " 0.999999999990951", "7.1", "5.6", " 6.6", " 5.2", " 4.2", " 6.4", " 5.6", " 4.5", " 5.1", " 6.6", " 6.2", " 6.2", " 5.8", " 5.8", " 6.0", " 5.6", " 6.2", " 6.4", " 5.1", " 6.6", " 5.5", " 7.0", " 7.0", " 5.5", " 6.2", " 5.8", " 5.8", " 4.3", " 6.0", " 5.6", " 5.8", " 4.7", " 6.2", " 6.7", " 4.6", " 6.1", " 5.2", " 7.1", " 6.0", " 6.9", " 6.7"
"64", "", "False", "", "C19 H39 O2 P S", "Full match", " No results", " No results", " No results", " No results", "4.55", "362.24248", "361.23521", "7.684", "19857315.4757298", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "14108815.789105", " 13523288.7720718", " 15658153.8254889", " 13700643.6570552", " 14440407.3998099", "18.0176862137983", " 13.5994221645417", " 19.6028276074223", " 35.5722459296499", " 15.015137841851", "0.901", " 0.875", " 0.922", " 0.987", " 1.054", "-0.15", " -0.19", " -0.12", " -0.02", " 0.08", "0.712392142965945", " 0.0816689827426281", " 0.98347920177737", " 0.699864181798397", " 0.23244998945812", "0.999999999999803", " 0.319981752057182", " 0.999999999995581", " 0.999999999986602", " 0.999999999990951", "7.3", "5.1", " 4.3", " 7.3", " 7.3", " 5.5", " 5.5", " 4.3", " 3.2", " 3.3", " 3.7", " 3.7", " 3.3", " 5.2", " 4.8", " 5.2", " 4.8", " 4.3", " 5.1", " 4.3", " 3.9", " 2.8", " 2.8", " 7.3", " 4.3", " 3.3", " 1.4", " 3.3", " 5.7", " 5.6", " 2.2", " 1.8", " 1.4", " 3.2", " 4.7", " 5.1", " 3.6", " 6.2", " 3.9", " 6.2", " 2.8"
"55", "", "False", "14-hydroxy-12-tetradecenoic acid", "C14 H26 O3", "Full match", " No results", " No results", " Not the top hit", " Full match", "-3.62", "242.18732", "241.18004", "5.477", "19255232.4780812", "12", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "2226067.28746454", " 3565407.37865147", " 1761511.35303113", " 3528891.7595635", " 3708261.12637964", "", " 47.7537634079793", " 17.3412598217928", " 100.303402282264", " 65.4814359382687", "1.264", " 2.003", " 2.105", " 1.010", " 1.051", "0.34", " 1.00", " 1.07", " 0.01", " 0.07", "", " 0.117224985103069", " 0.142898481412557", " 0.953222378779076", " 0.999951317074654", "", " 0.397401013328136", " 0.456100632453778", " 0.999999999986602", " 0.999999999990951", "6.6", "", " ", " ", " ", " ", " ", " ", " 3.9", " 5.5", " 6.2", " 4.8", " 5.6", " 5.8", " 4.2", " ", " 4.6", " ", " 4.2", " 3.5", " ", " 3.1", " 3.9", " 6.1", " ", " 5.8", " 6.6", " 4.5", " 4.8", " 4.2", " 5.2", " 4.8", " 5.6", " 3.1", " 5.5", " 3.5", " 5.6", " 5.8", " 6.2", " 4.6", " 5.2"
"48", "", "False", "", "C32 H72 N6 O4 S", "Full match", " No results", " No results", " No results", " No results", "-2.83", "636.53177", "635.52450", "7.649", "18969218.5565302", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "2255443.06893877", " 6504523.2890362", " 3611047.86569356", " 11748835.8037207", " 9154528.08042372", "54.3604295325839", " 77.2651240239656", " 48.6110143934809", " 39.0989940533517", " 41.7175280887905", "0.625", " 3.254", " 2.535", " 0.554", " 0.779", "-0.68", " 1.70", " 1.34", " -0.85", " -0.36", "0.87957403515049", " 0.0168262986760735", " 0.0324383125447886", " 0.138681233391051", " 0.999662888673031", "0.999999999999803", " 0.0980850093556482", " 0.154247486182362", " 0.857430292751343", " 0.999999999990951", "6.7", "", " 4.5", " ", " 3.3", " 3.1", " 2.7", " 4.2", " 4.3", " 2.8", " 4.7", " ", " 6.2", " 2.6", " ", " 4.8", " ", " 2.2", " 2.0", " 4.5", " 5.6", " 3.3", " ", " ", " 3.2", " 6.7", " 2.2", " 2.9", " 4.8", " 3.5", " 4.4", " 3.3", " 4.4", " 2.0", " 3.2", " 3.6", " 4.3", " 3.2", " 5.8", " 4.7", " "
"67", "", "False", "", "C16 H26 N6 O2", "Full match", " No results", " No results", " No results", " No results", "-1.46", "334.21124", "333.20396", "6.938", "18534035.3117999", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "2299372.53184155", " 8201332.26825307", " 2094004.33703225", " 12119358.6049398", " 10481452.692057", "39.1996757043839", " 60.1548850752089", " 31.7923318107578", " 24.736223766415", " 22.5491692168036", "1.098", " 5.788", " 5.005", " 0.677", " 0.865", "0.13", " 2.53", " 2.32", " -0.56", " -0.21", "0.669834051930042", " 1.92028004608602E-09", " 6.2070517614643E-09", " 0.121153805187546", " 0.993156533705079", "0.999999999999803", " 3.74130324572638E-07", " 4.82081020140394E-07", " 0.825721344577095", " 0.999999999990951", "8.0", "2.1", " 2.9", " 4.2", " 2.5", " 2.3", " 2.9", " 2.1", " 3.5", " 3.9", " 3.6", " 5.1", " 4.7", " 5.8", " 4.1", " 2.0", " 5.8", " 6.0", " 6.3", " 5.9", " 6.6", " 5.1", " 4.9", " 6.3", " 5.9", " 6.8", " 3.8", " 6.8", " 4.6", " 8.0", " 6.8", " 5.3", " 4.9", " 6.8", " 7.2", " 6.5", " 6.1", " 7.2", " 5.7", " 7.2", " 6.8"
"57", "", "False", "", "C18 H28 N6 O2", "Full match", " No results", " No results", " No results", " No results", "-1.29", "360.22691", "359.21963", "7.174", "18527051.4178369", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "6444483.22706908", " 6465568.65882904", " 9633921.00742728", " 14207787.3041338", " 14326163.7866194", "24.8811754943667", " 47.0201210860219", " 13.8761538069036", " 18.9372061913957", " 15.8320099632827", "0.669", " 1.475", " 1.487", " 0.455", " 1.008", "-0.58", " 0.56", " 0.57", " -1.14", " 0.01", "0.0331109516111106", " 0.111556712263834", " 0.187094072047068", " 1.14426463304618E-05", " 0.998884601338326", "0.519841940294436", " 0.383626679583544", " 0.534882439103889", " 0.00291215349110252", " 0.999999999990951", "7.9", "6.6", " 4.9", " 4.9", " 5.9", " 7.2", " 5.3", " 6.5", " 6.8", " 3.6", " 3.9", " 3.6", " 3.2", " 5.8", " 5.6", " 5.0", " 5.2", " 6.0", " 7.9", " 7.9", " 7.9", " 6.3", " 6.3", " 7.5", " 6.3", " 7.7", " 5.1", " 7.7", " 7.3", " 5.1", " 7.0", " 5.8", " 3.6", " 6.6", " 7.7", " 4.7", " 5.5", " 3.9", " 2.8", " 7.3", " 5.1"
"65", "", "False", "2-(Methylsulfonyl)-3-(pyrazin-2-ylamino)acrylonitrile", "C8 H8 N4 O2 S", "No match", " Invalid mass", " No results", " No results", " No results", "-9.42", "224.03469", "223.02741", "3.849", "18299292.6655493", "0", "2", "0", "94.6", "9.7", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "10046465.3092905", " 10201126.5839653", " 8640972.87253229", " 9247466.43994886", " 9840501.91098725", "32.9765758206612", " 22.6388405400752", " 32.0208092811643", " 31.9611188933798", " 20.3525271386512", "1.163", " 1.070", " 1.139", " 1.103", " 1.064", "0.22", " 0.10", " 0.19", " 0.14", " 0.09", "0.997342757849454", " 0.615638030034061", " 0.721277615909752", " 0.992257780170061", " 0.99978563536399", "0.999999999999803", " 0.999999999657199", " 0.999999999995581", " 0.999999999986602", " 0.999999999990951", "7.6", "7.1", " 6.7", " 6.7", " 6.3", " 6.3", " 6.7", " 7.1", " 5.5", " 7.2", " 6.8", " 7.2", " 6.8", " 7.2", " 7.2", " 7.2", " 7.2", " 7.1", " 6.7", " 6.3", " 6.3", " 6.3", " 6.1", " 6.0", " 6.7", " 6.7", " 6.7", " 6.7", " 6.3", " 7.1", " 6.7", " 6.3", " 6.0", " 6.8", " 6.8", " 7.6", " 6.8", " 7.2", " 7.2", " 6.8", " 6.8"
"73", "", "False", "diginatigenin", "C23 H34 O6", "Full match", " No results", " No results", " Full match", " Full match", "-2.27", "406.23461", "405.22734", "3.176", "18298543.0335288", "4", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "3715445.48768509", " 9067205.36218139", " 2608975.75787459", " 10395023.1291075", " 13805908.520505", "52.0487382062222", " 48.0126466257994", " 64.9671863134463", " 31.0890055762978", " 27.6799779093804", "1.424", " 3.984", " 5.292", " 0.872", " 1.328", "0.51", " 1.99", " 2.40", " -0.20", " 0.41", "0.83548337706238", " 7.88692730414597E-05", " 7.86352839732274E-06", " 0.994649431083401", " 0.935457556843247", "0.999999999999803", " 0.00150798050055271", " 0.00018322021165762", " 0.999999999986602", " 0.999999999990951", "7.6", "4.5", " 5.6", " 5.6", " 5.8", " 6.0", " 6.2", " 5.6", " 6.2", " ", " 6.6", " 5.8", " 5.8", " 5.8", " 6.2", " 4.8", " 6.2", " 5.0", " 5.6", " 5.0", " 5.6", " 5.8", " 5.4", " 6.2", " 5.8", " 6.7", " 6.0", " 6.7", " 6.7", " 6.3", " 5.2", " 5.6", " 6.7", " 7.6", " 6.5", " 7.2", " 6.5", " 6.8", " 7.6", " 6.5", " 7.2"
"46", "", "False", "", "C7 H8 O5 S2", "Full match", " No results", " No results", " No results", " No results", "3.84", "235.98222", "234.97494", "10.855", "18065065.0659208", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "CO2", "[M-H]-1", "13208507.1023545", " 14483687.6233307", " 13372942.3789516", " 14477481.1979478", " 15318095.0699439", "7.13157375323505", " 10.4970121993571", " 10.8886997933781", " 6.93367215439314", " 6.03944285410828", "0.988", " 1.083", " 1.145", " 1.000", " 1.058", "-0.02", " 0.11", " 0.20", " 0.00", " 0.08", "0.341527132213844", " 0.0249649352586155", " 0.00137071048999848", " 0.989352188548522", " 0.817073513381504", "0.999999999999803", " 0.129709120148024", " 0.0138858932247672", " 0.999999999986602", " 0.999999999990951", "8.0", "6.8", " 6.8", " 6.8", " 7.6", " 7.2", " 6.1", " 6.8", " 8.0", " 7.9", " 7.1", " 6.7", " 7.5", " 6.3", " 6.0", " 6.0", " 7.1", " 6.0", " 6.7", " 7.5", " 6.0", " 7.1", " 6.3", " 5.6", " 6.3", " 6.5", " 8.0", " 6.8", " 7.6", " 8.0", " 6.8", " 7.2", " 7.6", " 6.8", " 6.5", " 6.8", " 7.2", " 6.8", " 7.6", " 7.2", " 6.5"
"69", "", "False", "", "C4 H14 N6 O2 P2", "Full match", " No results", " No results", " No results", " No results", "3.31", "240.06614", "239.05886", "3.850", "17424015.6171879", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "9441372.80077631", " 9850301.5183364", " 8167161.73755402", " 8764914.55256103", " 9334146.82413751", "32.7023668591807", " 22.2330316391456", " 32.9260383880957", " 32.0428326034735", " 20.1446509448902", "1.156", " 1.073", " 1.143", " 1.124", " 1.065", "0.21", " 0.10", " 0.19", " 0.17", " 0.09", "0.996165946233029", " 0.580903234488406", " 0.68254097850461", " 0.990645733430663", " 0.99982806595593", "0.999999999999803", " 0.999999999657199", " 0.999999999995581", " 0.999999999986602", " 0.999999999990951", "7.2", "6.3", " 6.3", " 6.7", " 6.3", " 6.0", " 6.7", " 6.7", " 5.1", " 7.2", " 6.8", " 7.2", " 6.5", " 7.2", " 7.2", " 7.2", " 7.2", " 6.7", " 6.3", " 6.3", " 6.3", " 6.3", " 5.7", " 6.3", " 7.1", " 6.7", " 6.3", " 6.3", " 6.7", " 6.3", " 6.7", " 6.3", " 6.3", " 6.1", " 7.2", " 7.2", " 7.2", " 7.2", " 7.2", " 7.2", " 7.2"
"74", "", "False", "Bufexamac", "C12 H17 N O3", "Full match", " Full match", " No results", " Partial match", " Partial match", "-4.63", "223.11981", "222.11253", "3.201", "17405050.834136", "7", "1", "0", "78.7", "48.2", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Single match found", "PreferredDDA", "CO2", "[M-H]-1", "705428.428338227", " 837529.590985256", " 1423550.78919503", " 1247872.05576755", " 1659098.00743226", "24.4794612794784", " 39.4887217895402", " 29.200403406561", " 185.62553063473", " 37.8159779558107", "0.496", " 0.877", " 1.165", " 0.671", " 1.330", "-1.01", " -0.19", " 0.22", " -0.58", " 0.41", "0.319779322877831", " 0.999851889350334", " 0.919594256067784", " 0.366161131520347", " 0.962256581420301", "0.999999999999803", " 0.999999999657199", " 0.999999999995581", " 0.999999999986602", " 0.999999999990951", "6.5", "", " 2.5", " 3.5", " 4.4", " 5.9", " 5.4", " 6.2", " 5.0", " 5.5", " 5.3", " 5.7", " 3.8", " 4.7", " 5.7", " ", " 5.1", " ", " 2.4", " 6.4", " 3.4", " 5.8", " 6.2", " 4.5", " 4.9", " 4.4", " 5.8", " 2.1", " 4.4", " ", " 2.7", " 2.5", " 5.4", " 5.9", " 5.9", " 5.9", " 4.2", " 6.5", " 5.7", " 5.7", " 4.9"
"95", "", "False", "", "C13 H25 N O3", "Full match", " No results", " No results", " No results", " No results", "-3.37", "243.18262", "242.17535", "3.136", "17397684.0692252", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "CO2", "[M-H]-1", "14600073.7460492", " 15277042.7495602", " 15235471.3526894", " 14204322.0872137", " 14328703.2673815", "7.13144563404727", " 4.80340122398484", " 6.44275412242173", " 9.68119879785943", " 8.78373997873116", "0.958", " 0.932", " 0.940", " 1.076", " 1.009", "-0.06", " -0.10", " -0.09", " 0.11", " 0.01", "0.986942196748883", " 0.999999327733782", " 0.995934463649461", " 0.998842660363504", " 0.997468942683589", "0.999999999999803", " 0.999999999657199", " 0.999999999995581", " 0.999999999986602", " 0.999999999990951", "8.5", "8.0", " 8.0", " 7.2", " 8.0", " 6.8", " 7.6", " 7.2", " 8.0", " ", " ", " 8.5", " 8.1", " 8.1", " 8.1", " 8.1", " ", " 7.2", " 7.6", " 8.0", " 7.6", " ", " 6.8", " 7.2", " 7.6", " 7.6", " 6.8", " 7.2", " 7.6", " 7.2", " 8.0", " 7.6", " ", " 8.0", " 7.6", " 8.0", " 7.6", " 7.6", " 7.6", " 7.2", " 7.6"
"321", "", "False", "Ieodomycin A", "C13 H22 O4", "Full match", " No results", " No results", " Full match", " Full match", "1.94", "242.15228", "241.14499", "7.856", "17321709.5766649", "1", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Single match found", "PreferredDDA", "", "[M-H]-1", "15188076.7919185", " 8194867.7731042", " 14479229.9866972", " 12663385.4357299", " 9120259.88570467", "7.95985589630967", " 55.7958027469848", " 14.3846501033776", " 33.3427775236145", " 8.49785712945422", "1.049", " 0.875", " 0.630", " 0.647", " 0.720", "0.07", " -0.19", " -0.67", " -0.63", " -0.47", "0.928544840257846", " 0.907541982923027", " 0.260702897312772", " 0.667542178368435", " 0.743933369291674", "0.999999999999803", " 0.999999999657199", " 0.667514011800833", " 0.999999999986602", " 0.999999999990951", "6.1", "5.3", " 4.2", " 3.4", " 4.2", " 5.3", " 5.3", " 6.1", " 4.9", " 0.7", " 0.9", " 0.9", " ", " ", " ", " 3.2", " 3.2", " 5.2", " 5.6", " ", " 4.4", " 2.9", " 4.8", " 4.4", " 2.9", " 1.4", " ", " 2.9", " 1.8", " ", " 3.3", " 2.6", " 2.2", " ", " 3.4", " 3.4", " 3.4", " ", " ", " 3.4", " 3.4"
"104", "", "False", "", "C34 H68 N2 O6", "Full match", " No results", " No results", " No results", " No results", "-1.69", "600.50672", "599.49944", "9.088", "16565879.5915956", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "3102571.78821573", " 8634481.35530061", " 3789505.10921665", " 10463153.9987848", " 9599945.037543", "32.7454976211073", " 40.1330786889371", " 36.2724555565274", " 39.8195951768304", " 28.0920240504827", "0.819", " 2.761", " 2.533", " 0.825", " 0.918", "-0.29", " 1.47", " 1.34", " -0.28", " -0.12", "0.993814360515182", " 0.00144788743783253", " 0.000136052290878763", " 0.99145083276426", " 0.914523244593112", "0.999999999999803", " 0.0157293226200897", " 0.00181143907284296", " 0.999999999986602", " 0.999999999990951", "5.7", "3.1", " 2.9", " 3.1", " 3.1", " 3.5", " 3.1", " 2.7", " 2.7", " 3.9", " 3.9", " 3.2", " 2.8", " 3.9", " 2.8", " 4.3", " 2.4", " ", " 1.1", " 3.1", " 2.7", " 3.5", " 3.1", " 3.1", " 3.5", " 3.1", " 3.7", " 4.4", " 3.7", " 4.1", " 3.5", " 3.3", " 2.9", " 3.8", " 4.2", " 3.8", " 4.2", " 5.7", " 3.4", " 5.3", " 4.6"
"63", "", "False", "", "C14 H22 N6 O2", "Full match", " No results", " No results", " No results", " No results", "-1.36", "306.18001", "305.17273", "6.177", "16531453.5361973", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "951737.388037437", " 5814276.28822101", " 1287849.26307609", " 9278604.90364874", " 7492041.95482191", "47.7100295546982", " 70.1741351499365", " 37.184269898866", " 26.7000353039803", " 42.1829365468083", "0.739", " 7.205", " 5.817", " 0.627", " 0.807", "-0.44", " 2.85", " 2.54", " -0.67", " -0.31", "0.997983909586838", " 1.08788786867819E-08", " 2.42341028355852E-08", " 0.0957158027872813", " 0.998573906407896", "0.999999999999803", " 1.30002600307044E-06", " 1.41163649017284E-06", " 0.793141697854372", " 0.999999999990951", "7.6", "1.7", " 2.1", " 5.2", " 0.4", " 2.5", " 2.1", " 4.4", " 4.2", " 5.1", " 5.8", " 5.5", " 5.8", " 6.4", " 5.2", " 1.7", " 6.0", " 2.4", " 5.1", " 4.1", " 4.7", " 3.0", " 4.5", " 5.1", " 5.1", " 6.5", " 6.1", " 6.1", " 7.6", " 6.5", " 5.3", " 6.1", " 7.2", " 6.6", " 5.8", " 6.2", " 5.8", " 5.8", " 5.1", " 5.8", " 5.1"
"60", "", "False", "", "C27 H63 N6 O5 P", "Full match", " No results", " No results", " No results", " No results", "2.42", "582.46117", "581.45389", "7.675", "16358394.8084266", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "7252352.00189477", " 7924534.60803499", " 10917404.6396982", " 11124792.8486254", " 11785443.8418129", "21.7652884373236", " 26.1708173583907", " 16.7493637093241", " 22.2640250399006", " 18.8184895658804", "0.664", " 1.019", " 1.080", " 0.712", " 1.059", "-0.59", " 0.03", " 0.11", " -0.49", " 0.08", "0.0175700797908646", " 0.796825763369706", " 0.463288226420752", " 0.00325181240375483", " 0.98672029895825", "0.348945061065995", " 0.999999999657199", " 0.966199845164156", " 0.0752351142505094", " 0.999999999990951", "8.1", "4.3", " 5.3", " 3.8", " 8.0", " 3.8", " 4.6", " 3.1", " 5.3", " 3.4", " 4.2", " ", " 3.8", " 3.8", " 3.8", " 3.6", " 4.9", " 3.2", " 5.1", " 6.2", " 7.3", " 4.7", " 4.7", " 6.2", " 5.5", " 4.2", " 4.6", " 2.3", " 4.6", " 7.6", " 1.9", " 3.8", " ", " 3.6", " 3.9", " 3.9", " 4.7", " 3.2", " 8.1", " 5.5", " 3.9"
"469", "", "False", "", "C5 H7 Cl N O P S2", "Full match", " No results", " No results", " No results", " No results", "2.23", "226.94003", "225.93275", "11.168", "16172512.0440515", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "6137614.42708759", " 5006736.22694796", " 13720184.577539", " 5405959.16442768", " 4924154.01453637", "45.3876272125801", " 16.0944312687666", " 31.4288950097412", " 36.6507348854262", " 16.1501721657642", "0.447", " 0.394", " 0.359", " 0.926", " 0.911", "-1.16", " -1.34", " -1.48", " -0.11", " -0.13", "0.020104630694265", " 0.00103392318143558", " 5.7209551510784E-05", " 0.811534394299673", " 0.841707830338871", "0.364203117576878", " 0.0114933786215397", " 0.000955212265602613", " 0.999999999986602", " 0.999999999990951", "5.1", "2.4", " 1.3", " 2.0", " 2.4", " 2.0", " 1.4", " 2.6", " 1.7", " 3.7", " 3.0", " 2.6", " 4.1", " 3.6", " 3.0", " 3.9", " 5.1", " 2.9", " 3.3", " ", " 2.2", " 2.9", " 3.3", " 2.9", " 3.3", " 1.9", " 2.9", " 2.3", " 2.3", " 2.6", " 1.6", " 2.9", " 2.2", " 4.5", " 3.0", " 2.6", " 3.9", " 3.0", " 3.6", " 3.6", " 3.3"
