"Compounds ID", "Tags", "Checked", "Name", "Formula", "Annot. Source: Predicted Compositions", "Annot. Source: mzCloud Search", "Annot. Source: mzVault Search", "Annot. Source: ChemSpider Search", "Annot. Source: MassList Search", "Annot. DeltaMass [ppm]", "Calc. MW", "m/z", "RT [min]", "Area (Max.)", "# ChemSpider Results", "# mzCloud Results", "# mzVault Results", "mzCloud Best Match", "mzCloud Best Match Confidence", "mzVault Best Match", "mzVault Library Match: Bamba lab 34 lipid mediators library stepped NCE 10 30 45", "mzVault Library Match: Bamba lab 598 polar metabolites stepped NCE 10 30 45", "mzVault Library Match: Custom mzVault Library", "mzVault Library Match: LipidBlast-VS68-Neg", "mzVault Library Match: LipidBlast-VS68-Pos", "Class Coverage: Phosphatidylcholine Compound Class", "Mass List Match: LipidMaps Structure Database 2021-09-13", "MS2", "Neutral Losses", "Reference Ion", "Group Area: cla", "Group Area: cla/lps", "Group Area: ctrl", "Group Area: lps", "Group Area: no2-cla/lps", "Group CV [%]: cla", "Group CV [%]: cla/lps", "Group CV [%]: ctrl", "Group CV [%]: lps", "Group CV [%]: no2-cla/lps", "Ratio: (cla) / (ctrl)", "Ratio: (lps) / (ctrl)", "Ratio: (no2-cla/lps) / (ctrl)", "Ratio: (cla/lps) / (lps)", "Ratio: (no2-cla/lps) / (lps)", "Log2 Fold Change: (cla) / (ctrl)", "Log2 Fold Change: (lps) / (ctrl)", "Log2 Fold Change: (no2-cla/lps) / (ctrl)", "Log2 Fold Change: (cla/lps) / (lps)", "Log2 Fold Change: (no2-cla/lps) / (lps)", "P-value: (cla) / (ctrl)", "P-value: (lps) / (ctrl)", "P-value: (no2-cla/lps) / (ctrl)", "P-value: (cla/lps) / (lps)", "P-value: (no2-cla/lps) / (lps)", "Adj. P-value: (cla) / (ctrl)", "Adj. P-value: (lps) / (ctrl)", "Adj. P-value: (no2-cla/lps) / (ctrl)", "Adj. P-value: (cla/lps) / (lps)", "Adj. P-value: (no2-cla/lps) / (lps)", "Peak Rating (Max.)", "Peak Rating: Kidney-F-9.raw (F9)", "Peak Rating: Kidney-F-10.raw (F10)", "Peak Rating: Kidney-F-11.raw (F11)", "Peak Rating: Kidney-F-12.raw (F12)", "Peak Rating: Kidney-F-13.raw (F13)", "Peak Rating: Kidney-F-14.raw (F14)", "Peak Rating: Kidney-F-15.raw (F15)", "Peak Rating: Kidney-F-16.raw (F16)", "Peak Rating: Kidney-F-25.raw (F25)", "Peak Rating: Kidney-F-26.raw (F26)", "Peak Rating: Kidney-F-27.raw (F27)", "Peak Rating: Kidney-F-28.raw (F28)", "Peak Rating: Kidney-F-29.raw (F29)", "Peak Rating: Kidney-F-30.raw (F30)", "Peak Rating: Kidney-F-31.raw (F31)", "Peak Rating: Kidney-F-32.raw (F32)", "Peak Rating: Kidney-F-1.raw (F1)", "Peak Rating: Kidney-F-2.raw (F2)", "Peak Rating: Kidney-F-3.raw (F3)", "Peak Rating: Kidney-F-4.raw (F4)", "Peak Rating: Kidney-F-5.raw (F5)", "Peak Rating: Kidney-F-6.raw (F6)", "Peak Rating: Kidney-F-7.raw (F7)", "Peak Rating: Kidney-F-8.raw (F8)", "Peak Rating: Kidney-F-17.raw (F17)", "Peak Rating: Kidney-F-18.raw (F18)", "Peak Rating: Kidney-F-19.raw (F19)", "Peak Rating: Kidney-F-20.raw (F20)", "Peak Rating: Kidney-F-21.raw (F21)", "Peak Rating: Kidney-F-22.raw (F22)", "Peak Rating: Kidney-F-23.raw (F23)", "Peak Rating: Kidney-F-24.raw (F24)", "Peak Rating: Kidney-F-33.raw (F33)", "Peak Rating: Kidney-F-34.raw (F34)", "Peak Rating: Kidney-F-35.raw (F35)", "Peak Rating: Kidney-F-36.raw (F36)", "Peak Rating: Kidney-F-37.raw (F37)", "Peak Rating: Kidney-F-38.raw (F38)", "Peak Rating: Kidney-F-39.raw (F39)", "Peak Rating: Kidney-F-40.raw (F40)"
"1587", "", "False", "", "C18 H5 N2 O5 P S2", "Full match", " No results", " No results", " No results", " No results", "1.34", "423.93832", "422.93104", "1.104", "3777664.67996293", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "3379280.8527227", " 3510466.20894819", " 3447972.78369214", " 3038316.56343709", " 3358034.12159784", "1.87060301470516", " 0.377097842771479", " 13.5225763183483", " 0.37641957760846", " 4.19665246280481", "0.980", " 0.881", " 0.974", " 1.155", " 1.105", "-0.03", " -0.18", " -0.04", " 0.21", " 0.14", "0.991083205852872", " 0.301195682607063", " 0.952203891019847", " 0.185996208253372", " 0.513146079503694", "0.999999999999803", " 0.782454001555304", " 0.999999999995581", " 0.956283535363297", " 0.999999999990951", "4.8", "4.5", " 4.5", " ", " ", " ", " 4.1", " ", " ", " ", " ", " ", " ", " 4.5", " 4.1", " ", " ", " ", " ", " 3.5", " ", " 3.5", " ", " ", " ", " ", " ", " 4.1", " ", " ", " ", " 4.1", " ", " 4.8", " 3.7", " ", " ", " ", " ", " 4.1", " "
"600", "", "False", "Cer 10:1;2O/2:0", "C12 H23 N O3", "Full match", " No results", " Full match", " No results", " No results", "-4.00", "229.16688", "228.15960", "2.498", "3759498.56935284", "0", "0", "1", "", "", "0.1", "No matches found", " No matches found", " No matches found", " Single match found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "3301494.70774952", " 3365061.12865614", " 3342984.77103417", " 3300178.19565918", " 3404321.28166936", "3.26049387933088", " 2.93941309529237", " 3.1771559231619", " 5.97762937637486", " 4.15482181980902", "0.988", " 0.987", " 1.018", " 1.020", " 1.032", "-0.02", " -0.02", " 0.03", " 0.03", " 0.04", "0.922498963010059", " 0.980465976452589", " 0.455546949551052", " 0.999811504468783", " 0.767943944554606", "0.999999999999803", " 0.999999999657199", " 0.966199845164156", " 0.999999999986602", " 0.999999999990951", "6.7", "5.2", " 5.2", " 5.6", " 6.4", " 6.0", " 6.4", " 5.6", " 4.8", " 4.8", " 6.7", " 6.4", " 5.6", " 4.8", " 6.4", " 5.6", " 6.7", " 4.5", " 4.8", " 5.2", " 5.2", " 5.2", " 4.8", " 4.1", " ", " 5.1", " 4.3", " 4.0", " 4.3", " 4.3", " 5.5", " 5.1", " 3.6", " 5.6", " 6.0", " 5.2", " 5.6", " 6.4", " 5.6", " 5.6", " 6.4"
"1175", "", "False", "FENAPANIL", "C16 H19 N3", "Full match", " No results", " No results", " Full match", " No results", "-3.15", "253.15710", "252.14982", "4.947", "3634796.51649966", "1", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "2807737.24041684", " 3281363.79348161", " 2765243.59772744", " 3074668.11417494", " 2724093.58362809", "9.5615988815024", " 9.79178354136323", " 7.49111356834077", " 11.5954878447499", " 12.9268664256771", "1.015", " 1.112", " 0.985", " 1.067", " 0.886", "0.02", " 0.15", " -0.02", " 0.09", " -0.17", "0.663941843079622", " 0.590530634956985", " 0.997136286372104", " 0.827471999102014", " 0.650365249872472", "0.999999999999803", " 0.999999999657199", " 0.999999999995581", " 0.999999999986602", " 0.999999999990951", "4.3", "", " 3.2", " 3.6", " 4.0", " ", " 4.0", " 4.3", " 3.2", " 4.3", " 3.6", " ", " ", " 4.3", " ", " 4.0", " 4.0", " 3.6", " ", " 4.0", " ", " ", " 3.4", " ", " 3.6", " ", " ", " 3.5", " 3.5", " 2.7", " 3.5", " ", " 3.8", " 3.5", " 2.9", " 3.1", " 3.5", " 3.8", " 3.5", " 2.9", " 3.8"
"457", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "224.85559", "223.84831", "0.815", "3603469.90117106", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "2061176.91109966", " 597878.624495968", " 2890305.52028521", " 2934651.10310251", " 588463.906341316", "28.3122397872341", " 5.71770307783691", " 29.3637278842145", " 25.8698668000679", " 69.7041490092086", "0.713", " 1.015", " 0.204", " 0.204", " 0.201", "-0.49", " 0.02", " -2.30", " -2.30", " -2.32", "0.941000413735496", " 0.998611883854767", " 0.0110699767226188", " 0.00554831360082597", " 0.0125106495530454", "0.999999999999803", " 0.999999999657199", " 0.0628112081995476", " 0.114109948595547", " 0.590275192548232", "5.9", "4.5", " ", " ", " 5.5", " ", " ", " ", " ", " ", " ", " ", " 4.4", " 3.7", " ", " ", " ", " 4.7", " 5.9", " ", " 4.7", " 5.5", " 5.5", " 3.1", " ", " 5.9", " ", " 4.7", " 5.5", " ", " ", " 5.6", " ", " 1.9", " ", " ", " ", " ", " 4.6", " ", " 0.8"
"439", "", "False", "", "C24 H44 N4 O6", "Full match", " No results", " No results", " No results", " No results", "-4.83", "484.32375", "483.31647", "3.190", "3595764.27877088", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "2967375.22820526", " 3070466.39181298", " 3032265.67023037", " 3040717.42832078", " 3099178.80296519", "3.1591114541734", " 5.1653465045949", " 4.61924973079368", " 7.39765021693959", " 4.70339210813911", "0.979", " 1.003", " 1.022", " 1.010", " 1.019", "-0.03", " 0.00", " 0.03", " 0.01", " 0.03", "0.974600314741727", " 0.676424595509135", " 0.829662500541241", " 0.999998353824426", " 0.998661728954166", "0.999999999999803", " 0.999999999657199", " 0.999999999995581", " 0.999999999986602", " 0.999999999990951", "8.6", "7.9", " 7.5", " 7.1", " 7.9", " 6.4", " 6.4", " 7.1", " 8.6", " 7.0", " 8.5", " 6.6", " 8.1", " 7.4", " 7.8", " 8.1", " 6.2", " 8.6", " 6.0", " 8.3", " 7.5", " 8.6", " 6.7", " 6.7", " 7.5", " 7.4", " 6.6", " 7.4", " 5.9", " 8.5", " 6.2", " 7.4", " 7.0", " 8.3", " 8.3", " 7.1", " 7.9", " 6.7", " 8.3", " 8.6", " 8.6"
"617", "", "False", "", "C3 H Cl2 N3 O4 S", "Full match", " No results", " No results", " No results", " No results", "-0.07", "244.90647", "243.89919", "11.165", "3577005.19198054", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "2869015.76002635", " 2504166.04547616", " 3078807.71720092", " 2620875.07678743", " 2328920.509984", "14.1427427735537", " 11.2908827429604", " 12.741533650195", " 9.1998256388269", " 9.24754881092429", "0.932", " 0.851", " 0.756", " 0.955", " 0.889", "-0.10", " -0.23", " -0.40", " -0.07", " -0.17", "0.438847531738803", " 0.0640075846016993", " 0.000872426487293354", " 0.947325240031584", " 0.488047295290824", "0.999999999999803", " 0.278142049451021", " 0.00991587178240739", " 0.999999999986602", " 0.999999999990951", "5.9", "4.6", " 3.5", " 3.8", " 3.8", " 3.6", " 4.6", " 4.7", " 3.5", " 3.6", " 5.9", " 3.6", " 5.1", " 4.2", " 4.2", " 3.8", " 4.6", " 4.2", " 4.2", " 4.2", " 3.8", " 4.2", " 4.2", " 4.4", " 4.2", " 4.3", " 4.0", " 4.3", " 4.3", " 5.5", " 4.3", " 3.7", " 4.5", " 4.1", " 4.5", " 4.5", " 5.3", " 4.3", " 4.9", " 4.9", " 5.3"
"1304", "", "False", "", "C2 H2 N7 O3 P3 S", "Full match", " No results", " No results", " No results", " No results", "2.07", "296.91588", "295.90860", "8.731", "3565944.76299176", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "2943956.90225138", " 2432514.44885012", " 3166472.90327627", " 2628345.13059201", " 2378352.26163637", "19.2463171324721", " 4.37415707425108", " 6.97001675522583", " 5.47904658634103", " 12.2407355013981", "0.930", " 0.830", " 0.751", " 0.925", " 0.905", "-0.11", " -0.27", " -0.41", " -0.11", " -0.14", "0.594655476980255", " 0.203764535300005", " 0.00347213032031024", " 0.862796339225648", " 0.482497912434502", "0.999999999999803", " 0.583230226786842", " 0.0283861882327118", " 0.999999999986602", " 0.999999999990951", "5.4", "4.1", " 3.7", " 3.0", " 3.5", " 3.3", " 3.3", " 3.7", " 4.1", " 4.6", " 5.0", " ", " 5.2", " ", " ", " 5.4", " 5.4", " 4.3", " 4.0", " 4.0", " 5.1", " 4.3", " 4.0", " 4.3", " 4.0", " 5.1", " 4.7", " ", " 4.5", " ", " ", " 4.3", " 4.3", " 3.8", " 4.2", " 4.0", " ", " 4.4", " ", " ", " 4.0"
"397", "", "False", "7-oxo-11E-Tetradecenoic acid", "C14 H24 O3", "Full match", " No results", " No results", " Not the top hit", " Full match", "-3.55", "240.17169", "239.16442", "3.792", "3529709.16850397", "5", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "1710001.65419643", " ", " 1465617.37696855", " 1234399.27320777", " 1260302.42576011", "51.2508319783554", " ", " 58.2214538788737", " 14.0953600591051", " 40.64561868348", "1.167", " 0.842", " 0.860", " 0.000", " 1.021", "0.22", " -0.25", " -0.22", " -Infinity", " 0.03", "0.813522670305356", " 0.906923449513342", " 0.999405266071654", " ", " 0.84314895086927", "0.999999999999803", " 0.999999999657199", " 0.999999999995581", " ", " 0.999999999990951", "4.1", "", " ", " 1.4", " 2.1", " ", " 3.7", " 3.0", " 1.6", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 2.7", " 1.4", " 4.1", " ", " 3.6", " 2.2", " ", " ", " 3.8", " ", " 4.1", " 3.8", " ", " ", " 3.3", " 2.1", " 1.0", " 2.0", " 2.5", " ", " "
"172", "", "False", "", "C10 H17 N2 O10 P S", "Full match", " No results", " No results", " No results", " No results", "-3.80", "388.03268", "387.02540", "10.846", "3505468.53148518", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "1908598.77449973", " 1763626.14752921", " 1535706.42139488", " 1860337.36282506", " 1840518.46228711", "23.2461602163704", " 9.64967710691969", " 44.619639441528", " 16.9218045755106", " 12.6238510458074", "1.243", " 1.211", " 1.198", " 0.948", " 0.989", "0.31", " 0.28", " 0.26", " -0.08", " -0.02", "0.999999764037873", " 0.999997628593278", " 0.999392869910728", " 0.995325200960056", " 0.999821195408373", "0.999999999999803", " 0.999999999657199", " 0.999999999995581", " 0.999999999986602", " 0.999999999990951", "8.7", "6.0", " 5.3", " 6.0", " 6.4", " 7.1", " 6.4", " 4.7", " 5.3", " 6.8", " 7.5", " 6.4", " 8.3", " 7.9", " 8.7", " 8.3", " 7.9", " 6.0", " 5.2", " ", " 5.0", " ", " 5.0", " 4.2", " 4.6", " 8.3", " 6.9", " ", " 5.0", " 6.9", " ", " 6.9", " 6.9", " 8.5", " 8.5", " 5.5", " 7.0", " 7.4", " 7.0", " 7.0", " 5.5"
"287", "", "False", "", "C32 H46 Cl N3 O6", "Full match", " No results", " No results", " No results", " No results", "0.99", "603.30811", "602.30083", "5.203", "3478295.80108193", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "674051.054825956", " 432309.048986519", " 1411601.9474491", " 816242.114038206", " 626370.501995655", "43.8876616699279", " 29.7910604663668", " 45.7884410893197", " 67.1052928106388", " 30.8847573783445", "0.478", " 0.578", " 0.444", " 0.530", " 0.767", "-1.07", " -0.79", " -1.17", " -0.92", " -0.38", "0.000743888876195697", " 0.0457032662425568", " 0.00218049761250771", " 0.0334807411238841", " 0.777644471648116", "0.0988165174643759", " 0.212098653047982", " 0.0193449764060238", " 0.468404743852713", " 0.999999999990951", "5.7", "1.9", " 2.1", " 3.3", " 3.3", " 2.7", " 1.9", " 4.5", " 3.6", " 4.8", " 4.0", " 5.6", " 4.3", " 4.0", " 1.8", " ", " 1.4", " 3.0", " 3.9", " 5.4", " 4.8", " 4.0", " 3.5", " 4.0", " 4.2", " 4.5", " 2.1", " ", " 1.5", " 2.9", " 2.5", " 4.8", " 1.1", " 3.9", " 3.5", " 5.7", " 4.5", " 2.4", " 4.9", " ", " 4.3"
"284", "", "False", "17-methyl-6Z-octadecenoic acid", "C19 H36 O2", "Full match", " No results", " No results", " Partial match", " Full match", "-2.63", "296.27075", "295.26347", "8.475", "3474232.81962761", "31", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "432744.003936509", " 671425.224842875", " 620290.124729971", " 1348247.28647075", " 1354707.36972781", "25.3781205356205", " 54.9193177726456", " 35.7323837534539", " 52.7258776172421", " 23.0314240946872", "0.698", " 2.174", " 2.184", " 0.498", " 1.005", "-0.52", " 1.12", " 1.13", " -1.01", " 0.01", "0.217402178845897", " 0.00412811525914503", " 0.0268953492026087", " 0.0056046143710976", " 0.949161932512818", "0.999999999999803", " 0.035877074434024", " 0.133332263068252", " 0.114109948595547", " 0.999999999990951", "7.1", "", " 6.3", " 3.7", " ", " 4.4", " 4.0", " 6.7", " 4.4", " 5.8", " 5.5", " 5.2", " 4.0", " 3.8", " 4.5", " 2.7", " 4.5", " 4.7", " 5.3", " 2.8", " 5.3", " 3.5", " 5.1", " 4.5", " 5.1", " 6.1", " 5.6", " 5.9", " 5.8", " 5.2", " 3.3", " 6.1", " 6.1", " 6.9", " 7.1", " 6.2", " 7.1", " 5.6", " 7.1", " 6.5", " 4.1"
"551", "", "False", "Cer 18:1;2O/16:0", "C34 H67 N O3", "No match", " No results", " Invalid mass", " No match", " No match", "111663.13", "597.53238", "596.52510", "9.106", "3464851.6079842", "2", "0", "37", "", "", "69.4", "No matches found", " No matches found", " No matches found", " Multiple matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "1103144.31058507", " 1914410.0968629", " 1016430.78877451", " 1625859.2830616", " 2487852.44238624", "30.7093626514973", " 13.0710481044799", " 32.4862373687132", " 56.2669829718086", " 13.2039850778189", "1.085", " 1.600", " 2.448", " 1.177", " 1.530", "0.12", " 0.68", " 1.29", " 0.24", " 0.61", "0.996821387402133", " 0.0990973028568677", " 0.00211827242429496", " 0.969424388786311", " 0.679142790801623", "0.999999999999803", " 0.358852354284718", " 0.0193449764060238", " 0.999999999986602", " 0.999999999990951", "5.1", "1.9", " 2.0", " 2.5", " 2.2", " 1.5", " 2.2", " 1.9", " 2.6", " ", " ", " 4.4", " 4.4", " ", " 3.6", " ", " 4.0", " ", " 1.3", " 2.2", " 2.5", " 2.2", " 2.2", " 2.6", " 2.1", " 1.0", " 1.2", " ", " ", " 2.2", " 3.1", " ", " ", " ", " 5.1", " ", " 3.8", " 4.4", " 4.6", " ", " 4.2"
"245", "", "False", "", "C7 H10 N8 O S2", "Full match", " No results", " No results", " No results", " No results", "0.45", "286.04203", "285.03475", "0.555", "3443866.39103524", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "853266.698060536", " 1975398.89720705", " 1435532.17363703", " 1470406.83388941", " 2061548.82791252", "40.1770032554599", " 49.2276631333885", " 6.09334002383963", " 29.6457823814813", " 23.8522476030975", "0.594", " 1.024", " 1.436", " 1.343", " 1.402", "-0.75", " 0.03", " 0.52", " 0.43", " 0.49", "0.50649292828758", " 0.987927372989649", " 0.45668970730037", " 0.954891098115115", " 0.621756493934801", "0.999999999999803", " 0.999999999657199", " 0.966199845164156", " 0.999999999986602", " 0.999999999990951", "7.7", "4.9", " 4.4", " 5.0", " ", " 5.2", " ", " 4.8", " ", " 6.0", " 6.0", " 5.4", " 5.0", " 5.2", " 5.4", " 4.9", " 5.4", " ", " 5.6", " ", " 5.6", " 7.7", " ", " 7.5", " ", " 6.4", " 5.6", " 3.4", " 6.0", " 6.2", " ", " 6.4", " 5.1", " ", " 6.8", " 6.4", " 6.4", " ", " 6.6", " 6.0", " "
"589", "", "False", "bhas#20", "C18 H34 O7", "Full match", " No results", " No results", " Full match", " Full match", "-2.72", "362.22947", "361.22219", "1.968", "3437492.75167102", "2", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "1712050.31723038", " 2231562.42666823", " 2181317.10708654", " 2562284.34057502", " ", "29.5705916901685", " 9.03524140220756", " 9.67117254879213", " 27.6917713118597", " ", "0.785", " 1.175", " 0.000", " 0.871", " 0.000", "-0.35", " 0.23", " -Infinity", " -0.20", " -Infinity", "0.577148565098361", " 0.818476554579783", " ", " 0.895441004108292", " ", "0.999999999999803", " 0.999999999657199", " ", " 0.999999999986602", " ", "4.5", "1.8", " ", " ", " ", " ", " ", " 2.2", " ", " 3.7", " ", " ", " 3.7", " ", " ", " ", " ", " ", " 4.1", " ", " ", " ", " ", " 3.7", " 4.5", " 1.8", " ", " 3.4", " 2.4", " ", " ", " ", " 3.6", " ", " ", " ", " ", " ", " ", " ", " "
"444", "", "False", "", "C27 H50 N6 O2 S2", "Full match", " No results", " No results", " No results", " No results", "1.55", "554.34453", "553.33725", "3.167", "3434192.88953642", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "850627.550379451", " 480068.523732597", " 854137.733391414", " 839795.471347484", " 1316483.9596838", "15.9219601185518", " 62.0425790819817", " 74.9537034027671", " 89.2327145584109", " 46.2164199498148", "0.996", " 0.983", " 1.541", " 0.572", " 1.568", "-0.01", " -0.02", " 0.62", " -0.81", " 0.65", "0.99999820474139", " 0.965211821746126", " 0.944957927414964", " 0.62949616551873", " 0.999933528756353", "0.999999999999803", " 0.999999999657199", " 0.999999999995581", " 0.999999999986602", " 0.999999999990951", "5.0", "", " 4.4", " 3.6", " ", " ", " ", " ", " ", " 3.3", " 2.3", " 1.1", " 4.6", " ", " 0.0", " ", " 1.5", " ", " 1.1", " 3.0", " 5.0", " ", " ", " 1.7", " 2.9", " 1.4", " 3.3", " 3.6", " 2.9", " ", " ", " ", " 0.8", " 3.9", " 2.3", " ", " ", " ", " 5.0", " 3.6", " "
"319", "", "False", "LPC 18:1", "C26 H52 N O7 P", "No match", " No results", " Invalid mass", " No match", " No match", "115124.54", "581.36810", "580.36083", "5.852", "3414072.38315216", "1", "0", "12", "", "", "86.6", "No matches found", " No matches found", " No matches found", " Multiple matches found", " No matches found", "", "Single match found", "PreferredDDA", "", "[M-H]-1", "745284.815614117", " 1247237.4158921", " 1796939.9417993", " 1209754.78598479", " 1339959.0814417", "75.8189377976895", " 23.7406579968706", " 42.348289446403", " 43.4393335329405", " 29.8101462174203", "0.415", " 0.673", " 0.746", " 1.031", " 1.108", "-1.27", " -0.57", " -0.42", " 0.04", " 0.15", "0.0732436213446264", " 0.832743932585091", " 0.838691875993479", " 0.978162219504745", " 0.99999877097233", "0.923590327613299", " 0.999999999657199", " 0.999999999995581", " 0.999999999986602", " 0.999999999990951", "6.2", "2.7", " 3.3", " 2.3", " ", " 1.5", " 1.4", " 0.4", " 5.0", " 1.8", " 5.8", " 3.1", " 5.4", " ", " 5.4", " ", " 3.5", " 3.5", " 4.8", " 5.0", " 4.2", " 2.5", " 3.5", " 4.6", " 4.8", " ", " 2.3", " 2.5", " 2.3", " 2.9", " 5.4", " 5.4", " 4.4", " 5.8", " 5.6", " 5.6", " 2.0", " 5.6", " 3.7", " 6.2", " 5.4"
"488", "", "False", "9-oxo-7E-hexadecenoic acid", "C16 H28 O3", "Full match", " No results", " No results", " Not the top hit", " Full match", "-2.36", "268.20321", "267.19593", "4.967", "3379693.78110612", "9", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "CO2", "[M-H]-1", "2619514.63085447", " 1412443.4746573", " ", " 1703149.46985308", " 1036575.31027233", "40.4359977103317", " 35.2737621771046", " ", " 47.0958392679821", " 33.3309391076387", "Infinity", " Infinity", " Infinity", " 0.829", " 0.609", "Infinity", " Infinity", " Infinity", " -0.27", " -0.72", "", " ", " ", " 0.946680309445252", " 0.470788934286549", "", " ", " ", " 0.999999999986602", " 0.999999999990951", "5.1", "0.6", " ", " 4.5", " ", " ", " 4.5", " 2.0", " 3.7", " 5.1", " 1.7", " ", " 0.7", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 1.1", " 1.0", " 1.0", " ", " 1.2", " ", " 0.5", " 0.9", " 1.1", " 1.5", " ", " ", " ", " ", " 1.7"
"233", "", "False", "", "C17 H36 Cl O5 P", "Full match", " No results", " No results", " No results", " No results", "-1.77", "386.19820", "385.19093", "7.404", "3314080.96974014", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "1218930.66481022", " ", " 2528584.48312557", " 1396401.94986226", " 1717936.86878771", "29.4399679943386", " ", " 22.0487421685276", " 5.12286806764017", " ", "0.482", " 0.552", " 0.679", " 0.000", " 1.230", "-1.05", " -0.86", " -0.56", " -Infinity", " 0.30", "0.0210330580241003", " 0.156802518623075", " ", " ", " ", "0.366910012198194", " 0.496368237760463", " ", " ", " ", "5.8", "", " 5.8", " ", " 2.9", " 3.5", " ", " 3.4", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 4.3", " 2.8", " 4.5", " ", " ", " ", " ", " ", " ", " ", " 4.5", " ", " ", " ", " 4.5", " ", " ", " ", " 0.8", " ", " ", " ", " ", " "
"425", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "212.14017", "211.13289", "4.540", "3313500.57499231", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "CO2", "[M-H]-1", "2621358.95626381", " 2736349.38101863", " 2822128.80292409", " 2771462.89577623", " 2876953.62569503", "7.52001288875136", " 12.1737309285907", " 8.53819480909619", " 8.57206536292891", " 4.31644774464542", "0.929", " 0.982", " 1.019", " 0.987", " 1.038", "-0.11", " -0.03", " 0.03", " -0.02", " 0.05", "0.190549609564786", " 0.987527513810953", " 0.99988697110009", " 0.775819558674885", " 0.996808962524667", "0.999999999999803", " 0.999999999657199", " 0.999999999995581", " 0.999999999986602", " 0.999999999990951", "8.6", "7.4", " 7.8", " 7.4", " 7.4", " 7.8", " 6.4", " 8.1", " 7.8", " 6.9", " 5.7", " 6.9", " 7.2", " 6.9", " 7.4", " 7.2", " 6.6", " 7.4", " 7.0", " 7.8", " 7.4", " 7.8", " 7.4", " 7.8", " 7.4", " 6.6", " 7.8", " 7.8", " 6.6", " 7.4", " 7.4", " 7.8", " 7.4", " 7.9", " 8.3", " 7.9", " 8.3", " 8.6", " 7.9", " 8.3", " 8.3"
